Gene stable ID	Transcript stable ID
ENSBTAG00000001552	ENSBTAT00000081660
ENSBTAG00000001552	ENSBTAT00000072354
ENSBTAG00000001552	ENSBTAT00000079025
ENSBTAG00000001552	ENSBTAT00000002038
ENSBTAG00000044015	ENSBTAT00000061188
ENSBTAG00000006962	ENSBTAT00000009149
ENSBTAG00000027361	ENSBTAT00000039245
ENSBTAG00000002280	ENSBTAT00000070620
ENSBTAG00000002280	ENSBTAT00000033899
ENSBTAG00000003949	ENSBTAT00000074819
ENSBTAG00000003949	ENSBTAT00000002491
ENSBTAG00000003949	ENSBTAT00000071706
ENSBTAG00000053775	ENSBTAT00000086187
ENSBTAG00000012677	ENSBTAT00000086884
ENSBTAG00000012677	ENSBTAT00000085714
ENSBTAG00000012677	ENSBTAT00000085011
ENSBTAG00000012677	ENSBTAT00000078678
ENSBTAG00000012677	ENSBTAT00000071683
ENSBTAG00000012677	ENSBTAT00000016846
ENSBTAG00000005571	ENSBTAT00000007321
ENSBTAG00000005573	ENSBTAT00000007322
ENSBTAG00000002822	ENSBTAT00000003652
ENSBTAG00000002822	ENSBTAT00000075489
ENSBTAG00000052997	ENSBTAT00000084297
ENSBTAG00000001640	ENSBTAT00000070030
ENSBTAG00000001640	ENSBTAT00000078209
ENSBTAG00000001640	ENSBTAT00000085292
ENSBTAG00000001640	ENSBTAT00000066474
ENSBTAG00000001640	ENSBTAT00000082085
ENSBTAG00000001640	ENSBTAT00000002151
ENSBTAG00000050801	ENSBTAT00000077072
ENSBTAG00000001645	ENSBTAT00000056876
ENSBTAG00000001645	ENSBTAT00000002156
ENSBTAG00000020053	ENSBTAT00000038847
ENSBTAG00000001741	ENSBTAT00000002286
ENSBTAG00000001741	ENSBTAT00000075492
ENSBTAG00000001741	ENSBTAT00000068889
ENSBTAG00000001741	ENSBTAT00000079040
ENSBTAG00000011473	ENSBTAT00000068920
ENSBTAG00000011473	ENSBTAT00000015248
ENSBTAG00000052632	ENSBTAT00000070566
ENSBTAG00000021805	ENSBTAT00000029063
ENSBTAG00000040607	ENSBTAT00000026137
ENSBTAG00000016294	ENSBTAT00000078660
ENSBTAG00000016294	ENSBTAT00000073948
ENSBTAG00000016294	ENSBTAT00000021674
ENSBTAG00000016294	ENSBTAT00000074638
ENSBTAG00000019621	ENSBTAT00000084147
ENSBTAG00000019621	ENSBTAT00000073178
ENSBTAG00000019621	ENSBTAT00000084910
ENSBTAG00000019621	ENSBTAT00000081156
ENSBTAG00000019621	ENSBTAT00000026141
ENSBTAG00000019621	ENSBTAT00000085554
ENSBTAG00000027444	ENSBTAT00000027592
ENSBTAG00000027444	ENSBTAT00000027591
ENSBTAG00000027444	ENSBTAT00000052009
ENSBTAG00000013915	ENSBTAT00000034528
ENSBTAG00000021669	ENSBTAT00000028879
ENSBTAG00000022005	ENSBTAT00000084378
ENSBTAG00000022005	ENSBTAT00000029352
ENSBTAG00000022007	ENSBTAT00000043682
ENSBTAG00000054710	ENSBTAT00000082614
ENSBTAG00000001204	ENSBTAT00000001595
ENSBTAG00000001204	ENSBTAT00000086679
ENSBTAG00000011541	ENSBTAT00000015333
ENSBTAG00000004387	ENSBTAT00000005760
ENSBTAG00000013737	ENSBTAT00000063909
ENSBTAG00000013737	ENSBTAT00000018251
ENSBTAG00000011600	ENSBTAT00000015413
ENSBTAG00000011600	ENSBTAT00000080762
ENSBTAG00000010330	ENSBTAT00000013640
ENSBTAG00000014648	ENSBTAT00000057162
ENSBTAG00000014648	ENSBTAT00000074564
ENSBTAG00000012710	ENSBTAT00000016891
ENSBTAG00000000528	ENSBTAT00000000687
ENSBTAG00000008938	ENSBTAT00000011767
ENSBTAG00000052053	ENSBTAT00000069162
ENSBTAG00000003209	ENSBTAT00000004167
ENSBTAG00000003212	ENSBTAT00000004170
ENSBTAG00000003212	ENSBTAT00000004171
ENSBTAG00000051086	ENSBTAT00000073454
ENSBTAG00000003045	ENSBTAT00000003960
ENSBTAG00000018263	ENSBTAT00000024313
ENSBTAG00000007658	ENSBTAT00000010077
ENSBTAG00000007658	ENSBTAT00000085649
ENSBTAG00000004750	ENSBTAT00000006235
ENSBTAG00000017354	ENSBTAT00000036314
ENSBTAG00000004100	ENSBTAT00000071873
ENSBTAG00000004100	ENSBTAT00000005359
ENSBTAG00000005086	ENSBTAT00000070479
ENSBTAG00000005086	ENSBTAT00000006703
ENSBTAG00000016208	ENSBTAT00000074363
ENSBTAG00000016208	ENSBTAT00000021569
ENSBTAG00000000654	ENSBTAT00000000861
ENSBTAG00000007678	ENSBTAT00000010101
ENSBTAG00000007678	ENSBTAT00000087433
ENSBTAG00000007678	ENSBTAT00000067860
ENSBTAG00000007678	ENSBTAT00000075488
ENSBTAG00000019378	ENSBTAT00000025819
ENSBTAG00000014046	ENSBTAT00000018669
ENSBTAG00000014046	ENSBTAT00000077785
ENSBTAG00000009871	ENSBTAT00000013018
ENSBTAG00000009871	ENSBTAT00000073952
ENSBTAG00000053629	ENSBTAT00000066917
ENSBTAG00000016864	ENSBTAT00000022428
ENSBTAG00000016864	ENSBTAT00000079201
ENSBTAG00000008687	ENSBTAT00000011451
ENSBTAG00000047302	ENSBTAT00000062921
ENSBTAG00000049520	ENSBTAT00000053017
ENSBTAG00000049520	ENSBTAT00000069523
ENSBTAG00000003040	ENSBTAT00000003956
ENSBTAG00000003040	ENSBTAT00000078786
ENSBTAG00000006043	ENSBTAT00000011456
ENSBTAG00000006043	ENSBTAT00000071220
ENSBTAG00000006043	ENSBTAT00000067609
ENSBTAG00000006043	ENSBTAT00000079175
ENSBTAG00000031188	ENSBTAT00000044163
ENSBTAG00000047894	ENSBTAT00000063578
ENSBTAG00000048262	ENSBTAT00000065051
ENSBTAG00000000653	ENSBTAT00000000858
ENSBTAG00000000660	ENSBTAT00000000862
ENSBTAG00000004039	ENSBTAT00000005281
ENSBTAG00000004039	ENSBTAT00000082211
ENSBTAG00000004039	ENSBTAT00000078654
ENSBTAG00000021867	ENSBTAT00000029150
ENSBTAG00000015434	ENSBTAT00000073890
ENSBTAG00000015434	ENSBTAT00000020512
ENSBTAG00000015434	ENSBTAT00000069150
ENSBTAG00000015438	ENSBTAT00000069983
ENSBTAG00000015438	ENSBTAT00000061585
ENSBTAG00000003396	ENSBTAT00000004402
ENSBTAG00000004474	ENSBTAT00000005871
ENSBTAG00000004474	ENSBTAT00000084140
ENSBTAG00000003422	ENSBTAT00000039411
ENSBTAG00000003422	ENSBTAT00000079751
ENSBTAG00000007960	ENSBTAT00000010466
ENSBTAG00000003425	ENSBTAT00000081429
ENSBTAG00000003425	ENSBTAT00000004442
ENSBTAG00000017584	ENSBTAT00000023383
ENSBTAG00000008410	ENSBTAT00000011067
ENSBTAG00000008410	ENSBTAT00000062966
ENSBTAG00000051618	ENSBTAT00000079586
ENSBTAG00000018978	ENSBTAT00000025259
ENSBTAG00000004620	ENSBTAT00000039401
ENSBTAG00000017594	ENSBTAT00000023393
ENSBTAG00000009165	ENSBTAT00000012081
ENSBTAG00000004622	ENSBTAT00000070720
ENSBTAG00000004622	ENSBTAT00000085081
ENSBTAG00000004622	ENSBTAT00000073307
ENSBTAG00000004622	ENSBTAT00000046628
ENSBTAG00000004622	ENSBTAT00000078088
ENSBTAG00000016279	ENSBTAT00000021652
ENSBTAG00000005733	ENSBTAT00000061177
ENSBTAG00000005733	ENSBTAT00000068711
ENSBTAG00000052347	ENSBTAT00000064615
ENSBTAG00000008825	ENSBTAT00000011619
ENSBTAG00000008826	ENSBTAT00000071065
ENSBTAG00000008826	ENSBTAT00000046618
ENSBTAG00000008826	ENSBTAT00000086089
ENSBTAG00000018295	ENSBTAT00000075453
ENSBTAG00000018295	ENSBTAT00000070497
ENSBTAG00000018295	ENSBTAT00000080168
ENSBTAG00000018295	ENSBTAT00000024348
ENSBTAG00000051249	ENSBTAT00000072153
ENSBTAG00000008964	ENSBTAT00000011800
ENSBTAG00000012276	ENSBTAT00000016279
ENSBTAG00000005202	ENSBTAT00000006853
ENSBTAG00000000309	ENSBTAT00000079926
ENSBTAG00000000309	ENSBTAT00000068487
ENSBTAG00000000309	ENSBTAT00000000401
ENSBTAG00000000309	ENSBTAT00000080480
ENSBTAG00000011882	ENSBTAT00000015768
ENSBTAG00000032893	ENSBTAT00000046701
ENSBTAG00000020382	ENSBTAT00000079606
ENSBTAG00000020382	ENSBTAT00000076890
ENSBTAG00000020382	ENSBTAT00000056271
ENSBTAG00000001144	ENSBTAT00000001522
ENSBTAG00000008472	ENSBTAT00000011148
ENSBTAG00000008527	ENSBTAT00000011240
ENSBTAG00000008527	ENSBTAT00000086670
ENSBTAG00000048526	ENSBTAT00000069634
ENSBTAG00000048526	ENSBTAT00000067640
ENSBTAG00000009291	ENSBTAT00000039379
ENSBTAG00000021033	ENSBTAT00000079037
ENSBTAG00000021033	ENSBTAT00000028014
ENSBTAG00000021033	ENSBTAT00000084518
ENSBTAG00000014178	ENSBTAT00000071183
ENSBTAG00000014178	ENSBTAT00000070842
ENSBTAG00000014178	ENSBTAT00000073850
ENSBTAG00000014178	ENSBTAT00000066530
ENSBTAG00000014178	ENSBTAT00000079622
ENSBTAG00000014178	ENSBTAT00000086535
ENSBTAG00000014178	ENSBTAT00000067374
ENSBTAG00000014178	ENSBTAT00000018848
ENSBTAG00000014178	ENSBTAT00000076883
ENSBTAG00000014178	ENSBTAT00000087112
ENSBTAG00000019606	ENSBTAT00000026122
ENSBTAG00000019606	ENSBTAT00000087155
ENSBTAG00000007783	ENSBTAT00000043539
ENSBTAG00000011233	ENSBTAT00000014919
ENSBTAG00000050564	ENSBTAT00000078749
ENSBTAG00000016741	ENSBTAT00000022257
ENSBTAG00000016741	ENSBTAT00000066571
ENSBTAG00000052404	ENSBTAT00000087436
ENSBTAG00000052443	ENSBTAT00000069062
ENSBTAG00000016873	ENSBTAT00000022448
ENSBTAG00000016873	ENSBTAT00000082229
ENSBTAG00000053638	ENSBTAT00000086511
ENSBTAG00000002593	ENSBTAT00000086062
ENSBTAG00000002593	ENSBTAT00000003358
ENSBTAG00000020988	ENSBTAT00000027949
ENSBTAG00000020988	ENSBTAT00000072831
ENSBTAG00000020030	ENSBTAT00000026679
ENSBTAG00000013220	ENSBTAT00000017591
ENSBTAG00000012116	ENSBTAT00000016078
ENSBTAG00000011304	ENSBTAT00000015019
ENSBTAG00000011304	ENSBTAT00000086911
ENSBTAG00000011304	ENSBTAT00000071117
ENSBTAG00000011304	ENSBTAT00000079625
ENSBTAG00000018873	ENSBTAT00000025123
ENSBTAG00000002187	ENSBTAT00000002833
ENSBTAG00000005275	ENSBTAT00000043503
ENSBTAG00000005275	ENSBTAT00000085670
ENSBTAG00000005280	ENSBTAT00000006947
ENSBTAG00000005280	ENSBTAT00000082012
ENSBTAG00000005280	ENSBTAT00000079329
ENSBTAG00000006037	ENSBTAT00000007931
ENSBTAG00000011312	ENSBTAT00000015024
ENSBTAG00000010277	ENSBTAT00000013574
ENSBTAG00000035643	ENSBTAT00000038656
ENSBTAG00000003380	ENSBTAT00000004382
ENSBTAG00000003382	ENSBTAT00000004383
ENSBTAG00000016846	ENSBTAT00000022411
ENSBTAG00000055300	ENSBTAT00000084786
ENSBTAG00000006742	ENSBTAT00000008861
ENSBTAG00000006742	ENSBTAT00000066980
ENSBTAG00000016849	ENSBTAT00000022412
ENSBTAG00000050862	ENSBTAT00000066943
ENSBTAG00000003256	ENSBTAT00000004220
ENSBTAG00000012407	ENSBTAT00000016463
ENSBTAG00000003257	ENSBTAT00000004221
ENSBTAG00000003257	ENSBTAT00000086531
ENSBTAG00000003257	ENSBTAT00000070681
ENSBTAG00000003257	ENSBTAT00000066784
ENSBTAG00000048591	ENSBTAT00000068391
ENSBTAG00000004207	ENSBTAT00000005511
ENSBTAG00000008870	ENSBTAT00000011681
ENSBTAG00000030624	ENSBTAT00000043285
ENSBTAG00000020813	ENSBTAT00000079984
ENSBTAG00000039446	ENSBTAT00000048359
ENSBTAG00000039446	ENSBTAT00000056296
ENSBTAG00000039446	ENSBTAT00000027735
ENSBTAG00000004993	ENSBTAT00000006568
ENSBTAG00000008908	ENSBTAT00000046451
ENSBTAG00000051099	ENSBTAT00000066470
ENSBTAG00000032704	ENSBTAT00000046446
ENSBTAG00000032704	ENSBTAT00000083470
ENSBTAG00000046375	ENSBTAT00000064589
ENSBTAG00000039028	ENSBTAT00000056512
ENSBTAG00000051666	ENSBTAT00000086648
ENSBTAG00000014329	ENSBTAT00000019052
ENSBTAG00000004148	ENSBTAT00000005424
ENSBTAG00000004148	ENSBTAT00000080425
ENSBTAG00000037925	ENSBTAT00000057022
ENSBTAG00000027420	ENSBTAT00000075790
ENSBTAG00000027420	ENSBTAT00000039366
ENSBTAG00000011279	ENSBTAT00000073214
ENSBTAG00000011279	ENSBTAT00000014986
ENSBTAG00000011283	ENSBTAT00000014992
ENSBTAG00000013416	ENSBTAT00000017853
ENSBTAG00000032694	ENSBTAT00000039368
ENSBTAG00000015949	ENSBTAT00000021208
ENSBTAG00000032687	ENSBTAT00000011269
ENSBTAG00000000598	ENSBTAT00000000790
ENSBTAG00000000598	ENSBTAT00000076963
ENSBTAG00000015127	ENSBTAT00000020125
ENSBTAG00000005181	ENSBTAT00000006825
ENSBTAG00000005181	ENSBTAT00000066623
ENSBTAG00000005184	ENSBTAT00000006831
ENSBTAG00000040147	ENSBTAT00000082529
ENSBTAG00000040147	ENSBTAT00000068990
ENSBTAG00000040147	ENSBTAT00000054611
ENSBTAG00000005186	ENSBTAT00000006835
ENSBTAG00000016122	ENSBTAT00000021457
ENSBTAG00000004273	ENSBTAT00000005595
ENSBTAG00000004273	ENSBTAT00000068120
ENSBTAG00000004278	ENSBTAT00000005603
ENSBTAG00000016127	ENSBTAT00000021466
ENSBTAG00000016127	ENSBTAT00000086801
ENSBTAG00000046614	ENSBTAT00000064458
ENSBTAG00000054274	ENSBTAT00000076968
ENSBTAG00000004281	ENSBTAT00000005606
ENSBTAG00000004281	ENSBTAT00000074888
ENSBTAG00000004281	ENSBTAT00000069314
ENSBTAG00000004281	ENSBTAT00000086374
ENSBTAG00000018122	ENSBTAT00000019075
ENSBTAG00000018122	ENSBTAT00000054119
ENSBTAG00000049036	ENSBTAT00000085815
ENSBTAG00000046704	ENSBTAT00000062926
ENSBTAG00000013950	ENSBTAT00000054856
ENSBTAG00000013950	ENSBTAT00000018536
ENSBTAG00000013950	ENSBTAT00000018521
ENSBTAG00000006096	ENSBTAT00000008011
ENSBTAG00000003335	ENSBTAT00000004329
ENSBTAG00000045630	ENSBTAT00000065188
ENSBTAG00000053661	ENSBTAT00000085311
ENSBTAG00000049782	ENSBTAT00000074017
ENSBTAG00000049782	ENSBTAT00000083569
ENSBTAG00000009881	ENSBTAT00000081265
ENSBTAG00000009881	ENSBTAT00000013034
ENSBTAG00000053439	ENSBTAT00000076631
ENSBTAG00000017328	ENSBTAT00000084424
ENSBTAG00000017328	ENSBTAT00000023042
ENSBTAG00000026119	ENSBTAT00000018539
ENSBTAG00000004625	ENSBTAT00000006069
ENSBTAG00000013928	ENSBTAT00000077883
ENSBTAG00000013928	ENSBTAT00000072946
ENSBTAG00000013928	ENSBTAT00000086052
ENSBTAG00000013928	ENSBTAT00000066322
ENSBTAG00000013928	ENSBTAT00000018498
ENSBTAG00000051997	ENSBTAT00000074966
ENSBTAG00000051997	ENSBTAT00000070587
ENSBTAG00000051997	ENSBTAT00000070280
ENSBTAG00000001420	ENSBTAT00000082588
ENSBTAG00000001420	ENSBTAT00000001863
ENSBTAG00000001420	ENSBTAT00000070340
ENSBTAG00000001420	ENSBTAT00000081891
ENSBTAG00000001495	ENSBTAT00000001959
ENSBTAG00000001495	ENSBTAT00000078640
ENSBTAG00000039490	ENSBTAT00000055018
ENSBTAG00000039071	ENSBTAT00000055083
ENSBTAG00000035572	ENSBTAT00000050065
ENSBTAG00000005316	ENSBTAT00000006992
ENSBTAG00000005316	ENSBTAT00000078619
ENSBTAG00000030802	ENSBTAT00000043536
ENSBTAG00000017587	ENSBTAT00000023389
ENSBTAG00000030796	ENSBTAT00000043525
ENSBTAG00000030798	ENSBTAT00000043527
ENSBTAG00000030800	ENSBTAT00000043530
ENSBTAG00000016742	ENSBTAT00000086928
ENSBTAG00000016742	ENSBTAT00000022259
ENSBTAG00000016743	ENSBTAT00000022261
ENSBTAG00000016743	ENSBTAT00000075158
ENSBTAG00000016743	ENSBTAT00000077532
ENSBTAG00000019197	ENSBTAT00000079799
ENSBTAG00000019197	ENSBTAT00000046340
ENSBTAG00000019197	ENSBTAT00000082659
ENSBTAG00000019197	ENSBTAT00000078381
ENSBTAG00000016746	ENSBTAT00000068406
ENSBTAG00000016746	ENSBTAT00000079595
ENSBTAG00000016746	ENSBTAT00000022264
ENSBTAG00000018805	ENSBTAT00000025032
ENSBTAG00000013854	ENSBTAT00000018403
ENSBTAG00000007648	ENSBTAT00000067575
ENSBTAG00000007648	ENSBTAT00000010066
ENSBTAG00000046725	ENSBTAT00000078648
ENSBTAG00000046725	ENSBTAT00000065038
ENSBTAG00000051238	ENSBTAT00000083786
ENSBTAG00000017740	ENSBTAT00000023588
ENSBTAG00000017740	ENSBTAT00000063478
ENSBTAG00000020371	ENSBTAT00000027152
ENSBTAG00000020371	ENSBTAT00000074004
ENSBTAG00000035696	ENSBTAT00000050183
ENSBTAG00000000958	ENSBTAT00000001267
ENSBTAG00000000959	ENSBTAT00000001268
ENSBTAG00000000960	ENSBTAT00000001269
ENSBTAG00000000961	ENSBTAT00000001270
ENSBTAG00000027337	ENSBTAT00000039203
ENSBTAG00000039722	ENSBTAT00000016703
ENSBTAG00000039356	ENSBTAT00000023326
ENSBTAG00000039356	ENSBTAT00000004168
ENSBTAG00000000559	ENSBTAT00000000732
ENSBTAG00000037509	ENSBTAT00000023297
ENSBTAG00000010126	ENSBTAT00000013362
ENSBTAG00000010126	ENSBTAT00000086347
ENSBTAG00000017938	ENSBTAT00000023853
ENSBTAG00000039643	ENSBTAT00000055749
ENSBTAG00000010130	ENSBTAT00000061303
ENSBTAG00000020676	ENSBTAT00000027556
ENSBTAG00000014179	ENSBTAT00000018852
ENSBTAG00000014186	ENSBTAT00000018862
ENSBTAG00000014186	ENSBTAT00000077488
ENSBTAG00000014186	ENSBTAT00000081627
ENSBTAG00000022571	ENSBTAT00000028488
ENSBTAG00000020736	ENSBTAT00000027630
ENSBTAG00000022564	ENSBTAT00000014044
ENSBTAG00000054144	ENSBTAT00000079621
ENSBTAG00000039289	ENSBTAT00000030566
ENSBTAG00000021368	ENSBTAT00000039350
ENSBTAG00000005672	ENSBTAT00000073710
ENSBTAG00000005672	ENSBTAT00000007452
ENSBTAG00000022570	ENSBTAT00000024086
ENSBTAG00000003635	ENSBTAT00000074591
ENSBTAG00000003635	ENSBTAT00000039194
ENSBTAG00000003639	ENSBTAT00000074764
ENSBTAG00000003639	ENSBTAT00000004747
ENSBTAG00000003639	ENSBTAT00000081104
ENSBTAG00000027419	ENSBTAT00000039362
ENSBTAG00000037453	ENSBTAT00000056823
ENSBTAG00000038260	ENSBTAT00000022850
ENSBTAG00000038260	ENSBTAT00000079171
ENSBTAG00000047336	ENSBTAT00000064535
ENSBTAG00000027327	ENSBTAT00000039180
ENSBTAG00000000873	ENSBTAT00000076315
ENSBTAG00000000873	ENSBTAT00000001161
ENSBTAG00000015188	ENSBTAT00000087087
ENSBTAG00000015188	ENSBTAT00000081800
ENSBTAG00000015188	ENSBTAT00000020207
ENSBTAG00000049772	ENSBTAT00000078070
ENSBTAG00000027326	ENSBTAT00000039179
ENSBTAG00000002942	ENSBTAT00000003829
ENSBTAG00000002942	ENSBTAT00000086428
ENSBTAG00000002942	ENSBTAT00000066412
ENSBTAG00000002685	ENSBTAT00000046212
ENSBTAG00000002683	ENSBTAT00000071148
ENSBTAG00000002683	ENSBTAT00000003472
ENSBTAG00000013336	ENSBTAT00000017737
ENSBTAG00000013336	ENSBTAT00000086434
ENSBTAG00000013114	ENSBTAT00000004258
ENSBTAG00000013114	ENSBTAT00000084006
ENSBTAG00000013114	ENSBTAT00000072018
ENSBTAG00000013114	ENSBTAT00000078719
ENSBTAG00000013114	ENSBTAT00000073015
ENSBTAG00000013114	ENSBTAT00000066528
ENSBTAG00000014194	ENSBTAT00000018870
ENSBTAG00000054346	ENSBTAT00000079747
ENSBTAG00000000683	ENSBTAT00000000906
ENSBTAG00000004075	ENSBTAT00000005323
ENSBTAG00000014917	ENSBTAT00000019864
ENSBTAG00000013899	ENSBTAT00000085941
ENSBTAG00000013899	ENSBTAT00000071330
ENSBTAG00000013899	ENSBTAT00000018457
ENSBTAG00000013899	ENSBTAT00000087211
ENSBTAG00000013899	ENSBTAT00000086707
ENSBTAG00000051962	ENSBTAT00000080007
ENSBTAG00000007489	ENSBTAT00000086425
ENSBTAG00000007489	ENSBTAT00000009850
ENSBTAG00000007489	ENSBTAT00000085616
ENSBTAG00000006531	ENSBTAT00000015282
ENSBTAG00000007490	ENSBTAT00000009852
ENSBTAG00000007490	ENSBTAT00000066599
ENSBTAG00000007490	ENSBTAT00000070401
ENSBTAG00000007490	ENSBTAT00000082195
ENSBTAG00000007490	ENSBTAT00000087463
ENSBTAG00000002578	ENSBTAT00000039353
ENSBTAG00000002578	ENSBTAT00000079263
ENSBTAG00000002578	ENSBTAT00000080964
ENSBTAG00000002578	ENSBTAT00000003338
ENSBTAG00000002578	ENSBTAT00000075167
ENSBTAG00000002578	ENSBTAT00000077600
ENSBTAG00000015609	ENSBTAT00000043215
ENSBTAG00000015609	ENSBTAT00000074728
ENSBTAG00000048903	ENSBTAT00000080493
ENSBTAG00000050866	ENSBTAT00000087272
ENSBTAG00000007120	ENSBTAT00000009376
ENSBTAG00000007120	ENSBTAT00000071698
ENSBTAG00000011010	ENSBTAT00000014624
ENSBTAG00000017346	ENSBTAT00000023060
ENSBTAG00000005957	ENSBTAT00000057219
ENSBTAG00000032366	ENSBTAT00000039356
ENSBTAG00000032366	ENSBTAT00000083275
ENSBTAG00000006063	ENSBTAT00000007965
ENSBTAG00000000241	ENSBTAT00000000301
ENSBTAG00000051252	ENSBTAT00000085019
ENSBTAG00000006065	ENSBTAT00000007967
ENSBTAG00000006671	ENSBTAT00000057089
ENSBTAG00000020166	ENSBTAT00000026859
ENSBTAG00000006066	ENSBTAT00000007970
ENSBTAG00000020668	ENSBTAT00000027547
ENSBTAG00000015872	ENSBTAT00000021097
ENSBTAG00000027320	ENSBTAT00000039169
ENSBTAG00000008293	ENSBTAT00000010913
ENSBTAG00000008293	ENSBTAT00000079129
ENSBTAG00000017537	ENSBTAT00000085597
ENSBTAG00000017537	ENSBTAT00000023313
ENSBTAG00000017537	ENSBTAT00000081633
ENSBTAG00000053443	ENSBTAT00000080216
ENSBTAG00000012626	ENSBTAT00000016760
ENSBTAG00000012626	ENSBTAT00000081188
ENSBTAG00000014048	ENSBTAT00000039347
ENSBTAG00000014048	ENSBTAT00000083140
ENSBTAG00000011782	ENSBTAT00000015645
ENSBTAG00000001314	ENSBTAT00000001734
ENSBTAG00000008969	ENSBTAT00000011809
ENSBTAG00000008969	ENSBTAT00000068137
ENSBTAG00000018063	ENSBTAT00000024049
ENSBTAG00000014623	ENSBTAT00000019471
ENSBTAG00000027317	ENSBTAT00000039156
ENSBTAG00000000065	ENSBTAT00000000072
ENSBTAG00000014554	ENSBTAT00000079075
ENSBTAG00000014554	ENSBTAT00000019345
ENSBTAG00000000066	ENSBTAT00000000073
ENSBTAG00000027316	ENSBTAT00000039155
ENSBTAG00000027316	ENSBTAT00000078205
ENSBTAG00000010135	ENSBTAT00000013376
ENSBTAG00000020465	ENSBTAT00000027271
ENSBTAG00000020465	ENSBTAT00000079081
ENSBTAG00000020465	ENSBTAT00000083320
ENSBTAG00000049867	ENSBTAT00000068882
ENSBTAG00000051972	ENSBTAT00000086463
ENSBTAG00000006616	ENSBTAT00000008678
ENSBTAG00000005111	ENSBTAT00000006739
ENSBTAG00000005111	ENSBTAT00000082759
ENSBTAG00000012297	ENSBTAT00000077149
ENSBTAG00000012297	ENSBTAT00000016311
ENSBTAG00000007199	ENSBTAT00000009472
ENSBTAG00000021601	ENSBTAT00000028786
ENSBTAG00000021601	ENSBTAT00000072490
ENSBTAG00000038929	ENSBTAT00000056673
ENSBTAG00000000340	ENSBTAT00000000445
ENSBTAG00000007721	ENSBTAT00000010153
ENSBTAG00000049509	ENSBTAT00000070167
ENSBTAG00000019811	ENSBTAT00000061291
ENSBTAG00000019811	ENSBTAT00000056526
ENSBTAG00000003398	ENSBTAT00000004406
ENSBTAG00000019504	ENSBTAT00000025981
ENSBTAG00000001112	ENSBTAT00000001472
ENSBTAG00000001112	ENSBTAT00000074992
ENSBTAG00000018270	ENSBTAT00000024318
ENSBTAG00000018270	ENSBTAT00000082305
ENSBTAG00000018270	ENSBTAT00000067889
ENSBTAG00000007922	ENSBTAT00000010416
ENSBTAG00000050318	ENSBTAT00000075222
ENSBTAG00000007920	ENSBTAT00000045589
ENSBTAG00000007920	ENSBTAT00000070924
ENSBTAG00000053268	ENSBTAT00000077973
ENSBTAG00000013545	ENSBTAT00000018013
ENSBTAG00000013545	ENSBTAT00000082381
ENSBTAG00000013545	ENSBTAT00000085261
ENSBTAG00000054341	ENSBTAT00000081826
ENSBTAG00000007962	ENSBTAT00000073955
ENSBTAG00000007962	ENSBTAT00000070556
ENSBTAG00000007962	ENSBTAT00000085496
ENSBTAG00000007962	ENSBTAT00000010474
ENSBTAG00000007962	ENSBTAT00000083463
ENSBTAG00000007962	ENSBTAT00000077796
ENSBTAG00000008439	ENSBTAT00000011104
ENSBTAG00000003101	ENSBTAT00000004035
ENSBTAG00000008436	ENSBTAT00000075264
ENSBTAG00000008436	ENSBTAT00000079047
ENSBTAG00000008436	ENSBTAT00000077852
ENSBTAG00000008436	ENSBTAT00000011100
ENSBTAG00000045784	ENSBTAT00000063148
ENSBTAG00000006578	ENSBTAT00000008640
ENSBTAG00000018735	ENSBTAT00000024937
ENSBTAG00000018735	ENSBTAT00000075553
ENSBTAG00000053699	ENSBTAT00000080547
ENSBTAG00000001512	ENSBTAT00000001981
ENSBTAG00000018732	ENSBTAT00000052919
ENSBTAG00000018732	ENSBTAT00000071028
ENSBTAG00000027412	ENSBTAT00000039344
ENSBTAG00000013167	ENSBTAT00000017523
ENSBTAG00000013163	ENSBTAT00000017511
ENSBTAG00000013163	ENSBTAT00000073875
ENSBTAG00000013163	ENSBTAT00000074389
ENSBTAG00000013163	ENSBTAT00000074006
ENSBTAG00000007917	ENSBTAT00000033918
ENSBTAG00000030556	ENSBTAT00000073166
ENSBTAG00000030556	ENSBTAT00000070771
ENSBTAG00000030556	ENSBTAT00000043137
ENSBTAG00000000835	ENSBTAT00000052163
ENSBTAG00000000835	ENSBTAT00000068591
ENSBTAG00000000835	ENSBTAT00000066462
ENSBTAG00000000835	ENSBTAT00000083698
ENSBTAG00000000835	ENSBTAT00000075999
ENSBTAG00000000835	ENSBTAT00000075616
ENSBTAG00000000835	ENSBTAT00000077202
ENSBTAG00000013160	ENSBTAT00000066172
ENSBTAG00000002765	ENSBTAT00000003588
ENSBTAG00000008812	ENSBTAT00000011605
ENSBTAG00000008812	ENSBTAT00000080735
ENSBTAG00000008812	ENSBTAT00000085038
ENSBTAG00000003848	ENSBTAT00000039853
ENSBTAG00000047975	ENSBTAT00000064819
ENSBTAG00000003494	ENSBTAT00000061472
ENSBTAG00000027409	ENSBTAT00000069050
ENSBTAG00000027409	ENSBTAT00000039338
ENSBTAG00000027409	ENSBTAT00000084026
ENSBTAG00000027409	ENSBTAT00000078155
ENSBTAG00000027409	ENSBTAT00000084294
ENSBTAG00000017524	ENSBTAT00000079880
ENSBTAG00000017524	ENSBTAT00000043123
