Ensembl Gene ID,affectedTissues,expressedTissues,Chromosome Name,Gene Start (bp),Gene End (bp),Strand,CCN,propOfExpressedAffectedByeQTL,affectedByBroad
ENSG00000183336,48.0,48,16,29464914,29466285,-1,N,1.0,Y
ENSG00000139508,48.0,48,13,29274201,29293107,-1,Y,1.0,N
ENSG00000175115,48.0,48,11,65837834,66012218,1,Y,1.0,Y
ENSG00000261652,48.0,48,15,55700746,55710962,1,N,1.0,Y
ENSG00000135241,47.0,48,7,108110866,108210110,-1,Y,0.9791666666666666,N
ENSG00000112357,48.0,48,6,137143717,137235075,1,Y,1.0,Y
ENSG00000101236,47.0,48,20,3907956,3996229,-1,N,0.9791666666666666,N
ENSG00000113319,46.0,48,5,80256491,80525975,1,N,0.9583333333333334,N
ENSG00000075407,48.0,48,10,38383264,38414472,1,N,1.0,Y
ENSG00000177106,46.0,48,11,694438,727727,1,N,0.9583333333333334,N
ENSG00000256061,48.0,48,15,55702723,55800432,-1,N,1.0,Y
ENSG00000146386,48.0,48,6,139349819,139364439,1,N,1.0,Y
ENSG00000156110,48.0,48,10,75910960,76469061,1,N,1.0,N
ENSG00000055211,48.0,48,6,149887430,149912884,1,Y,1.0,Y
ENSG00000061918,47.0,48,4,156680144,156728743,1,Y,0.9791666666666666,N
ENSG00000166266,47.0,48,11,107879459,107978503,1,Y,0.9791666666666666,Y
ENSG00000215193,47.0,48,22,18560689,18613905,1,N,0.9791666666666666,Y
ENSG00000141295,48.0,48,17,45915058,45918699,-1,Y,1.0,Y
ENSG00000110031,48.0,48,11,58294344,58345693,-1,Y,1.0,Y
ENSG00000059691,48.0,48,4,152591656,152682175,-1,N,1.0,Y
ENSG00000167083,48.0,48,17,47280153,47287936,-1,N,1.0,Y
ENSG00000010270,47.0,48,7,38217824,38270272,1,Y,0.9791666666666666,N
ENSG00000213079,45.0,48,6,155054459,155155192,1,Y,0.9375,N
ENSG00000197562,48.0,48,16,639357,679272,1,N,1.0,N
ENSG00000101916,45.0,46,X,12924739,12941288,1,N,0.9782608695652174,N
ENSG00000164530,45.0,48,6,36922209,36932613,1,N,0.9375,N
ENSG00000160439,48.0,48,19,55550476,55582659,-1,N,1.0,N
ENSG00000135436,45.0,47,12,49976668,49999422,-1,N,0.9574468085106383,Y
ENSG00000124786,48.0,48,6,8413301,8435794,-1,Y,1.0,N
ENSG00000164620,48.0,48,5,141016517,141020644,1,Y,1.0,Y
ENSG00000075239,48.0,48,11,107992243,108018503,1,Y,1.0,N
ENSG00000005801,48.0,48,11,3360491,3400448,-1,N,1.0,Y
ENSG00000166450,44.0,44,15,55903744,56035288,-1,N,1.0,N
ENSG00000272047,48.0,48,6,158589384,158620376,1,N,1.0,Y
ENSG00000085231,48.0,48,5,68646811,68665840,-1,N,1.0,Y
ENSG00000188177,48.0,48,2,113033171,113097640,1,Y,1.0,Y
ENSG00000152672,43.0,43,2,71035775,71047732,-1,N,1.0,N
ENSG00000156510,43.0,45,10,70980059,71027315,1,Y,0.9555555555555556,N
ENSG00000204052,44.0,48,6,43474707,43478424,-1,Y,0.9166666666666666,N
ENSG00000133302,45.0,48,5,93954052,94075141,1,Y,0.9375,N
ENSG00000127578,48.0,48,16,679239,684116,1,N,1.0,Y
ENSG00000089220,48.0,48,12,118573663,118583389,1,N,1.0,N
ENSG00000133597,48.0,48,7,140372953,140396061,1,Y,1.0,Y
ENSG00000225921,46.0,48,6,13615559,13632971,1,N,0.9583333333333334,Y
ENSG00000174579,47.0,48,3,135867764,135916083,-1,Y,0.9791666666666666,N
ENSG00000074755,46.0,48,17,3907739,4046314,-1,Y,0.9583333333333334,Y
ENSG00000146476,45.0,48,6,151773422,151791236,1,N,0.9375,N
ENSG00000130731,48.0,48,16,684429,686358,-1,N,1.0,Y
ENSG00000079691,48.0,48,6,25279306,25620758,1,Y,1.0,N
ENSG00000144120,48.0,48,2,120436743,120444083,1,N,1.0,N
ENSG00000171793,48.0,48,1,41445007,41478235,1,Y,1.0,Y
ENSG00000170619,48.0,48,8,146066427,146079121,-1,N,1.0,N
ENSG00000112249,48.0,48,6,100956070,101329248,-1,N,1.0,Y
ENSG00000112977,48.0,48,5,10679342,10761384,-1,N,1.0,Y
ENSG00000004487,48.0,48,1,23345941,23410182,1,Y,1.0,Y
ENSG00000079277,47.0,48,1,47023090,47082515,-1,N,0.9791666666666666,N
ENSG00000106263,48.0,48,7,2393721,2420380,1,N,1.0,Y
ENSG00000112763,48.0,48,6,26458150,26476849,1,N,1.0,Y
ENSG00000115282,48.0,48,2,74710200,74722013,1,N,1.0,N
ENSG00000107779,48.0,48,10,88516407,88692595,1,Y,1.0,Y
ENSG00000114200,44.0,47,3,165490692,165555260,-1,Y,0.9361702127659576,N
ENSG00000183628,48.0,48,22,18893541,18901751,1,N,1.0,Y
ENSG00000242689,48.0,48,11,58390146,58393198,1,N,1.0,Y
ENSG00000188396,46.0,47,1,45271585,45272957,-1,Y,0.9787234042553192,Y
ENSG00000137409,48.0,48,6,36935917,36954074,-1,Y,1.0,Y
ENSG00000133805,48.0,48,11,10329860,10529126,1,Y,1.0,Y
ENSG00000222009,48.0,48,1,45274154,45281257,1,N,1.0,Y
ENSG00000103852,48.0,48,15,99676528,99791428,-1,N,1.0,N
ENSG00000120262,47.0,47,6,151815165,151942328,1,Y,1.0,Y
ENSG00000102781,48.0,48,13,30776767,30881621,-1,N,1.0,N
ENSG00000077348,47.0,48,19,41892279,41903384,-1,Y,0.9791666666666666,N
ENSG00000197948,48.0,48,5,141018869,141030986,-1,N,1.0,Y
ENSG00000196284,48.0,48,6,44777054,45345690,-1,N,1.0,Y
ENSG00000171867,47.0,48,20,4666882,4682236,1,N,0.9791666666666666,N
ENSG00000149308,47.0,48,11,108027942,108093369,-1,Y,0.9791666666666666,N
ENSG00000160392,48.0,48,19,40825443,40854434,-1,Y,1.0,Y
ENSG00000009844,46.0,48,6,142468367,142545826,1,Y,0.9583333333333334,N
ENSG00000120008,48.0,48,10,122610687,122669036,1,N,1.0,Y
ENSG00000072756,48.0,48,3,3168600,3192563,1,Y,1.0,Y
ENSG00000154945,48.0,48,17,48770551,48785285,-1,Y,1.0,Y
ENSG00000131037,45.0,48,19,55583388,55599291,1,N,0.9375,N
ENSG00000146425,45.0,48,6,159057506,159065771,-1,N,0.9375,N
ENSG00000174851,48.0,48,11,66052051,66056641,-1,N,1.0,Y
ENSG00000176896,48.0,48,X,13671225,13700083,1,N,1.0,Y
ENSG00000149743,48.0,48,11,63991271,63993726,-1,Y,1.0,Y
ENSG00000135090,46.0,48,12,118587606,118810750,-1,Y,0.9583333333333334,N
ENSG00000109475,47.0,48,4,109541722,109551568,1,N,0.9791666666666666,Y
ENSG00000161996,48.0,48,16,699311,717833,1,N,1.0,Y
ENSG00000131023,48.0,48,6,149979289,150039392,-1,Y,1.0,Y
ENSG00000133195,48.0,48,17,70642088,71088851,-1,Y,1.0,N
ENSG00000095787,48.0,48,10,28821422,28912041,1,N,1.0,Y
ENSG00000188038,44.0,48,16,67918708,67922758,1,N,0.9166666666666666,N
ENSG00000104980,48.0,48,19,7991603,8008805,-1,N,1.0,Y
ENSG00000171790,48.0,48,1,41481269,41488909,-1,N,1.0,Y
ENSG00000256043,48.0,48,4,156845270,156875069,-1,N,1.0,Y
ENSG00000141141,48.0,48,17,35969787,36003493,-1,N,1.0,Y
ENSG00000163634,43.0,48,3,63819546,63849579,-1,N,0.8958333333333334,N
ENSG00000065413,48.0,48,2,197831741,198175897,-1,N,1.0,N
ENSG00000196459,48.0,48,X,13730363,13752754,-1,N,1.0,Y
ENSG00000175470,43.0,48,10,133747955,133773331,1,N,0.8958333333333334,N
ENSG00000174529,48.0,48,1,205052258,205053645,-1,N,1.0,Y
ENSG00000145431,47.0,47,4,157681606,157892546,-1,Y,1.0,Y
ENSG00000075975,48.0,48,3,12598513,12625212,1,Y,1.0,Y
ENSG00000181027,48.0,48,19,47249303,47280245,1,N,1.0,Y
ENSG00000161513,48.0,48,17,72858619,72869156,-1,Y,1.0,N
ENSG00000151353,48.0,48,2,667335,677439,-1,N,1.0,Y
ENSG00000138375,48.0,48,2,217277137,217347776,1,Y,1.0,Y
ENSG00000113851,48.0,48,3,3190676,3221394,-1,Y,1.0,Y
ENSG00000105341,48.0,48,19,41937223,41946622,-1,N,1.0,Y
ENSG00000168904,47.0,48,15,99791567,99930934,1,N,0.9791666666666666,N
ENSG00000117222,46.0,48,1,205055270,205091143,-1,Y,0.9583333333333334,N
ENSG00000167311,46.0,46,11,3659733,3663546,-1,N,1.0,N
ENSG00000167653,48.0,48,8,143751726,143764142,1,N,1.0,Y
ENSG00000008283,43.0,48,17,61509665,61523739,-1,N,0.8958333333333334,N
ENSG00000105223,45.0,48,19,40854363,40886346,1,Y,0.9375,N
ENSG00000152942,48.0,48,5,68665120,68710628,1,N,1.0,Y
ENSG00000133687,48.0,48,12,29653773,29937692,-1,N,1.0,Y
ENSG00000189403,48.0,48,13,31032884,31191734,-1,N,1.0,Y
ENSG00000149311,45.0,48,11,108093211,108239829,1,N,0.9375,N
ENSG00000160886,46.0,46,8,143781529,143786545,1,N,1.0,Y
ENSG00000101751,48.0,48,18,51795774,51847636,1,N,1.0,Y
ENSG00000100033,48.0,48,22,18900294,18924066,-1,N,1.0,Y
ENSG00000182952,48.0,48,6,26538633,26546482,1,N,1.0,Y
ENSG00000125534,48.0,48,20,62152077,62153559,1,N,1.0,Y
ENSG00000100209,48.0,48,22,29138019,29153503,1,N,1.0,Y
ENSG00000046651,48.0,48,X,13752832,13787480,1,N,1.0,Y
ENSG00000166664,44.0,44,15,30653443,30686052,-1,N,1.0,Y
ENSG00000094841,48.0,48,X,74493920,74524435,1,Y,1.0,Y
ENSG00000123600,46.0,48,2,172173919,172291312,-1,N,0.9583333333333334,N
ENSG00000100744,44.0,48,14,96829814,96853625,1,Y,0.9166666666666666,N
ENSG00000173960,44.0,48,2,24150155,24227779,1,N,0.9166666666666666,N
ENSG00000177675,43.0,48,12,7499281,7632493,-1,N,0.8958333333333334,N
ENSG00000101213,45.0,48,20,62159778,62168723,-1,N,0.9375,N
ENSG00000131748,48.0,48,17,37793318,37819737,1,Y,1.0,N
ENSG00000118292,48.0,48,1,150240600,150253327,1,N,1.0,Y
ENSG00000170631,48.0,48,8,146155744,146176274,-1,N,1.0,N
ENSG00000105281,47.0,48,19,47278140,47291851,-1,Y,0.9791666666666666,N
ENSG00000070785,47.0,48,1,45316450,45452282,-1,Y,0.9791666666666666,N
ENSG00000146109,48.0,48,6,26597180,26600278,1,N,1.0,Y
ENSG00000164241,48.0,48,5,126378250,126409184,-1,N,1.0,Y
ENSG00000133059,48.0,48,1,205111632,205180727,-1,Y,1.0,Y
ENSG00000176974,48.0,48,17,18231187,18266856,-1,N,1.0,Y
ENSG00000130592,44.0,48,11,1874200,1913497,1,N,0.9166666666666666,N
ENSG00000144040,48.0,48,2,73169165,73302747,-1,N,1.0,N
ENSG00000188385,48.0,48,10,133918175,133998313,1,Y,1.0,Y
ENSG00000141086,43.0,48,16,67961543,67966317,-1,N,0.8958333333333334,N
ENSG00000136682,48.0,48,2,114195268,114253766,1,N,1.0,N
ENSG00000166845,47.0,48,18,51884287,51911588,1,N,0.9791666666666666,N
ENSG00000113594,47.0,47,5,38475065,38608456,-1,N,1.0,N
ENSG00000092820,45.0,48,6,159186773,159240444,-1,N,0.9375,N
ENSG00000144455,48.0,48,3,3742498,4508965,-1,Y,1.0,Y
ENSG00000114054,48.0,48,3,135969148,136056738,1,Y,1.0,Y
ENSG00000132952,44.0,48,13,31191830,31233686,1,Y,0.9166666666666666,N
ENSG00000156515,47.0,48,10,71029740,71161638,1,N,0.9791666666666666,N
ENSG00000197496,47.0,47,20,45338126,45364965,1,Y,1.0,N
ENSG00000177042,48.0,48,11,695428,705028,1,N,1.0,Y
ENSG00000166801,48.0,48,11,58910221,58922512,1,N,1.0,Y
ENSG00000090266,47.0,48,7,140390577,140422590,1,N,0.9791666666666666,N
ENSG00000130193,48.0,48,8,143808621,143818345,1,N,1.0,Y
ENSG00000163635,48.0,48,3,63850233,63989138,1,Y,1.0,Y
ENSG00000110011,46.0,48,11,63997750,64001758,1,N,0.9583333333333334,N
ENSG00000175893,48.0,48,9,14611069,14693469,-1,Y,1.0,Y
ENSG00000174684,48.0,48,11,66112843,66115163,-1,N,1.0,Y
ENSG00000089057,48.0,48,20,4833002,4990939,-1,N,1.0,Y
ENSG00000001167,48.0,48,6,41040684,41067715,1,N,1.0,Y
ENSG00000132965,46.0,48,13,31309645,31338556,1,Y,0.9583333333333334,Y
ENSG00000165424,47.0,48,10,81142081,81205383,-1,N,0.9791666666666666,N
ENSG00000174132,48.0,48,5,99871009,99922445,1,Y,1.0,Y
ENSG00000181827,48.0,48,15,56379478,56535483,-1,Y,1.0,N
ENSG00000046653,45.0,48,X,13789150,13956757,-1,N,0.9375,N
ENSG00000150076,48.0,48,10,32832297,33171802,1,N,1.0,Y
ENSG00000110042,48.0,48,11,58938903,58976060,1,Y,1.0,N
ENSG00000102802,48.0,48,13,31480328,31499709,1,Y,1.0,Y
ENSG00000140057,45.0,48,14,96858448,96955764,1,Y,0.9375,Y
ENSG00000142973,48.0,48,1,47223510,47285085,1,N,1.0,Y
ENSG00000127952,48.0,48,7,75625656,75677322,-1,Y,1.0,Y
ENSG00000120318,47.0,47,5,141032968,141061788,-1,Y,1.0,N
ENSG00000213398,45.0,48,16,67973653,67978034,-1,N,0.9375,N
ENSG00000138246,48.0,48,3,132136370,132257876,1,Y,1.0,Y
ENSG00000144369,48.0,48,2,187558698,187630685,1,Y,1.0,N
ENSG00000151575,46.0,46,15,56536207,56738195,1,N,1.0,Y
ENSG00000196693,48.0,48,10,43084555,43133992,-1,N,1.0,Y
ENSG00000038945,48.0,48,8,15965387,16424999,-1,Y,1.0,N
ENSG00000160408,44.0,48,9,130647600,130667687,-1,Y,0.9166666666666666,N
ENSG00000164946,43.0,46,9,14734664,14910993,-1,N,0.9347826086956522,N
ENSG00000177683,48.0,48,7,108194987,108210194,-1,N,1.0,Y
ENSG00000253626,44.0,48,10,81272357,81276188,1,N,0.9166666666666666,N
ENSG00000169629,48.0,48,2,113127669,113192065,-1,N,1.0,Y
ENSG00000165733,48.0,48,10,43278249,43330385,1,N,1.0,Y
ENSG00000182307,48.0,48,8,146277764,146281416,1,N,1.0,N
ENSG00000125503,48.0,48,19,55602281,55628927,-1,N,1.0,Y
ENSG00000169641,48.0,48,1,23410516,23504301,-1,N,1.0,Y
ENSG00000130363,48.0,48,6,159393903,159421219,-1,N,1.0,Y
ENSG00000140983,48.0,48,16,718086,724174,1,N,1.0,Y
ENSG00000185271,46.0,47,14,20896970,20903801,-1,Y,0.9787234042553192,Y
ENSG00000223802,45.0,48,19,18979361,19007536,-1,N,0.9375,N
ENSG00000170364,48.0,48,3,4344988,4359251,1,N,1.0,Y
ENSG00000129595,48.0,48,5,111478138,111755013,-1,Y,1.0,Y
ENSG00000183762,46.0,48,22,29469066,29564321,1,Y,0.9583333333333334,N
ENSG00000138587,48.0,48,15,56713742,56757335,-1,N,1.0,N
ENSG00000116035,43.0,44,2,71127720,71160576,1,Y,0.9772727272727272,N
ENSG00000046647,48.0,48,X,14026398,14048012,-1,N,1.0,Y
ENSG00000196704,48.0,48,17,66243715,66253297,1,Y,1.0,Y
ENSG00000092094,48.0,48,14,20914570,20923264,-1,Y,1.0,Y
ENSG00000089063,48.0,48,20,5080486,5093749,-1,Y,1.0,Y
ENSG00000115234,43.0,48,2,27593389,27599995,1,Y,0.8958333333333334,N
ENSG00000146833,48.0,48,7,99474581,99517223,-1,N,1.0,Y
ENSG00000187145,48.0,48,1,150266289,150281414,1,N,1.0,Y
ENSG00000179528,44.0,48,2,74724644,74730443,-1,Y,0.9166666666666666,N
ENSG00000065154,46.0,48,10,126085872,126107545,-1,N,0.9583333333333334,N
ENSG00000173486,44.0,48,11,64008475,64011604,1,N,0.9166666666666666,N
ENSG00000126107,47.0,48,1,45468212,45477001,-1,Y,0.9791666666666666,Y
ENSG00000070413,48.0,48,22,19023795,19109967,-1,N,1.0,Y
ENSG00000007129,47.0,47,19,42055886,42093197,1,N,1.0,Y
ENSG00000156103,45.0,45,8,89044237,89340254,-1,Y,1.0,Y
ENSG00000058063,46.0,48,3,182511288,182639423,1,N,0.9583333333333334,N
ENSG00000186399,48.0,48,15,30695943,30706463,-1,N,1.0,Y
ENSG00000116039,45.0,46,2,71163012,71192536,1,Y,0.9782608695652174,N
ENSG00000186889,48.0,48,2,62727356,62739029,-1,N,1.0,Y
ENSG00000133704,48.0,48,12,30781922,30848920,-1,N,1.0,Y
ENSG00000068305,48.0,48,15,100017370,100256671,1,N,1.0,N
ENSG00000204217,47.0,48,2,203241659,203432474,1,Y,0.9791666666666666,Y
ENSG00000186281,48.0,48,2,96687694,96705199,-1,Y,1.0,Y
ENSG00000173457,48.0,48,11,64011956,64014413,-1,N,1.0,Y
ENSG00000172554,45.0,45,2,946554,1371385,1,N,1.0,N
ENSG00000166510,48.0,48,18,52568740,52626739,-1,Y,1.0,Y
ENSG00000102383,46.0,46,X,74588262,74743337,-1,Y,1.0,Y
ENSG00000105352,44.0,44,19,42125344,42133442,-1,N,1.0,N
ENSG00000136213,45.0,48,7,2443223,2474242,1,Y,0.9375,N
ENSG00000119782,46.0,48,2,24272571,24286551,1,N,0.9583333333333334,N
ENSG00000197629,47.0,47,11,58975983,58980424,-1,N,1.0,N
ENSG00000074621,48.0,48,15,65903704,65953333,1,Y,1.0,Y
ENSG00000137871,44.0,48,15,56922379,57210769,-1,N,0.9166666666666666,N
ENSG00000139531,48.0,48,12,56390964,56400425,1,N,1.0,Y
ENSG00000261794,48.0,48,15,30896329,30906764,1,N,1.0,N
ENSG00000135124,48.0,48,12,121647660,121671909,1,Y,1.0,Y
ENSG00000151640,47.0,48,10,134000404,134019280,1,N,0.9791666666666666,N
ENSG00000155970,47.0,48,8,16884747,16980153,1,Y,0.9791666666666666,Y
ENSG00000181315,48.0,48,6,26636518,26659980,-1,N,1.0,Y
ENSG00000151466,47.0,48,4,129786076,130014764,-1,N,0.9791666666666666,N
ENSG00000108439,48.0,48,17,46018872,46025654,1,Y,1.0,Y
ENSG00000110025,48.0,48,11,64794880,64808044,1,Y,1.0,Y
ENSG00000100263,48.0,48,22,29655841,29664198,-1,Y,1.0,Y
ENSG00000187951,46.0,48,15,30916697,31065196,1,N,0.9583333333333334,N
ENSG00000155158,46.0,48,9,15163620,15307358,-1,Y,0.9583333333333334,N
ENSG00000130150,48.0,48,X,14891563,14940449,1,N,1.0,Y
ENSG00000166881,48.0,48,12,57449426,57481846,-1,N,1.0,Y
ENSG00000175471,44.0,48,5,94039446,94620279,-1,N,0.9166666666666666,N
ENSG00000187676,48.0,48,13,31774073,31906413,1,Y,1.0,Y
ENSG00000167103,47.0,48,9,130683158,130693076,-1,Y,0.9791666666666666,N
ENSG00000103269,46.0,48,16,725666,728268,1,N,0.9583333333333334,N
ENSG00000106009,47.0,48,7,2577511,2595361,-1,N,0.9791666666666666,N
ENSG00000125945,48.0,48,1,23685941,23695935,-1,Y,1.0,Y
ENSG00000155561,44.0,48,7,135242667,135333505,1,N,0.9166666666666666,N
ENSG00000101216,48.0,48,20,62218955,62258394,-1,N,1.0,Y
ENSG00000169490,45.0,48,8,38846327,38854343,-1,Y,0.9375,N
ENSG00000107798,48.0,48,10,90973326,91174314,-1,Y,1.0,N
ENSG00000042753,45.0,48,19,47341393,47354249,-1,N,0.9375,N
ENSG00000112782,46.0,47,6,45868045,46048132,-1,Y,0.9787234042553192,N
ENSG00000132646,46.0,48,20,5095599,5107272,-1,N,0.9583333333333334,N
ENSG00000254986,48.0,48,11,66247484,66277130,1,N,1.0,Y
ENSG00000104219,47.0,48,8,17013538,17082308,1,N,0.9791666666666666,N
ENSG00000113621,48.0,48,5,134209493,134237215,1,N,1.0,N
ENSG00000100577,48.0,48,14,77787227,77797940,1,Y,1.0,Y
ENSG00000204219,46.0,48,1,23707554,23751233,-1,N,0.9583333333333334,N
ENSG00000111530,46.0,48,12,67663061,67713731,1,N,0.9583333333333334,N
ENSG00000186160,43.0,44,1,47533160,47583991,1,N,0.9772727272727272,N
ENSG00000136908,47.0,48,9,130697378,130700763,-1,Y,0.9791666666666666,N
ENSG00000197457,44.0,48,20,62271061,62284780,-1,N,0.9166666666666666,N
ENSG00000163510,48.0,48,2,180809603,180871840,-1,N,1.0,Y
ENSG00000103266,43.0,48,16,730224,732870,1,N,0.8958333333333334,N
ENSG00000168061,47.0,48,11,64808373,64812300,1,Y,0.9791666666666666,N
ENSG00000137628,48.0,48,4,169137444,169239958,-1,N,1.0,N
ENSG00000104312,46.0,48,8,90769975,90803291,1,N,0.9583333333333334,N
ENSG00000177575,46.0,48,12,7623409,7656489,-1,N,0.9583333333333334,Y
ENSG00000066185,48.0,48,1,42896000,42921938,-1,Y,1.0,Y
ENSG00000102048,46.0,48,X,15253410,15288589,-1,N,0.9583333333333334,N
ENSG00000203546,47.0,47,14,31803518,31926647,-1,N,1.0,Y
ENSG00000126088,48.0,48,1,45477819,45481247,1,N,1.0,Y
ENSG00000050393,48.0,48,6,13786789,13814800,-1,Y,1.0,N
ENSG00000129480,48.0,48,14,31915242,31926716,-1,N,1.0,Y
ENSG00000166323,48.0,48,11,108179246,108338258,-1,N,1.0,Y
ENSG00000039560,46.0,48,5,34656342,34832732,1,Y,0.9583333333333334,N
ENSG00000138119,48.0,48,10,95066186,95242074,-1,N,1.0,Y
ENSG00000090060,48.0,48,14,96967770,97033448,1,N,1.0,N
ENSG00000167106,45.0,48,9,130702858,130742792,-1,Y,0.9375,N
ENSG00000151413,48.0,48,14,31959162,32330430,1,Y,1.0,Y
ENSG00000170379,48.0,48,7,143318043,143427502,1,N,1.0,N
ENSG00000162366,44.0,48,1,47649265,47656716,-1,N,0.9166666666666666,N
ENSG00000168958,48.0,48,2,228189867,228222550,1,N,1.0,Y
ENSG00000119013,44.0,48,2,201936156,201950473,1,N,0.9166666666666666,N
ENSG00000168060,48.0,48,11,64812290,64826021,-1,Y,1.0,N
ENSG00000167565,47.0,48,19,40946751,40950612,-1,N,0.9791666666666666,Y
ENSG00000115524,48.0,48,2,198254508,198299815,-1,Y,1.0,Y
ENSG00000170915,48.0,48,6,52226219,52272575,1,N,1.0,Y
ENSG00000186522,48.0,48,2,110300559,110371783,-1,N,1.0,Y
ENSG00000164975,48.0,48,9,15422702,15465951,1,Y,1.0,Y
ENSG00000163637,45.0,48,3,64079543,64431152,-1,Y,0.9375,N
ENSG00000123411,48.0,48,12,56401443,56432219,1,Y,1.0,Y
ENSG00000171169,47.0,48,9,130823512,130830485,-1,Y,0.9791666666666666,N
ENSG00000090013,45.0,48,19,40953696,40971747,-1,Y,0.9375,N
ENSG00000241837,48.0,48,21,35275757,35288284,-1,N,1.0,Y
ENSG00000219626,48.0,48,2,24299396,24392509,1,N,1.0,Y
ENSG00000088280,48.0,48,1,23755056,23811061,-1,N,1.0,Y
ENSG00000096093,48.0,48,6,52285106,52387892,1,Y,1.0,Y
ENSG00000104320,46.0,48,8,90945564,91015456,-1,N,0.9583333333333334,N
ENSG00000171365,46.0,48,X,49687225,49863892,1,Y,0.9583333333333334,N
ENSG00000258366,48.0,48,20,62289163,62328416,1,Y,1.0,N
ENSG00000146701,48.0,48,7,75677369,75696826,1,N,1.0,N
ENSG00000166912,48.0,48,15,31231144,31283810,-1,Y,1.0,N
ENSG00000100056,48.0,48,22,19117792,19132197,-1,Y,1.0,N
ENSG00000161999,48.0,48,16,731671,734529,-1,N,1.0,Y
ENSG00000102390,48.0,48,X,75392771,75398039,1,N,1.0,Y
ENSG00000198270,48.0,48,12,112369086,112450970,-1,N,1.0,Y
ENSG00000186409,47.0,48,1,42929001,43120335,1,Y,0.9791666666666666,N
ENSG00000115307,48.0,48,2,74753772,74757066,-1,Y,1.0,Y
ENSG00000174514,44.0,48,1,205538013,205572046,1,Y,0.9166666666666666,N
ENSG00000090263,48.0,48,7,140705854,140715028,-1,N,1.0,Y
ENSG00000151470,48.0,48,4,130014472,130037795,1,N,1.0,Y
ENSG00000006715,48.0,48,7,38762563,38971994,-1,N,1.0,Y
ENSG00000167740,48.0,48,17,4046462,4090605,1,N,1.0,Y
ENSG00000174899,44.0,44,3,157261035,157395538,1,N,1.0,N
ENSG00000165197,47.0,47,X,15363713,15402498,-1,Y,1.0,N
ENSG00000165752,48.0,48,10,134020996,134145351,-1,N,1.0,N
ENSG00000105669,48.0,48,19,19010323,19030206,-1,N,1.0,Y
ENSG00000142230,46.0,48,19,47616531,47713886,1,Y,0.9583333333333334,N
ENSG00000100075,46.0,48,22,19163095,19166343,-1,N,0.9583333333333334,N
ENSG00000087842,48.0,48,X,15402921,15511687,-1,N,1.0,Y
ENSG00000101290,46.0,48,20,5107432,5178533,1,Y,0.9583333333333334,N
ENSG00000132570,48.0,48,5,134240596,134343649,1,N,1.0,Y
ENSG00000127580,48.0,48,16,734622,740444,-1,N,1.0,Y
ENSG00000115129,47.0,48,2,24300303,24308731,-1,N,0.9791666666666666,N
ENSG00000163125,48.0,48,1,150335567,150449042,1,Y,1.0,Y
ENSG00000115602,46.0,47,2,102927962,102968497,1,N,0.9787234042553192,N
ENSG00000184903,48.0,48,7,110303110,111202573,-1,N,1.0,Y
ENSG00000107902,48.0,48,10,126150403,126306457,1,Y,1.0,Y
ENSG00000205670,48.0,48,21,35747779,35780164,1,Y,1.0,Y
ENSG00000146457,47.0,48,6,160146617,160177351,1,N,0.9791666666666666,Y
ENSG00000164418,44.0,45,6,101846664,102517958,1,N,0.9777777777777776,N
ENSG00000222018,44.0,48,21,35772615,35773370,-1,N,0.9166666666666666,N
ENSG00000181381,48.0,48,4,169277886,169458937,-1,N,1.0,Y
ENSG00000115705,48.0,48,2,1377995,1547483,1,N,1.0,Y
ENSG00000197756,48.0,48,2,217362912,217443903,1,N,1.0,Y
ENSG00000113360,48.0,48,5,31400604,31532303,-1,N,1.0,Y
ENSG00000069275,48.0,48,1,205681947,205719404,-1,N,1.0,Y
ENSG00000185340,48.0,48,22,29702572,29708774,1,Y,1.0,Y
ENSG00000013364,48.0,48,16,29831715,29859355,1,Y,1.0,N
ENSG00000178202,48.0,48,11,108342832,108369159,-1,Y,1.0,Y
ENSG00000103260,44.0,48,16,765115,769655,1,N,0.9166666666666666,N
ENSG00000148334,43.0,48,9,130882972,130890741,-1,N,0.8958333333333334,N
ENSG00000111596,48.0,48,12,70636774,70748773,1,Y,1.0,N
ENSG00000180155,48.0,48,8,143845752,143859640,-1,N,1.0,N
ENSG00000003436,48.0,48,2,188328957,188430487,-1,N,1.0,Y
ENSG00000166900,45.0,48,11,59480929,59573354,1,N,0.9375,N
ENSG00000150093,46.0,48,10,33189247,33294720,-1,N,0.9583333333333334,N
ENSG00000111450,48.0,48,12,131274145,131323811,-1,Y,1.0,Y
ENSG00000110321,43.0,48,11,10818597,10830657,-1,N,0.8958333333333334,N
ENSG00000137700,48.0,48,11,118894824,118901616,-1,N,1.0,Y
ENSG00000159200,47.0,48,21,35885440,35987441,-1,N,0.9791666666666666,N
ENSG00000169826,47.0,48,10,43633934,43680756,1,Y,0.9791666666666666,Y
ENSG00000120437,48.0,48,6,160181360,160200144,1,N,1.0,N
ENSG00000108465,48.0,48,17,46045176,46059140,1,Y,1.0,Y
ENSG00000103254,46.0,48,16,770581,772601,1,N,0.9583333333333334,N
ENSG00000065029,47.0,48,6,35226686,35263762,1,Y,0.9791666666666666,N
ENSG00000106012,48.0,48,7,2598632,2654368,1,Y,1.0,N
ENSG00000164989,47.0,47,9,15552895,16061661,1,N,1.0,Y
ENSG00000131732,47.0,48,5,80597409,80609116,1,N,0.9791666666666666,N
