Ensembl Gene ID,affectedTissues,expressedTissues,Chromosome Name,Gene Start (bp),Gene End (bp),Strand,gene,chr,start,end,gene_symbol,mean_rd,gc_content,complexity,cds_len,gene_length,num_targ,segdups,dip,del,dup,del.sing,dup.sing,del.sing.score,dup.sing.score,del.score,dup.score,cnv.score,flag,CNV,propOfExpressedAffectedByeQTL,affectedByBroad
ENSG00000131037,15.0,48,19,55583388,55599291,1,ENSG00000131037.10,19,55583388,55599291,EPS8L1,41.9673046408506,0.64056277660865,134.777777777778,2426,15903,18,0,59104,4,2,2,1,-1.09080442376732,-0.0765486404126402,-1.09660343214545,0.351153588640925,-0.27031953798049,0,Y,0.3125,N
ENSG00000146425,18.0,48,6,159057506,159065771,-1,ENSG00000146425.6,6,159057506,159065771,DYNLT1,52.0011366624735,0.440101638946177,119.2,596,8265,5,0,58936,1,1,0,0,-0.022021276438092003,0.0779030330628688,-0.20092329041086604,0.337824408902465,0.214033216446222,0,Y,0.375,N
ENSG00000149743,26.0,48,11,63991271,63993726,-1,ENSG00000149743.9,11,63991271,63993726,TRPT1,49.2049179624963,0.588857894107436,127.42857142857099,892,2455,7,0,58897,1,11,0,0,0.00206314492288486,0.111733436866202,-0.226584407432828,-1.78097218308483,-1.45267808160507,0,Y,0.5416666666666666,Y
ENSG00000109475,18.0,48,4,109541722,109551568,1,ENSG00000109475.12,4,109541722,109551568,RPL34,65.8057193288348,0.438921575984762,94.5,378,9846,4,0,58945,0,1,0,0,0.0829687486536459,0.148473128267436,0.434128832903482,0.403352846038254,0.581893352688972,0,Y,0.375,Y
ENSG00000161996,27.0,48,16,699311,717833,1,ENSG00000161996.13,16,699311,717833,WDR90,67.5678310761611,0.64493906252555,162.684210526316,6182,18522,38,0,58735,13,26,12,21,-2.84641464131682,-2.87279498102368,-2.60664684245321,-2.4028738860841603,-2.26287090851225,0,Y,0.5625,Y
ENSG00000095787,15.0,48,10,28821422,28912041,1,ENSG00000095787.17,10,28821422,28912041,WAC,81.34049173499679,0.441199927589195,144.857142857143,2028,90619,14,0,58951,0,0,0,0,0.8126303185344329,0.860274310191772,0.912219347443034,1.14969464085535,1.35664626568382,0,N,0.3125,N
ENSG00000104980,26.0,48,19,7991603,8008805,-1,ENSG00000104980.3,19,7991603,8008805,TIMM44,105.784256112318,0.5813617045810279,112.5,1350,17202,12,0,58783,2,3,2,1,-0.7735101396654521,0.0908898607093072,0.0968120721274523,0.337022094739064,0.295171158325898,0,Y,0.5416666666666666,Y
ENSG00000256043,20.0,48,4,156845270,156875069,-1,ENSG00000256043.2,4,156845270,156875069,CTSO,86.06875610483179,0.403278499534545,124.714285714286,873,29799,7,0,59029,1,5,0,4,0.561990562171934,-2.03660821920198,0.283741780877694,-0.4295048762684821,-0.17355083238596,0,Y,0.4166666666666667,Y
ENSG00000065413,21.0,48,2,197831741,198175897,-1,ENSG00000065413.12,2,197831741,198175897,ANKRD44,89.95780336090179,0.460203826049677,121.444444444444,3279,344156,27,0,59019,0,2,0,1,1.69801469616065,1.03749959352356,1.41220971832239,0.8462593744157231,1.2363440772784298,0,Y,0.4375,Y
ENSG00000175470,22.0,48,10,133747955,133773331,1,ENSG00000175470.14,10,133747955,133773331,PPP2R2D,83.27662506941991,0.4519302110646461,185.42857142857102,1298,25376,7,0,58655,0,13,0,10,0.3730999436359779,-2.87279498102368,0.6619751599502299,-1.85410859332344,-1.25762893764186,0,Y,0.4583333333333333,Y
ENSG00000075975,26.0,48,3,12598513,12625212,1,ENSG00000075975.11,3,12598513,12625212,MKRN2,107.99428444840099,0.505357521844605,181.0,1267,26699,7,2,59033,0,5,0,0,0.902359667881192,0.846752658853089,1.65233575782192,0.375225040574985,0.8334185217051641,1,Y,0.5416666666666666,Y
ENSG00000181027,37.0,48,19,47249303,47280245,1,ENSG00000181027.6,19,47249303,47280245,FKRP,43.0730612565742,0.666557539215225,817.5,1635,30942,2,0,58666,2,0,0,0,-0.44053978489252893,-0.33425547736744704,-1.01244497350535,0.384676126607668,-0.208413858824447,0,Y,0.7708333333333334,Y
ENSG00000138375,16.0,48,2,217277137,217347776,1,ENSG00000138375.8,2,217277137,217347776,SMARCAL1,104.392617723459,0.512712421275524,185.0625,2961,70639,16,0,59095,2,5,2,1,-0.649286425275724,0.232782878043097,0.148670998303241,-0.115146771798367,0.0045878930078576,0,Y,0.3333333333333333,N
ENSG00000105341,16.0,48,19,41937223,41946622,-1,ENSG00000105341.14,19,41937223,41946622,ATP5SL,86.9070752701234,0.572122915598157,143.0,1144,9399,8,0,59127,1,2,0,1,0.443504013801957,-0.330501878822898,0.16496021103534195,0.315632989554247,0.330804391859452,0,Y,0.3333333333333333,N
ENSG00000167311,30.0,46,11,3659733,3663546,-1,ENSG00000167311.9,11,3659733,3663546,ART5,55.339267265035886,0.6283015181056228,202.0,1010,3813,5,0,58955,16,22,14,15,-2.84641464131682,-2.87279498102368,-2.62354415217069,-2.53125239294469,-2.47162789907313,0,Y,0.6521739130434783,Y
ENSG00000008283,15.0,48,17,61509665,61523739,-1,ENSG00000008283.11,17,61509665,61523739,CYB561,64.2714366853413,0.622220223470223,173.4,867,14074,5,0,59123,0,1,0,0,0.0773230620102868,0.13742852202341302,0.384174653255874,0.39853643115065,0.5367817795109361,0,Y,0.3125,N
ENSG00000152942,26.0,48,5,68665120,68710628,1,ENSG00000152942.14,5,68665120,68710628,RAD17,68.8552046014672,0.390137087942534,121.722222222222,2191,45508,18,0,58931,1,4,0,2,1.0036931693949,-0.420274113347386,0.4958155204179821,-0.00697251877271487,0.220644769272064,0,Y,0.5416666666666666,Y
ENSG00000189403,18.0,48,13,31032884,31191734,-1,ENSG00000189403.10,13,31032884,31191734,HMGB1,83.5712900897552,0.406026457618814,137.5,550,158850,4,0,58995,3,1,0,0,0.422426841075404,0.483970144225545,-0.729774853204358,0.534703064630043,0.0456110093973607,0,Y,0.375,N
ENSG00000101751,44.0,48,18,51795774,51847636,1,ENSG00000101751.6,18,51795774,51847636,POLI,49.9530771686104,0.38626851233068493,237.333333333333,2136,51862,9,0,58943,0,1,0,0,0.24878042717261706,0.32171008659410805,0.50539667941601,0.430174986276052,0.6265736357119661,0,Y,0.9166666666666666,Y
ENSG00000182952,17.0,48,6,26538633,26546482,1,ENSG00000182952.4,6,26538633,26546482,HMGN4,95.17899868511392,0.510714285714286,279.0,279,7849,1,0,58795,1,2,0,0,0.0764615026774818,0.078433504707834,-0.0209195723894949,0.118365986956158,0.11751368424678,0,Y,0.3541666666666667,N
ENSG00000125534,29.0,48,20,62152077,62153559,1,ENSG00000125534.5,20,62152077,62153559,PPDPF,38.9584845929569,0.681440860215054,217.5,435,1482,2,0,58837,0,3,0,0,-0.223252128281965,-0.139914143394238,0.15973910347164402,-0.390880872485829,-0.218261838802406,0,Y,0.6041666666666666,Y
ENSG00000103485,15.0,48,16,29674600,29710020,1,ENSG00000103485.13,16,29674600,29710020,QPRT,51.722063157443706,0.648371839060793,254.25,1017,35420,4,3,59234,9,32,0,2,0.358821252541602,-1.02813766919026,-1.72971111424726,-2.53125239294469,-2.31933751171176,1,Y,0.3125,N
ENSG00000100744,25.0,48,14,96829814,96853625,1,ENSG00000100744.10,14,96829814,96853625,GSKIP,103.352034644409,0.445863570391872,216.0,432,23811,2,0,58936,0,2,0,0,0.333736833729882,0.292671230293444,0.738534235040977,0.271340684706637,0.567601647530129,0,Y,0.5208333333333334,Y
ENSG00000173960,14.0,48,2,24150155,24227779,1,ENSG00000173960.8,2,24150155,24227779,UBXN2A,79.83501915161101,0.365748062566586,136.0,816,77624,6,0,58976,2,5,2,2,-1.12519234975834,-0.884954976395143,-0.192225904512764,-0.474068744956556,-0.371767177186046,0,Y,0.2916666666666667,N
ENSG00000118292,14.0,48,1,150240600,150253327,1,ENSG00000118292.4,1,150240600,150253327,C1orf54,145.58999321118,0.476264290643088,91.0,546,12727,6,0,58931,3,12,0,5,1.12496679717266,-2.15316020859195,0.124516266372761,-1.0453795542720798,-0.641860823229742,0,Y,0.2916666666666667,N
ENSG00000146109,15.0,48,6,26597180,26600278,1,ENSG00000146109.3,6,26597180,26600278,ABT1,59.7716071156335,0.6089473146536079,279.0,837,3098,3,0,58370,1,2,0,0,-0.16400997160273,-0.087831021735117,-0.318993779065711,-0.0723944953356549,-0.15522679693550798,0,Y,0.3125,N
ENSG00000133059,21.0,48,1,205111632,205180727,-1,ENSG00000133059.12,1,205111632,205180727,DSTYK,83.88143107178679,0.526577850253318,224.461538461538,2918,69095,13,0,59094,1,2,1,0,-0.297353131215999,0.6447229710719671,0.23283968895135895,0.3661831639988461,0.397401950144006,0,Y,0.4375,Y
ENSG00000176974,33.0,48,17,18231187,18266856,-1,ENSG00000176974.13,17,18231187,18266856,SHMT1,91.6555957008915,0.546114343224114,184.090909090909,2025,35669,11,2,59124,7,3,5,2,-2.6487503147152203,-0.546012538380913,-1.10962329431236,0.8172262707506909,-0.00310564477837963,1,Y,0.6875,Y
ENSG00000188385,32.0,48,10,133918175,133998313,1,ENSG00000188385.7,10,133918175,133998313,JAKMIP3,47.0894763320375,0.55029298094929,127.2,2544,80138,20,0,58755,2,5,0,2,0.6731094319588989,-0.63074461315614,-0.30130297928586697,-0.4051824602982879,-0.40330544272094704,0,Y,0.6666666666666666,Y
ENSG00000144455,40.0,48,3,3742498,4508965,-1,ENSG00000144455.9,3,3742498,4508965,SUMF1,115.143669677567,0.5323439705438221,131.0,1179,766467,9,0,59084,4,9,0,2,1.4175846076506,-0.033294356043775,-0.5130183355519149,-0.908525107760402,-0.764074105820822,0,Y,0.8333333333333334,Y
ENSG00000114054,22.0,48,3,135969148,136056738,1,ENSG00000114054.9,3,135969148,136056738,PCCB,91.76604503010941,0.508747012052365,123.4,1851,87590,15,0,58985,1,3,1,0,0.0148214276535103,0.96241550628569,0.472180766283213,0.265110269163218,0.410152322942916,0,Y,0.4583333333333333,Y
ENSG00000177042,47.0,48,11,695428,705028,1,ENSG00000177042.10,11,695428,705028,TMEM80,155.751386312314,0.5567539916122289,117.5,470,9600,4,0,59127,1,3,0,0,1.10233662118418,0.8531148479375359,1.0527119456119,0.6890850541046071,0.924509710145554,0,Y,0.9791666666666666,Y
ENSG00000175893,25.0,48,9,14611069,14693469,-1,ENSG00000175893.7,9,14611069,14693469,ZDHHC21,68.2029546159879,0.403126561302376,120.0,840,82400,7,0,59105,0,0,0,0,0.39553140239639,0.466304963845541,0.6298902971883951,0.902115649219796,1.06927852343053,0,N,0.5208333333333334,Y
ENSG00000001167,22.0,48,6,41040684,41067715,1,ENSG00000001167.10,6,41040684,41067715,NFYA,78.97556190766579,0.530321274414846,122.0,1098,27031,9,0,59031,1,0,0,0,0.41731637746492295,0.468134116142495,0.116227403646356,0.978891332175629,0.8043909569539909,0,Y,0.4583333333333333,Y
ENSG00000181827,21.0,48,15,56379478,56535483,-1,ENSG00000181827.10,15,56379478,56535483,RFX7,46.268294760144386,0.455772386571608,490.44444444444395,4414,156005,9,0,58741,0,0,0,0,-0.0648042447784026,0.0810426935029813,0.207664878974038,0.596276294123855,0.662524158367464,0,N,0.4375,Y
ENSG00000150076,28.0,48,10,32832297,33171802,1,ENSG00000150076.18,10,32832297,33171802,C10orf68,65.1471867668605,0.36331257626591,97.962962962963,2645,339505,27,0,58985,15,5,11,0,-2.84641464131682,1.84915646401243,-2.62354415217069,0.00325101151954872,-1.22912690968343,0,Y,0.5833333333333334,Y
ENSG00000110042,16.0,48,11,58938903,58976060,1,ENSG00000110042.3,11,58938903,58976060,DTX4,46.15790297786921,0.574748120680876,209.666666666667,1887,37157,9,0,58784,0,0,0,0,0.0174569184029532,0.143452204594116,0.296280606661084,0.7281748627324781,0.782603458609,0,N,0.3333333333333333,N
ENSG00000127952,39.0,48,7,75625656,75677322,-1,ENSG00000127952.12,7,75625656,75677322,STYXL1,108.44111047193,0.4878333812167411,139.875,1119,51666,8,3,58989,4,3,1,0,0.262235647843222,1.1113505192053,0.40374223005306,1.37702515984572,1.01072556807891,1,Y,0.8125,Y
ENSG00000138246,16.0,48,3,132136370,132257876,1,ENSG00000138246.11,3,132136370,132257876,DNAJC13,86.0216045984655,0.4047360513086429,129.636363636364,7130,121506,55,0,58728,2,4,1,4,1.64619744253278,0.0803386553696907,0.988502817993608,0.839718912096911,0.9877083505747322,0,Y,0.3333333333333333,N
ENSG00000196693,26.0,48,10,43084555,43133992,-1,ENSG00000196693.10,10,43084555,43133992,ZNF33B,148.836023074827,0.42804636632439896,590.25,2361,49437,4,0,58990,0,14,0,8,0.891975718347934,-2.87279498102368,1.39514738874177,-1.49607827302749,-0.7435117071976179,0,Y,0.5416666666666666,Y
ENSG00000177683,39.0,48,7,108194987,108210194,-1,ENSG00000177683.9,7,108194987,108210194,THAP5,31.2226589297966,0.4028672846317961,399.333333333333,1198,15207,3,0,58549,1,0,0,0,-0.390671311259818,-0.262811613125057,-0.453685655263846,0.475086760246359,0.20117302458919895,0,Y,0.8125,Y
ENSG00000130363,27.0,48,6,159393903,159421219,-1,ENSG00000130363.7,6,159393903,159421219,RSPH3,99.32555886262293,0.4780654300720061,216.375,1731,27316,8,0,58996,2,0,1,0,-0.355704158761454,0.5206199270756829,-0.159113591889764,1.08229090163959,0.685655143425094,0,Y,0.5625,Y
ENSG00000129595,26.0,48,5,111478138,111755013,-1,ENSG00000129595.8,5,111478138,111755013,EPB41L4A,98.4555264953417,0.438441957677719,95.695652173913,2201,276875,23,0,58747,8,11,6,10,-2.4422591103567703,-2.87279498102368,-1.4751053933302798,-0.962852693816269,-1.05911196275012,0,Y,0.5416666666666666,Y
ENSG00000183762,15.0,48,22,29469066,29564321,1,ENSG00000183762.8,22,29469066,29564321,KREMEN1,96.24017307912159,0.522244279713883,172.375,1379,95255,8,0,59335,21,42,19,42,-2.84641464131682,-2.87279498102368,-2.62354415217069,-2.53125239294469,-2.47162789907313,0,Y,0.3125,N
ENSG00000092094,47.0,48,14,20914570,20923264,-1,ENSG00000092094.6,14,20914570,20923264,OSGEP,120.575675503607,0.5210673287600159,97.6363636363636,1074,8694,11,0,59021,13,26,13,22,-2.84641464131682,-2.87279498102368,-2.62354415217069,-2.53125239294469,-2.4057006126305,0,Y,0.9791666666666666,Y
ENSG00000089063,38.0,48,20,5080486,5093749,-1,ENSG00000089063.10,20,5080486,5093749,TMEM230,54.39466163103111,0.55828780146962,117.5,470,13263,4,0,59161,0,4,0,0,-0.133716722654004,-0.0187084084406273,0.232658514527564,-0.567378188878657,-0.324192381306669,0,Y,0.7916666666666666,Y
ENSG00000146833,42.0,48,7,99474581,99517223,-1,ENSG00000146833.11,7,99474581,99517223,TRIM4,96.4938715793893,0.450740935219589,342.66666666666697,2056,42642,6,0,58940,1,1,0,0,0.3846254071228979,0.35485754900770394,0.180645803977329,0.579515242496355,0.545922251995711,0,Y,0.875,Y
ENSG00000187145,25.0,48,1,150266289,150281414,1,ENSG00000187145.10,1,150266289,150281414,MRPS21,60.944378072833395,0.5130614657210399,138.0,276,15125,2,0,59241,0,1,0,0,-0.19700391216996,-0.0931028139180102,0.215218538283275,0.260021855757947,0.380783374265823,0,Y,0.5208333333333334,Y
ENSG00000113361,14.0,45,5,31193857,31329253,1,ENSG00000113361.8,5,31193857,31329253,CDH6,90.5371764235079,0.458204460269325,231.54545454545502,2547,135396,11,0,58989,0,8,0,0,0.680674119706714,0.712114292567669,0.840184791813119,-0.975119925822043,-0.46127357274398,0,Y,0.3111111111111111,N
ENSG00000007129,26.0,47,19,42055886,42093197,1,ENSG00000007129.13,19,42055886,42093197,CEACAM21,57.0463365395609,0.57859735093275,163.833333333333,983,37311,6,0,58843,1,2,1,0,-0.90330485180403,0.11858588720386,-0.22050541023935105,0.0287374655314571,-0.0384534855518114,0,Y,0.5531914893617021,Y
ENSG00000156103,23.0,45,8,89044237,89340254,-1,ENSG00000156103.11,8,89044237,89340254,MMP16,95.40844500343,0.459130423148855,188.4,1884,296017,10,0,59043,0,4,0,2,0.8314258000337941,-0.551899698911028,0.911925776388635,-0.128608414945346,0.277988157218481,0,Y,0.5111111111111111,Y
ENSG00000058063,15.0,48,3,182511288,182639423,1,ENSG00000058063.11,3,182511288,182639423,ATP11B,84.3570720851701,0.38559408738435297,129.310344827586,3750,128135,29,0,58903,6,7,6,2,-2.3495541137804703,0.30433062647893105,-0.8874825269479559,-0.26200619460630803,-0.436774430976223,0,Y,0.3125,N
ENSG00000186889,16.0,48,2,62727356,62739029,-1,ENSG00000186889.5,2,62727356,62739029,TMEM17,65.2909188128861,0.460824568098034,165.25,661,11673,4,0,59051,0,3,0,1,-0.0005314569841909218,-0.7093027720644541,0.3676463883014221,-0.254640292515759,0.000797607787594512,0,Y,0.3333333333333333,Y
ENSG00000133704,29.0,48,12,30781922,30848920,-1,ENSG00000133704.5,12,30781922,30848920,IPO8,82.00770954722141,0.4157544622960661,131.2,3280,66998,25,0,58973,2,1,1,1,0.497781027865051,0.652789076583042,0.30683682329836104,1.09591873589817,0.906966664397774,0,Y,0.6041666666666666,Y
ENSG00000173457,19.0,48,11,64011956,64014413,-1,ENSG00000173457.6,11,64011956,64014413,PPP1R14B,38.23087361365121,0.6067411317498821,124.75,499,2457,4,0,58599,0,17,0,0,-0.25404154700533604,-0.12168976672056,0.133557717873836,-2.53125239294469,-2.1325769543587803,0,Y,0.3958333333333333,N
ENSG00000139531,37.0,48,12,56390964,56400425,1,ENSG00000139531.8,12,56390964,56400425,SUOX,83.03519394580441,0.5794735604006489,736.0,1472,9461,2,0,58670,0,0,0,0,-0.168320771300302,-0.136616520028611,0.275191884454461,0.595595203282938,0.677460730064477,0,N,0.7708333333333334,Y
ENSG00000135124,27.0,48,12,121647660,121671909,1,ENSG00000135124.10,12,121647660,121671909,P2RX4,117.996024682712,0.542468578510933,103.25,1239,24249,12,0,59048,11,43,8,33,-2.84641464131682,-2.87279498102368,-2.32758278656826,-2.53125239294469,-2.47162789907313,0,Y,0.5625,Y
ENSG00000151640,37.0,48,10,134000404,134019280,1,ENSG00000151640.8,10,134000404,134019280,DPYSL4,69.7473594867853,0.60573979688937,128.785714285714,1803,18876,14,0,58874,2,2,1,0,-0.279558518404361,0.684153521793793,-0.251764548066971,0.37830816414867,0.169339187543587,0,Y,0.7708333333333334,Y
ENSG00000181315,20.0,48,6,26636518,26659980,-1,ENSG00000181315.6,6,26636518,26659980,ZNF322,86.80434169906151,0.4087171052631579,1215.0,1215,23462,1,0,58816,0,1,0,0,-0.130194899341676,-0.103436567016598,0.33978735956857503,0.14246114311273,0.335049178581807,0,Y,0.4166666666666667,Y
ENSG00000108439,22.0,48,17,46018872,46025654,1,ENSG00000108439.5,17,46018872,46025654,PNPO,109.67436599588301,0.5297300093863461,114.0,684,6782,6,0,59085,1,5,0,2,0.605465279106927,-0.913252835346919,0.39365388484638,-0.296508020032763,-0.0482784157837532,0,Y,0.4583333333333333,N
ENSG00000110025,22.0,48,11,64794880,64808044,1,ENSG00000110025.8,11,64794880,64808044,SNX15,63.98175869683229,0.613164931246839,142.875,1143,13164,8,0,58981,0,1,0,0,0.24405217496808496,0.30703205167070696,0.488879217161198,0.491525267156769,0.6463701840089929,0,Y,0.4583333333333333,Y
ENSG00000166881,31.0,48,12,57449426,57481846,-1,ENSG00000166881.5,12,57449426,57481846,TMEM194A,89.46489337983101,0.453836903850826,163.625,1309,32420,8,0,59085,0,0,0,0,0.515755843157836,0.516675683268389,0.7761296018916499,1.03369733463149,1.22061105298407,0,N,0.6458333333333334,Y
ENSG00000187676,20.0,48,13,31774073,31906413,1,ENSG00000187676.7,13,31774073,31906413,B3GALTL,88.79421432450769,0.425697276781173,107.92857142857099,1511,132340,14,0,58838,5,20,1,4,0.08615129734710401,-1.55163764103834,-1.04231579757878,-2.3008070516388703,-1.87381082513785,0,Y,0.4166666666666667,N
ENSG00000103269,22.0,48,16,725666,728268,1,ENSG00000103269.9,16,725666,728268,RHBDL1,42.231403189076296,0.658559868673328,239.0,1434,2602,6,0,58848,0,2,0,0,-0.0611585322105633,0.0174136736739853,0.257264670085407,-0.0170928588610562,0.130926215865721,0,Y,0.4583333333333333,Y
ENSG00000125945,29.0,48,1,23685941,23695935,-1,ENSG00000125945.10,1,23685941,23695935,ZNF436,83.2404968699963,0.543607655145969,454.5,1818,9994,4,0,58988,0,1,0,0,-0.00573656836513159,0.0127109085558679,0.390910609242672,0.35005205884957896,0.5120473042569961,0,Y,0.6041666666666666,Y
ENSG00000249087,28.0,48,1,23695490,23698332,1,ENSG00000249087.3,1,23695490,23698332,C1orf213,48.5902433612508,0.513938265505863,128.0,512,2842,4,0,58700,0,0,0,0,-0.210399308020126,-0.0842148641932475,0.185366029275987,0.629171151291359,0.676462272575751,0,N,0.5833333333333334,Y
ENSG00000107798,15.0,48,10,90973326,91174314,-1,ENSG00000107798.13,10,90973326,91174314,LIPA,110.244523115329,0.43373697251425103,141.444444444444,1273,200988,9,0,58932,0,1,0,0,0.980091558142342,0.97482134792748,1.13192393877048,0.8989542087079909,1.21696022335925,0,Y,0.3125,N
ENSG00000042753,14.0,48,19,47341393,47354249,-1,ENSG00000042753.7,19,47341393,47354249,AP2S1,61.1864551890388,0.5442598833617039,85.1666666666667,511,12856,6,0,58969,1,6,0,1,0.0719098526945719,-0.611544135708936,-0.153679215977739,-0.8952762155934909,-0.716153088997182,0,Y,0.2916666666666667,N
ENSG00000254986,21.0,48,11,66247484,66277130,1,ENSG00000254986.3,11,66247484,66277130,DPP3,81.1090124140781,0.579619037326478,140.235294117647,2384,29646,17,0,58717,0,0,0,0,0.86939357152617,0.8991929387502529,0.9307021709419948,1.21965865373446,1.39862767151052,0,N,0.4375,Y
ENSG00000104219,17.0,48,8,17013538,17082308,1,ENSG00000104219.8,8,17013538,17082308,ZDHHC2,54.327402098102205,0.440187101585318,95.0,1140,68770,12,0,58864,0,2,0,0,0.454883215869372,0.5817071752804971,0.6188638004315339,0.24406257519413896,0.491645404248736,0,Y,0.3541666666666667,N
ENSG00000113621,22.0,48,5,134209493,134237215,1,ENSG00000113621.10,5,134209493,134237215,TXNDC15,101.63997733249501,0.50346949097925,222.6,1113,27722,5,0,58983,0,2,0,0,0.400632210651451,0.372441990750121,0.747268121997828,0.311178191332568,0.5942497979545551,0,Y,0.4583333333333333,Y
ENSG00000100577,34.0,48,14,77787227,77797940,1,ENSG00000100577.14,14,77787227,77797940,GSTZ1,70.4800672593184,0.54340045845252,73.8,738,10713,10,0,58534,1,5,1,3,-0.5002604378568211,-1.57770316712502,0.0881890230317652,-0.500409125109291,-0.32181670909392496,0,Y,0.7083333333333334,Y
ENSG00000204219,16.0,48,1,23707554,23751233,-1,ENSG00000204219.5,1,23707554,23751233,TCEA3,70.257077263892,0.522091811484606,99.3,993,43679,10,0,59040,6,6,6,2,-2.84641464131682,-0.962520889039173,-1.78366629693335,-0.723410502406369,-1.1606723113395,0,Y,0.3333333333333333,N
ENSG00000111530,17.0,48,12,67663061,67713731,1,ENSG00000111530.8,12,67663061,67713731,CAND1,84.50606625273541,0.3952775652339721,260.214285714286,3643,50670,14,0,59156,0,3,0,2,0.8235449467461079,-0.666447226517093,0.95540068679627,0.169221154323347,0.551262675816201,0,Y,0.3541666666666667,N
ENSG00000136908,15.0,48,9,130697378,130700763,-1,ENSG00000136908.13,9,130697378,130700763,DPM2,52.9560533863097,0.5360824742268039,56.6666666666667,170,3385,3,0,58766,0,2,0,0,-0.190419524901968,-0.0719017166532783,0.20270472869841105,-0.0500073628995752,0.10732684977130197,0,Y,0.3125,N
ENSG00000197457,14.0,48,20,62271061,62284780,-1,ENSG00000197457.5,20,62271061,62284780,STMN3,45.044830744054394,0.6264372758053629,137.0,548,13719,4,0,59052,1,3,0,0,-0.15021237896242,-0.0383703614432176,-0.331302456364866,-0.332015299831782,-0.36267860219446896,0,Y,0.2916666666666667,N
ENSG00000066185,29.0,48,1,42896000,42921938,-1,ENSG00000066185.8,1,42896000,42921938,ZMYND12,102.43001761519501,0.477824767666403,143.25,1146,25938,8,0,59066,5,1,1,0,-0.26026839124060297,0.6131788302723189,-1.17530656604086,0.7770285151058092,-0.0608477762286923,0,Y,0.6041666666666666,Y
ENSG00000203546,34.0,47,14,31803518,31926647,-1,ENSG00000203546.3,14,31803518,31926647,RP11-176H8.1,55.7737447494794,0.455004330002783,160.894736842105,3057,123129,19,0,59022,3,1,0,0,0.7565589064828292,0.8926837844838509,-0.628027738513022,0.7073502323878579,0.19335877440103505,0,Y,0.7234042553191491,Y
ENSG00000126088,24.0,48,1,45477819,45481247,1,ENSG00000126088.8,1,45477819,45481247,UROD,90.12075417016041,0.5481450717533549,185.77777777777803,1672,3428,9,0,59044,1,4,1,1,-0.4283644411238421,-0.310864568698515,0.20413247017493,-0.200338077014551,-0.0442695398430691,0,Y,0.5,Y
ENSG00000050393,25.0,48,6,13786789,13814800,-1,ENSG00000050393.7,6,13786789,13814800,MCUR1,77.2044494447464,0.396723710874237,89.125,713,28011,8,0,59113,2,0,2,0,-1.12951495882009,0.580714451275961,-0.20472128327647,1.02673123751889,0.636059980734197,0,Y,0.5208333333333334,Y
ENSG00000129480,17.0,48,14,31915242,31926716,-1,ENSG00000129480.8,14,31915242,31926716,DTD2,88.45615257451,0.4962104962104961,205.666666666667,617,11474,3,0,58841,2,1,0,0,0.14291191167618802,0.157295116744372,-0.469954903800344,0.4688208237718561,0.145755750690512,0,Y,0.3541666666666667,N
ENSG00000138119,23.0,48,10,95066186,95242074,-1,ENSG00000138119.12,10,95066186,95242074,MYOF,100.22189629280199,0.4662347209146741,121.518518518519,6562,175888,54,0,59024,14,7,13,7,-2.84641464131682,-1.17196754334244,-2.09511357621194,0.27385268035776605,-0.594008525137433,0,Y,0.4791666666666667,Y
ENSG00000167565,15.0,48,19,40946751,40950612,-1,ENSG00000167565.8,19,40946751,40950612,SERTAD3,69.507251743655,0.590301003344482,597.0,597,3861,1,0,58668,0,0,0,0,-0.28990131467226005,-0.210922472993844,0.160432888377146,0.529944723605567,0.581967485171215,0,N,0.3125,Y
ENSG00000170915,21.0,48,6,52226219,52272575,1,ENSG00000170915.8,6,52226219,52272575,PAQR8,82.4095510804929,0.579291044776119,1071.0,1071,46356,1,0,59086,0,0,0,0,-0.26878836230469505,-0.189293561995992,0.182763841718053,0.475035966114097,0.5429927320380329,0,N,0.4375,N
ENSG00000241837,17.0,48,21,35275757,35288284,-1,ENSG00000241837.2,21,35275757,35288284,ATP5O,73.9935356162817,0.489071202987293,99.8571428571429,699,12527,7,0,59121,0,5,0,0,0.27681248445260304,0.3356082326748,0.5615887945926121,-0.567411195187821,-0.20822971703486104,0,Y,0.3541666666666667,N
ENSG00000219626,44.0,48,2,24299396,24392509,1,ENSG00000219626.4,2,24299396,24392509,FAM228B,39.1554246068046,0.381855632328216,135.222222222222,1217,93113,9,0,59102,6,19,0,0,0.262560922090368,0.39343391757424295,-1.8972382761098,-2.53125239294469,-2.41435680446852,0,Y,0.9166666666666666,Y
ENSG00000088280,16.0,48,1,23755056,23811061,-1,ENSG00000088280.14,1,23755056,23811061,ASAP3,77.10734590574701,0.5740615516387529,118.625,2847,56005,24,0,58974,0,5,0,1,1.19613499857697,0.4810089438315179,1.11093661250184,-0.092246105332107,0.334450640014894,0,Y,0.3333333333333333,N
ENSG00000104320,17.0,48,8,90945564,91015456,-1,ENSG00000104320.9,8,90945564,91015456,NBN,86.44971649539801,0.399714938947749,147.5625,2361,69892,16,0,59055,3,5,2,1,-0.6389502184735091,0.269624013183995,-0.28933756112224,-0.18545289432567,-0.197556906448707,0,Y,0.3541666666666667,N
