Ensembl Gene ID,affectedTissues,expressedTissues,Chromosome Name,Gene Start (bp),Gene End (bp),Strand,type,propOfExpressedAffectedByeQTL,affectedByBroad
ENSG00000117410,27.0,48,1,44440159,44443967,1,singleton,0.5625,Y
ENSG00000124357,15.0,48,2,71291474,71306935,1,singleton,0.3125,N
ENSG00000159267,27.0,48,21,38123189,38362536,-1,singleton,0.5625,Y
ENSG00000101161,18.0,48,20,62612488,62664453,1,singleton,0.375,N
ENSG00000177600,14.0,48,11,809647,812880,1,singleton,0.2916666666666667,N
ENSG00000050165,16.0,48,11,11984653,12031316,-1,singleton,0.3333333333333333,N
ENSG00000013561,22.0,48,5,141337893,141369856,1,singleton,0.4583333333333333,Y
ENSG00000206127,46.0,48,15,32737307,32747835,-1,SSD,0.9583333333333334,Y
ENSG00000184428,26.0,48,8,144386554,144442149,-1,ohno,0.5416666666666666,Y
ENSG00000099785,44.0,48,19,8478154,8503901,1,ohno,0.9166666666666666,Y
ENSG00000180089,15.0,48,19,55738007,55741647,-1,ohno,0.3125,N
ENSG00000185808,37.0,48,21,38431470,38445470,-1,singleton,0.7708333333333334,Y
ENSG00000166927,21.0,47,11,60145955,60163424,1,SSD,0.44680851063829785,Y
ENSG00000075131,44.0,48,15,66628544,66679084,-1,singleton,0.9166666666666666,Y
ENSG00000100325,14.0,48,22,30184597,30234271,-1,singleton,0.2916666666666667,N
ENSG00000151445,15.0,48,14,77893018,77924295,-1,singleton,0.3125,N
ENSG00000154518,25.0,48,2,176040986,176049335,-1,ohno,0.5208333333333334,Y
ENSG00000232653,48.0,48,15,32885657,32896179,1,SSD,1.0,Y
ENSG00000146477,16.0,47,6,160769300,160876014,1,ohno,0.3404255319148936,N
ENSG00000122376,22.0,48,10,88853918,88951225,1,singleton,0.4583333333333333,Y
ENSG00000103227,33.0,48,16,903634,1031318,-1,SSD,0.6875,Y
ENSG00000127364,40.0,47,7,141478242,141479235,1,SSD,0.851063829787234,Y
ENSG00000137601,26.0,48,4,170314426,170533780,-1,ohno,0.5416666666666666,Y
ENSG00000172548,19.0,44,5,156887027,156901725,1,ohno,0.4318181818181818,N
ENSG00000127366,17.0,48,7,141490017,141491166,1,SSD,0.3541666666666667,Y
ENSG00000047579,20.0,48,6,15523032,15663289,-1,SSD,0.4166666666666667,Y
ENSG00000146535,21.0,48,7,2767746,2883958,-1,ohno,0.4375,Y
ENSG00000178053,16.0,48,3,158288952,158325041,1,ohno,0.3333333333333333,N
ENSG00000115216,18.0,48,2,27650657,27665126,1,ohno,0.375,Y
ENSG00000234465,29.0,48,19,44080952,44088116,1,singleton,0.6041666666666666,Y
ENSG00000196511,15.0,48,7,144149034,144533488,-1,singleton,0.3125,N
ENSG00000137845,16.0,48,15,58887403,59042177,-1,SSD,0.3333333333333333,N
ENSG00000196167,15.0,47,11,111164114,111175770,-1,singleton,0.3191489361702128,N
ENSG00000184923,47.0,48,10,88985205,88996665,1,SSD,0.9791666666666666,Y
ENSG00000196220,17.0,48,3,9022275,9404737,-1,ohno,0.3541666666666667,N
ENSG00000085832,23.0,48,1,51819935,51985000,-1,ohno,0.4791666666666667,Y
ENSG00000180113,43.0,47,6,46655612,46672056,1,ohno,0.9148936170212766,Y
ENSG00000166928,39.0,47,11,60146003,60185161,1,SSD,0.8297872340425532,Y
ENSG00000163536,16.0,48,3,167453031,167543356,1,ohno,0.3333333333333333,N
ENSG00000254614,48.0,48,11,64945077,64949305,-1,singleton,1.0,Y
ENSG00000144320,21.0,48,2,176788620,176867567,-1,singleton,0.4375,N
ENSG00000100330,35.0,48,22,30279144,30426855,1,ohno,0.7291666666666666,Y
ENSG00000111725,15.0,48,12,120105558,120119435,1,ohno,0.3125,N
ENSG00000151553,14.0,48,10,116581503,116659591,1,ohno,0.2916666666666667,N
ENSG00000244607,23.0,48,3,42734155,42814745,-1,singleton,0.4791666666666667,Y
ENSG00000189129,26.0,48,10,81891438,81905115,1,singleton,0.5416666666666666,Y
ENSG00000120669,42.0,43,13,36742345,36871979,-1,SSD,0.9767441860465116,Y
ENSG00000111554,20.0,48,12,68666223,68726161,-1,singleton,0.4166666666666667,Y
ENSG00000174446,16.0,48,15,66782473,66790151,-1,singleton,0.3333333333333333,Y
ENSG00000167325,22.0,48,11,4115937,4160106,1,singleton,0.4583333333333333,Y
ENSG00000182670,40.0,48,21,38445526,38575413,1,SSD,0.8333333333333334,Y
ENSG00000100714,23.0,48,14,64854749,64926722,1,ohno,0.4791666666666667,Y
ENSG00000226479,14.0,48,2,120978854,120980984,-1,SSD,0.2916666666666667,N
ENSG00000138380,15.0,48,2,203776937,203851786,1,singleton,0.3125,Y
ENSG00000144118,17.0,48,2,120997640,121052289,1,ohno,0.3541666666666667,N
ENSG00000165637,21.0,48,10,76969912,76991206,1,ohno,0.4375,Y
ENSG00000179163,15.0,48,1,24171567,24194784,-1,ohno,0.3125,N
ENSG00000134077,25.0,48,3,9404526,9428475,1,ohno,0.5208333333333334,Y
ENSG00000196793,20.0,48,10,44051792,44070066,-1,SSD,0.4166666666666667,N
ENSG00000064545,19.0,48,19,19229978,19249322,-1,ohno,0.3958333333333333,Y
ENSG00000171700,25.0,48,20,62704534,62711323,-1,ohno,0.5208333333333334,Y
ENSG00000110076,18.0,48,11,64373646,64490660,-1,ohno,0.375,Y
ENSG00000129625,16.0,48,5,112212084,112258236,-1,ohno,0.3333333333333333,N
ENSG00000242715,24.0,43,13,36801182,36871977,-1,singleton,0.5581395348837209,Y
ENSG00000114125,19.0,48,3,141457046,141466402,1,SSD,0.3958333333333333,N
ENSG00000078674,33.0,48,8,17780349,17885478,1,singleton,0.6875,Y
ENSG00000125510,24.0,48,20,62711526,62731996,1,ohno,0.5,Y
ENSG00000198677,21.0,48,5,94799599,94890711,-1,singleton,0.4375,Y
ENSG00000124613,46.0,48,6,27342394,27371683,1,SSD,0.9583333333333334,Y
ENSG00000189266,48.0,48,1,24285599,24289952,1,SSD,1.0,Y
ENSG00000154237,22.0,48,15,101459420,101610317,1,ohno,0.4583333333333333,Y
ENSG00000174093,29.0,48,17,36337717,36421858,-1,SSD,0.6041666666666666,Y
ENSG00000171928,46.0,48,17,18684308,18710027,1,ohno,0.9583333333333334,Y
ENSG00000144028,16.0,48,2,96940074,96971297,-1,SSD,0.3333333333333333,Y
ENSG00000197822,21.0,46,5,68788119,68853931,1,singleton,0.4565217391304348,N
ENSG00000014138,16.0,48,11,65029233,65073060,1,singleton,0.3333333333333333,N
ENSG00000183423,21.0,47,4,110769358,110793471,1,SSD,0.44680851063829785,Y
ENSG00000167118,17.0,48,9,131133598,131153015,1,singleton,0.3541666666666667,Y
ENSG00000203880,27.0,48,20,62887094,62926855,1,ohno,0.5625,Y
ENSG00000214562,33.0,48,10,89117425,89130452,1,SSD,0.6875,Y
ENSG00000188529,19.0,48,1,24291294,24307417,-1,ohno,0.3958333333333333,Y
ENSG00000248905,14.0,47,15,33057747,33486897,-1,ohno,0.2978723404255319,N
ENSG00000167123,15.0,48,9,131174030,131199626,1,ohno,0.3125,N
ENSG00000138829,27.0,43,5,127593601,127994878,-1,ohno,0.627906976744186,Y
ENSG00000177685,21.0,48,11,826144,831991,1,ohno,0.4375,Y
ENSG00000168827,29.0,48,3,158362067,158410364,1,singleton,0.6041666666666666,Y
ENSG00000146555,17.0,47,7,3341080,4308632,1,ohno,0.3617021276595745,N
ENSG00000171860,15.0,48,12,8210898,8219067,-1,SSD,0.3125,Y
ENSG00000095917,41.0,46,16,1306060,1308532,1,SSD,0.8913043478260869,Y
ENSG00000105771,18.0,48,19,44235301,44259142,-1,singleton,0.375,Y
ENSG00000243566,47.0,48,7,76139745,76648340,1,SSD,0.9791666666666666,Y
ENSG00000120693,15.0,48,13,37418968,37494902,-1,ohno,0.3125,N
ENSG00000158106,22.0,48,8,144451057,144466390,1,ohno,0.4583333333333333,Y
ENSG00000228696,40.0,48,17,44352150,44439130,-1,SSD,0.8333333333333334,Y
ENSG00000103275,16.0,48,16,1355548,1377019,1,singleton,0.3333333333333333,N
ENSG00000169592,30.0,48,16,30006615,30017114,1,singleton,0.625,Y
ENSG00000181061,17.0,48,3,42798669,42846023,-1,SSD,0.3541666666666667,Y
ENSG00000180979,27.0,48,15,42834720,42841000,-1,SSD,0.5625,Y
ENSG00000173715,22.0,48,11,66511922,66610987,1,singleton,0.4583333333333333,Y
ENSG00000137434,14.0,48,6,10671651,10695030,-1,ohno,0.2916666666666667,N
ENSG00000137713,22.0,48,11,111597632,111637151,-1,SSD,0.4583333333333333,Y
ENSG00000125611,14.0,48,2,113341817,113346852,1,singleton,0.2916666666666667,N
ENSG00000204856,14.0,48,12,110906169,110928190,1,singleton,0.2916666666666667,N
ENSG00000013563,19.0,48,X,153629579,153640449,-1,ohno,0.3958333333333333,N
ENSG00000110900,16.0,47,12,31079362,31149534,1,ohno,0.3404255319148936,N
ENSG00000110665,17.0,47,11,2316875,2324279,-1,singleton,0.3617021276595745,N
ENSG00000157992,15.0,48,2,27665233,27669348,1,SSD,0.3125,N
ENSG00000136197,19.0,48,7,42948325,42951904,-1,singleton,0.3958333333333333,Y
ENSG00000166750,42.0,48,17,33570055,33600674,1,SSD,0.875,Y
ENSG00000152348,46.0,48,5,81267844,81572676,1,singleton,0.9583333333333334,Y
ENSG00000112530,25.0,46,6,163148164,163736524,1,SSD,0.5434782608695652,Y
ENSG00000143452,17.0,30,1,150670536,150693364,-1,SSD,0.5666666666666667,Y
ENSG00000167333,17.0,48,11,4619902,4629489,-1,SSD,0.3541666666666667,N
ENSG00000177697,44.0,48,11,832843,839831,1,ohno,0.9166666666666666,Y
ENSG00000125827,14.0,48,20,7957995,8000476,-1,ohno,0.2916666666666667,N
ENSG00000176681,48.0,48,17,44370099,44415160,1,SSD,1.0,Y
ENSG00000176022,26.0,48,1,1167629,1170421,1,ohno,0.5416666666666666,Y
ENSG00000014164,38.0,48,8,144519825,144623623,-1,SSD,0.7916666666666666,Y
ENSG00000198755,25.0,48,6,35436185,35438562,1,singleton,0.5208333333333334,Y
ENSG00000126804,15.0,48,14,64970430,65000408,1,SSD,0.3125,N
ENSG00000112697,14.0,48,6,75962640,75994684,-1,ohno,0.2916666666666667,N
ENSG00000172795,21.0,48,5,112312399,112356667,1,singleton,0.4375,Y
ENSG00000146707,48.0,48,7,76239303,76256578,-1,SSD,1.0,Y
ENSG00000115840,14.0,48,2,172640880,172864766,-1,ohno,0.2916666666666667,N
ENSG00000254901,19.0,48,19,19287712,19303400,-1,singleton,0.3958333333333333,Y
ENSG00000049283,15.0,46,17,48609904,48621111,1,ohno,0.32608695652173914,N
ENSG00000104518,38.0,48,8,144635377,144645232,1,SSD,0.7916666666666666,Y
ENSG00000053900,40.0,48,4,25378835,25420120,1,singleton,0.8333333333333334,Y
ENSG00000198909,18.0,48,17,61699775,61773663,1,ohno,0.375,Y
ENSG00000188921,14.0,48,9,20995306,21031635,-1,ohno,0.2916666666666667,N
ENSG00000115084,20.0,48,2,114462588,114514400,-1,singleton,0.4166666666666667,Y
ENSG00000137218,17.0,48,6,41737914,41754280,-1,ohno,0.3541666666666667,Y
ENSG00000104763,14.0,48,8,17913934,17942494,-1,SSD,0.2916666666666667,N
ENSG00000158163,24.0,48,3,137780832,137834660,-1,ohno,0.5,Y
ENSG00000196352,14.0,48,1,207494853,207534311,1,SSD,0.2916666666666667,N
ENSG00000013573,48.0,48,12,31226779,31257725,1,SSD,1.0,Y
ENSG00000124593,17.0,48,6,41748087,41757879,1,SSD,0.3541666666666667,Y
ENSG00000007516,18.0,48,16,1383602,1399439,1,ohno,0.375,N
ENSG00000196476,28.0,48,20,251504,271390,-1,singleton,0.5833333333333334,Y
ENSG00000153832,27.0,48,2,230787018,230877825,1,singleton,0.5625,Y
ENSG00000198682,16.0,48,10,89419370,89507462,1,ohno,0.3333333333333333,N
ENSG00000163131,34.0,48,1,150702672,150738433,-1,SSD,0.7083333333333334,Y
ENSG00000111237,19.0,48,12,110928902,110939922,-1,singleton,0.3958333333333333,Y
ENSG00000171444,24.0,48,5,112357796,112824527,-1,ohno,0.5,Y
ENSG00000214063,17.0,48,11,842808,867116,1,ohno,0.3541666666666667,N
ENSG00000141127,39.0,48,17,18743398,18834581,1,ohno,0.8125,Y
ENSG00000102125,15.0,48,X,153639854,153650065,1,singleton,0.3125,Y
ENSG00000109576,25.0,46,4,170981373,171012850,-1,singleton,0.5434782608695652,Y
ENSG00000064012,30.0,48,2,202098166,202152434,1,SSD,0.625,Y
ENSG00000119392,24.0,48,9,131266979,131304567,1,singleton,0.5,Y
ENSG00000186468,47.0,48,5,81569177,81574396,-1,singleton,0.9791666666666666,Y
ENSG00000198707,16.0,48,12,88442793,88535993,-1,singleton,0.3333333333333333,N
ENSG00000167637,20.0,48,19,44331444,44353307,1,SSD,0.4166666666666667,Y
ENSG00000132600,40.0,48,16,68344877,68392466,1,SSD,0.8333333333333334,Y
ENSG00000148690,41.0,48,10,95427640,95462329,-1,singleton,0.8541666666666666,Y
ENSG00000115368,19.0,48,2,190306159,190340291,1,singleton,0.3958333333333333,Y
ENSG00000101255,27.0,48,20,361261,378203,1,ohno,0.5625,Y
ENSG00000118017,32.0,42,3,137842560,137851229,-1,SSD,0.7619047619047619,Y
ENSG00000176222,34.0,48,19,44376515,44405537,-1,SSD,0.7083333333333334,Y
ENSG00000183474,15.0,48,5,68856035,68890550,1,SSD,0.3125,N
ENSG00000238083,48.0,48,17,44588877,44633016,1,SSD,1.0,Y
ENSG00000198818,19.0,48,6,166733216,166756079,-1,ohno,0.3958333333333333,Y
ENSG00000162572,20.0,48,1,1215816,1227409,1,SSD,0.4166666666666667,N
ENSG00000113396,20.0,42,5,127873706,128369335,1,ohno,0.4761904761904762,N
ENSG00000205464,48.0,48,5,81575281,81682796,1,ohno,1.0,Y
ENSG00000125826,18.0,48,20,388142,411610,1,ohno,0.375,Y
ENSG00000164404,17.0,48,5,132196873,132202576,-1,ohno,0.3541666666666667,N
ENSG00000198598,14.0,48,12,132312938,132336328,1,ohno,0.2916666666666667,N
ENSG00000239672,40.0,48,17,49230897,49239789,1,SSD,0.8333333333333334,Y
ENSG00000197279,14.0,48,6,28048753,28057341,1,SSD,0.2916666666666667,N
ENSG00000108107,32.0,48,19,55896713,55914612,1,singleton,0.6666666666666666,Y
ENSG00000135972,34.0,48,2,105654441,105716418,1,singleton,0.7083333333333334,Y
ENSG00000204920,35.0,48,19,44472014,44502477,1,SSD,0.7291666666666666,Y
ENSG00000214491,26.0,43,22,30918786,30942669,-1,SSD,0.6046511627906976,Y
ENSG00000183527,28.0,48,21,40546695,40555777,-1,singleton,0.5833333333333334,Y
ENSG00000198680,17.0,48,9,25676396,25678856,-1,singleton,0.3541666666666667,N
ENSG00000173621,15.0,48,11,66624118,66627946,1,SSD,0.3125,N
ENSG00000182446,24.0,48,17,79523913,79615495,-1,singleton,0.5,Y
ENSG00000130348,45.0,48,6,107077453,107116292,1,singleton,0.9375,Y
ENSG00000169857,21.0,48,15,34158428,34331377,-1,singleton,0.4375,Y
ENSG00000187325,35.0,48,X,77385245,77395203,-1,SSD,0.7291666666666666,Y
ENSG00000151657,16.0,48,10,7792925,7829990,-1,singleton,0.3333333333333333,N
ENSG00000198885,25.0,48,2,96991069,96994091,1,SSD,0.5208333333333334,Y
ENSG00000185838,21.0,48,22,19770747,19842462,-1,singleton,0.4375,Y
ENSG00000187664,18.0,45,19,19366450,19373605,-1,SSD,0.4,Y
ENSG00000177830,15.0,48,11,867357,915058,-1,singleton,0.3125,N
ENSG00000171798,20.0,46,10,134973951,135039916,1,singleton,0.43478260869565216,Y
ENSG00000185829,43.0,48,17,44594068,44657088,-1,SSD,0.8958333333333334,Y
ENSG00000107669,16.0,48,10,123499939,123688316,-1,singleton,0.3333333333333333,N
ENSG00000197599,41.0,48,16,1484384,1494557,-1,singleton,0.8541666666666666,Y
ENSG00000141338,18.0,48,17,66863433,66951533,-1,SSD,0.375,Y
ENSG00000006652,33.0,48,7,112063023,112121072,1,ohno,0.6875,Y
ENSG00000205572,15.0,48,5,69321074,69338940,1,SSD,0.3125,Y
ENSG00000157927,21.0,47,7,4836686,4923350,-1,ohno,0.44680851063829785,N
ENSG00000178386,29.0,48,19,44555520,44572144,1,SSD,0.6041666666666666,Y
ENSG00000186088,26.0,48,7,76940068,77045717,-1,singleton,0.5416666666666666,Y
ENSG00000078618,20.0,48,1,52254863,52344477,-1,SSD,0.4166666666666667,Y
ENSG00000215012,24.0,48,22,19833661,19842419,-1,singleton,0.5,Y
ENSG00000096872,39.0,48,9,26947037,27062928,1,singleton,0.8125,Y
ENSG00000204839,29.0,48,8,144648357,144655141,-1,ohno,0.6041666666666666,Y
ENSG00000026297,18.0,48,6,167342992,167370679,-1,SSD,0.375,Y
ENSG00000178980,17.0,48,19,48281829,48287943,1,SSD,0.3541666666666667,Y
ENSG00000124641,20.0,48,6,41873092,41888877,-1,singleton,0.4166666666666667,Y
ENSG00000001460,25.0,48,1,24683489,24743424,-1,singleton,0.5208333333333334,N
ENSG00000103249,31.0,48,16,1494935,1525581,-1,SSD,0.6458333333333334,Y
ENSG00000186026,14.0,48,19,44576297,44593766,1,SSD,0.2916666666666667,N
ENSG00000153339,14.0,48,18,29409136,29533099,-1,singleton,0.2916666666666667,N
ENSG00000143437,23.0,48,1,150782181,150849244,-1,ohno,0.4791666666666667,Y
ENSG00000175518,14.0,48,11,5535623,5537935,-1,SSD,0.2916666666666667,N
ENSG00000006282,47.0,48,17,48620419,48633213,1,singleton,0.9791666666666666,Y
ENSG00000144741,35.0,48,3,66119285,66438540,1,singleton,0.7291666666666666,Y
ENSG00000188690,41.0,48,10,127477146,127511817,-1,singleton,0.8541666666666666,Y
ENSG00000178971,18.0,48,17,8130191,8151362,-1,singleton,0.375,N
ENSG00000173156,33.0,48,11,66824289,66839484,1,SSD,0.6875,Y
ENSG00000047188,24.0,48,5,112849380,112930982,1,SSD,0.5,Y
ENSG00000112294,18.0,48,6,24495080,24537435,1,singleton,0.375,N
ENSG00000185339,14.0,48,22,31002825,31023265,1,SSD,0.2916666666666667,N
ENSG00000147813,46.0,48,8,144656955,144660819,-1,singleton,0.9583333333333334,Y
ENSG00000164494,18.0,48,6,107473761,107780768,-1,SSD,0.375,Y
ENSG00000121236,15.0,48,11,5617339,5634188,1,SSD,0.3125,N
ENSG00000079257,20.0,48,3,158363611,158390482,-1,SSD,0.4166666666666667,Y
ENSG00000110448,16.0,47,11,60869867,60895324,1,singleton,0.3404255319148936,Y
ENSG00000184434,16.0,30,9,26993134,27005691,-1,SSD,0.5333333333333333,Y
ENSG00000164118,18.0,48,4,175204828,175254531,1,singleton,0.375,Y
ENSG00000172123,22.0,48,17,33738079,33760302,-1,SSD,0.4583333333333333,Y
ENSG00000100036,14.0,48,22,31031639,31065003,1,singleton,0.2916666666666667,N
ENSG00000243678,37.0,48,17,49230920,49249108,1,SSD,0.7708333333333334,Y
ENSG00000077420,15.0,48,10,26727132,26856732,1,ohno,0.3125,N
ENSG00000167065,19.0,48,22,31048038,31063877,-1,ohno,0.3958333333333333,Y
ENSG00000165644,15.0,48,10,76993727,76995788,-1,singleton,0.3125,Y
ENSG00000001461,15.0,48,1,24742284,24799466,1,ohno,0.3125,N
ENSG00000117335,24.0,48,1,207925402,207968858,1,SSD,0.5,Y
ENSG00000100726,30.0,48,16,1543345,1560458,1,singleton,0.625,Y
ENSG00000179954,28.0,48,19,55999771,56030465,1,SSD,0.5833333333333334,Y
ENSG00000221838,31.0,48,7,99699172,99707968,1,SSD,0.6458333333333334,Y
ENSG00000079332,32.0,48,10,71907045,71930279,-1,ohno,0.6666666666666666,Y
ENSG00000184470,29.0,48,22,19863040,19929341,-1,SSD,0.6041666666666666,Y
ENSG00000168724,20.0,48,5,34929698,34959069,1,singleton,0.4166666666666667,Y
ENSG00000205571,26.0,48,5,69345350,69374349,1,SSD,0.5416666666666666,Y
ENSG00000169567,18.0,48,5,130494720,130507428,-1,ohno,0.375,N
ENSG00000164543,15.0,48,7,43622357,43666385,1,ohno,0.3125,N
ENSG00000171847,18.0,48,12,8373856,8380214,-1,SSD,0.375,N
ENSG00000187535,21.0,48,16,1560428,1662111,-1,singleton,0.4375,Y
ENSG00000078596,26.0,48,X,78615881,78623164,-1,ohno,0.5416666666666666,Y
ENSG00000147894,31.0,48,9,27546544,27573864,-1,singleton,0.6458333333333334,Y
ENSG00000151327,18.0,48,14,35514113,35582336,1,ohno,0.375,N
ENSG00000105499,28.0,48,19,48551100,48614074,-1,ohno,0.5833333333333334,Y
ENSG00000118855,14.0,48,3,158449987,158547508,1,singleton,0.2916666666666667,N
ENSG00000188493,25.0,48,19,41246761,41257458,-1,singleton,0.5208333333333334,Y
ENSG00000147408,36.0,48,8,19261672,19615540,-1,ohno,0.75,Y
ENSG00000181016,24.0,48,7,112120908,112131117,1,singleton,0.5,Y
ENSG00000167785,17.0,48,19,8920380,8943004,-1,SSD,0.3541666666666667,Y
ENSG00000114395,15.0,48,3,50388126,50395891,1,ohno,0.3125,N
ENSG00000106603,22.0,48,7,43648055,43769316,-1,singleton,0.4583333333333333,Y
ENSG00000132623,17.0,48,20,9966774,10037410,1,ohno,0.3541666666666667,N
ENSG00000173681,37.0,48,X,19930978,19988416,-1,SSD,0.7708333333333334,Y
ENSG00000155749,37.0,48,2,202152994,202222121,-1,singleton,0.7708333333333334,Y
ENSG00000093010,20.0,48,22,19929130,19957498,1,SSD,0.4166666666666667,N
ENSG00000172426,16.0,48,6,43612783,43640336,1,singleton,0.3333333333333333,Y
ENSG00000182093,28.0,48,21,40752170,40800454,1,singleton,0.5833333333333334,Y
ENSG00000185298,28.0,48,17,79633394,79640934,1,singleton,0.5833333333333334,Y
ENSG00000182218,14.0,46,14,100111447,100146906,1,ohno,0.3043478260869565,N
ENSG00000180817,28.0,48,10,71962586,71993667,-1,ohno,0.5833333333333334,Y
ENSG00000184277,15.0,48,15,102161847,102192594,-1,SSD,0.3125,N
ENSG00000148655,32.0,48,10,77360998,78319925,1,singleton,0.6666666666666666,Y
ENSG00000092020,19.0,48,14,35554673,35591723,-1,ohno,0.3958333333333333,Y
ENSG00000198937,24.0,48,6,37450696,37467698,-1,singleton,0.5,Y
ENSG00000196535,21.0,48,17,27400528,27507430,-1,ohno,0.4375,Y
ENSG00000130803,23.0,48,19,9251056,9274100,1,SSD,0.4791666666666667,Y
ENSG00000112139,32.0,48,6,37600284,37667082,-1,SSD,0.6666666666666666,Y
ENSG00000185418,14.0,48,15,102193801,102264807,-1,ohno,0.2916666666666667,N
ENSG00000157578,44.0,48,21,40777770,40817731,-1,ohno,0.9166666666666666,Y
ENSG00000127054,18.0,48,1,1246965,1260071,-1,SSD,0.375,N
ENSG00000127947,29.0,48,7,77166592,77269388,1,SSD,0.6041666666666666,Y
ENSG00000153157,20.0,48,6,10748027,10979553,1,ohno,0.4166666666666667,N
ENSG00000105486,18.0,48,19,48618702,48673860,-1,singleton,0.375,Y
ENSG00000188000,45.0,45,19,9296279,9299493,1,SSD,1.0,Y
ENSG00000154222,22.0,48,1,52811395,52831865,-1,ohno,0.4583333333333333,Y
ENSG00000206053,27.0,48,16,1728257,1752281,1,singleton,0.5625,Y
ENSG00000133103,17.0,48,13,40229764,40365802,1,singleton,0.3541666666666667,Y
ENSG00000141140,21.0,48,17,34851477,34899284,-1,SSD,0.4375,Y
ENSG00000185437,20.0,48,21,40817781,40887433,1,ohno,0.4166666666666667,Y
ENSG00000110628,27.0,48,11,2920951,2946476,1,SSD,0.5625,Y
ENSG00000099889,18.0,48,22,19957419,20004331,-1,ohno,0.375,N
ENSG00000188321,48.0,48,19,9434448,9461838,1,SSD,1.0,Y
ENSG00000106605,20.0,48,7,43798279,43846939,1,singleton,0.4166666666666667,N
ENSG00000124207,23.0,48,20,47662849,47713489,1,singleton,0.4791666666666667,Y
ENSG00000103599,14.0,47,15,67547138,67794598,1,singleton,0.2978723404255319,N
ENSG00000062370,20.0,47,19,44830708,44871377,-1,SSD,0.425531914893617,Y
ENSG00000173674,24.0,48,X,20142636,20159962,-1,SSD,0.5,Y
ENSG00000156990,35.0,48,3,9879533,9886286,-1,SSD,0.7291666666666666,Y
ENSG00000138381,37.0,48,2,190526111,190535557,1,singleton,0.7708333333333334,Y
ENSG00000214087,48.0,48,17,79648204,79650954,-1,singleton,1.0,Y
ENSG00000002919,27.0,48,17,46180719,46200436,1,SSD,0.5625,Y
ENSG00000144847,15.0,44,3,118619404,118864915,-1,SSD,0.3409090909090909,N
ENSG00000132274,15.0,48,11,5710919,5758319,1,SSD,0.3125,Y
ENSG00000145725,14.0,48,5,102455853,102548500,1,ohno,0.2916666666666667,N
ENSG00000235109,35.0,48,6,28292470,28324048,-1,SSD,0.7291666666666666,Y
ENSG00000012779,19.0,48,10,45869661,45941561,1,ohno,0.3958333333333333,N
ENSG00000241043,29.0,48,9,32566787,32568619,1,SSD,0.6041666666666666,Y
ENSG00000182903,15.0,48,4,419604,492945,-1,SSD,0.3125,N
ENSG00000259658,30.0,48,15,102277302,102285913,-1,SSD,0.625,Y
ENSG00000011260,15.0,48,17,49337889,49375297,1,singleton,0.3125,N
ENSG00000267508,25.0,48,19,44886459,44905774,-1,SSD,0.5208333333333334,Y
ENSG00000134748,19.0,48,1,52870236,52886511,1,singleton,0.3958333333333333,Y
ENSG00000167136,24.0,48,9,131580753,131584956,1,SSD,0.5,Y
ENSG00000198917,23.0,48,9,131581930,131592100,-1,singleton,0.4791666666666667,Y
ENSG00000149922,33.0,48,16,30097114,30103208,-1,SSD,0.6875,Y
ENSG00000137074,34.0,48,9,32972604,33025166,-1,SSD,0.7083333333333334,Y
ENSG00000167384,16.0,48,19,44979854,45004576,-1,SSD,0.3333333333333333,N
ENSG00000125337,25.0,46,6,168396921,168445769,1,SSD,0.5434782608695652,Y
ENSG00000172058,43.0,43,5,70196492,70214357,1,SSD,1.0,Y
ENSG00000172932,15.0,48,11,67056018,67069956,1,ohno,0.3125,Y
ENSG00000188629,43.0,48,19,9435021,9493293,1,SSD,0.8958333333333334,Y
ENSG00000116127,15.0,48,2,73612886,73837920,1,ohno,0.3125,N
ENSG00000181074,18.0,45,11,5775923,5776959,1,SSD,0.4,Y
ENSG00000182240,17.0,48,21,42539728,42654445,1,ohno,0.3541666666666667,N
ENSG00000174749,21.0,48,4,113066553,113116412,1,singleton,0.4375,Y
ENSG00000090238,32.0,48,16,30103635,30108236,-1,ohno,0.6666666666666666,Y
ENSG00000250067,15.0,48,19,19627036,19648390,1,ohno,0.3125,N
ENSG00000170606,14.0,48,5,132387654,132442141,1,ohno,0.2916666666666667,N
ENSG00000176273,18.0,48,10,95653730,95715819,1,singleton,0.375,Y
ENSG00000138660,14.0,48,4,113152893,113191203,1,singleton,0.2916666666666667,N
ENSG00000171757,16.0,48,3,169511216,169530774,-1,ohno,0.3333333333333333,Y
ENSG00000134744,40.0,48,1,52873954,53019159,-1,ohno,0.8333333333333334,Y
ENSG00000197774,15.0,48,16,1823208,1831709,1,ohno,0.3125,Y
ENSG00000073008,14.0,48,19,45147098,45166850,1,ohno,0.2916666666666667,N
ENSG00000125458,19.0,48,17,73126320,73127890,-1,SSD,0.3958333333333333,Y
ENSG00000174652,48.0,48,19,9523272,9546254,-1,SSD,1.0,Y
ENSG00000165406,23.0,48,10,45950035,46090354,-1,ohno,0.4791666666666667,Y
ENSG00000141076,40.0,48,16,69165194,69265033,1,singleton,0.8333333333333334,Y
ENSG00000135541,44.0,48,6,135604670,135818914,-1,SSD,0.9166666666666666,Y
ENSG00000183844,22.0,38,21,42676139,42729358,1,SSD,0.5789473684210527,N
ENSG00000150627,20.0,47,4,176986985,177103978,1,SSD,0.425531914893617,Y
