Ensembl Gene ID,affectedTissues,expressedTissues,Chromosome Name,Gene Start (bp),Gene End (bp),Strand,pLI,haplo,propOfExpressedAffectedByeQTL,affectedByBroad
ENSG00000133597,48.0,48,7,140372953,140396061,1,0.000169237561936908,N,1.0,Y
ENSG00000225921,46.0,48,6,13615559,13632971,1,0.0109601211451256,N,0.9583333333333334,Y
ENSG00000174579,47.0,48,3,135867764,135916083,-1,0.8896637418226941,N,0.9791666666666666,N
ENSG00000074755,46.0,48,17,3907739,4046314,-1,0.9999230906475741,Y,0.9583333333333334,Y
ENSG00000146476,45.0,48,6,151773422,151791236,1,5.45635216419942e-07,N,0.9375,N
ENSG00000130731,48.0,48,16,684429,686358,-1,0.004537253972936471,N,1.0,Y
ENSG00000079691,48.0,48,6,25279306,25620758,1,0.502318842467879,N,1.0,N
ENSG00000144120,48.0,48,2,120436743,120444083,1,0.428469415988159,N,1.0,N
ENSG00000171793,48.0,48,1,41445007,41478235,1,0.932192403965688,Y,1.0,Y
ENSG00000170619,48.0,48,8,146066427,146079121,-1,0.000302003112131852,N,1.0,N
ENSG00000112249,48.0,48,6,100956070,101329248,-1,1.4278811611232599e-10,N,1.0,Y
ENSG00000112977,48.0,48,5,10679342,10761384,-1,0.000324904230614164,N,1.0,Y
ENSG00000004487,48.0,48,1,23345941,23410182,1,0.991027964686515,Y,1.0,Y
ENSG00000079277,47.0,48,1,47023090,47082515,-1,0.00022239904268541293,N,0.9791666666666666,N
ENSG00000106263,48.0,48,7,2393721,2420380,1,0.999970669114633,Y,1.0,Y
ENSG00000112763,48.0,48,6,26458150,26476849,1,1.0746758855394099e-18,N,1.0,Y
ENSG00000115282,48.0,48,2,74710200,74722013,1,2.61841974324849e-15,N,1.0,N
ENSG00000107779,48.0,48,10,88516407,88692595,1,0.768624359128999,N,1.0,Y
ENSG00000114200,44.0,47,3,165490692,165555260,-1,4.44441991561661e-11,N,0.9361702127659576,N
ENSG00000183628,48.0,48,22,18893541,18901751,1,7.62101542352864e-07,N,1.0,Y
ENSG00000242689,48.0,48,11,58390146,58393198,1,0.000349252208597215,N,1.0,Y
ENSG00000188396,46.0,47,1,45271585,45272957,-1,0.20882353368189202,N,0.9787234042553192,Y
ENSG00000137409,48.0,48,6,36935917,36954074,-1,0.964878856015847,Y,1.0,Y
ENSG00000133805,48.0,48,11,10329860,10529126,1,1.3313454680315e-08,N,1.0,Y
ENSG00000103852,48.0,48,15,99676528,99791428,-1,4.3510217448644905e-16,N,1.0,N
ENSG00000120262,47.0,47,6,151815165,151942328,1,1.02112361613873e-19,N,1.0,Y
ENSG00000102781,48.0,48,13,30776767,30881621,-1,0.946326582546448,Y,1.0,N
ENSG00000077348,47.0,48,19,41892279,41903384,-1,0.00119255746638531,N,0.9791666666666666,N
ENSG00000197948,48.0,48,5,141018869,141030986,-1,1.9235076876350201e-16,N,1.0,Y
ENSG00000196284,48.0,48,6,44777054,45345690,-1,0.000109913332445794,N,1.0,Y
ENSG00000171867,47.0,48,20,4666882,4682236,1,0.0291390272600768,N,0.9791666666666666,N
ENSG00000149308,47.0,48,11,108027942,108093369,-1,0.14267656931501002,N,0.9791666666666666,N
ENSG00000160392,48.0,48,19,40825443,40854434,-1,0.802242558770503,N,1.0,Y
ENSG00000009844,46.0,48,6,142468367,142545826,1,0.0824061412273581,N,0.9583333333333334,N
ENSG00000120008,48.0,48,10,122610687,122669036,1,0.070328055046955,N,1.0,Y
ENSG00000072756,48.0,48,3,3168600,3192563,1,2.45863122935093e-06,N,1.0,Y
ENSG00000154945,48.0,48,17,48770551,48785285,-1,0.313648021576856,N,1.0,Y
ENSG00000131037,45.0,48,19,55583388,55599291,1,2.7451782934086202e-08,N,0.9375,N
ENSG00000146425,45.0,48,6,159057506,159065771,-1,0.0392109729198064,N,0.9375,N
ENSG00000174851,48.0,48,11,66052051,66056641,-1,2.08231700262511e-09,N,1.0,Y
ENSG00000149743,48.0,48,11,63991271,63993726,-1,0.008675849044639191,N,1.0,Y
ENSG00000135090,46.0,48,12,118587606,118810750,-1,0.999977597504952,Y,0.9583333333333334,N
ENSG00000109475,47.0,48,4,109541722,109551568,1,0.8916230971974408,N,0.9791666666666666,Y
ENSG00000161996,48.0,48,16,699311,717833,1,4.018055404978479e-46,N,1.0,Y
ENSG00000131023,48.0,48,6,149979289,150039392,-1,0.9999265262450648,Y,1.0,Y
ENSG00000133195,48.0,48,17,70642088,71088851,-1,7.77832608077154e-05,N,1.0,N
ENSG00000095787,48.0,48,10,28821422,28912041,1,0.999891942627968,Y,1.0,Y
ENSG00000188038,44.0,48,16,67918708,67922758,1,0.000386710849157266,N,0.9166666666666666,N
ENSG00000104980,48.0,48,19,7991603,8008805,-1,0.818201941811417,N,1.0,Y
ENSG00000171790,48.0,48,1,41481269,41488909,-1,0.000108969289298797,N,1.0,Y
ENSG00000256043,48.0,48,4,156845270,156875069,-1,6.3496157062382e-06,N,1.0,Y
ENSG00000141141,48.0,48,17,35969787,36003493,-1,1.44174737874652e-10,N,1.0,Y
ENSG00000163634,43.0,48,3,63819546,63849579,-1,0.9783204887451392,Y,0.8958333333333334,N
ENSG00000065413,48.0,48,2,197831741,198175897,-1,0.7759028116454041,N,1.0,N
ENSG00000174529,48.0,48,1,205052258,205053645,-1,0.000222028741737008,N,1.0,Y
ENSG00000145431,47.0,47,4,157681606,157892546,-1,0.9690610489299648,Y,1.0,Y
ENSG00000075975,48.0,48,3,12598513,12625212,1,0.4076289061470871,N,1.0,Y
ENSG00000181027,48.0,48,19,47249303,47280245,1,0.000382800164368902,N,1.0,Y
ENSG00000161513,48.0,48,17,72858619,72869156,-1,0.000894955007086674,N,1.0,N
ENSG00000151353,48.0,48,2,667335,677439,-1,0.0536351493645142,N,1.0,Y
ENSG00000138375,48.0,48,2,217277137,217347776,1,0.0003143585858420149,N,1.0,Y
ENSG00000113851,48.0,48,3,3190676,3221394,-1,0.0384944384873777,N,1.0,Y
ENSG00000105341,48.0,48,19,41937223,41946622,-1,5.8321895305678796e-05,N,1.0,Y
ENSG00000168904,47.0,48,15,99791567,99930934,1,8.59828754914425e-05,N,0.9791666666666666,N
ENSG00000117222,46.0,48,1,205055270,205091143,-1,0.9950541474294241,Y,0.9583333333333334,N
ENSG00000167311,46.0,46,11,3659733,3663546,-1,0.0172264751087272,N,1.0,N
ENSG00000167653,48.0,48,8,143751726,143764142,1,0.00894842686480651,N,1.0,Y
ENSG00000008283,43.0,48,17,61509665,61523739,-1,0.698896026820601,N,0.8958333333333334,N
ENSG00000105223,45.0,48,19,40854363,40886346,1,0.015972164288732,N,0.9375,N
ENSG00000152942,48.0,48,5,68665120,68710628,1,0.007697434911011391,N,1.0,Y
ENSG00000133687,48.0,48,12,29653773,29937692,-1,3.064915914230561e-07,N,1.0,Y
ENSG00000189403,48.0,48,13,31032884,31191734,-1,0.633893930973864,N,1.0,Y
ENSG00000149311,45.0,48,11,108093211,108239829,1,2.71064232749178e-30,N,0.9375,N
ENSG00000160886,46.0,46,8,143781529,143786545,1,0.000583632193494971,N,1.0,Y
ENSG00000101751,48.0,48,18,51795774,51847636,1,4.2696745646187795e-09,N,1.0,Y
ENSG00000100033,48.0,48,22,18900294,18924066,-1,4.75363149716848e-06,N,1.0,Y
ENSG00000182952,48.0,48,6,26538633,26546482,1,0.557082341510099,N,1.0,Y
ENSG00000125534,48.0,48,20,62152077,62153559,1,0.000225837231011149,N,1.0,Y
ENSG00000100209,48.0,48,22,29138019,29153503,1,0.000141919775298349,N,1.0,Y
ENSG00000123600,46.0,48,2,172173919,172291312,-1,1.4371707920175199e-09,N,0.9583333333333334,N
ENSG00000100744,44.0,48,14,96829814,96853625,1,0.7188161294379158,N,0.9166666666666666,N
ENSG00000173960,44.0,48,2,24150155,24227779,1,0.000588703494775096,N,0.9166666666666666,N
ENSG00000177675,43.0,48,12,7499281,7632493,-1,2.2169367976512198e-17,N,0.8958333333333334,N
ENSG00000101213,45.0,48,20,62159778,62168723,-1,1.1766325008469601e-07,N,0.9375,N
ENSG00000131748,48.0,48,17,37793318,37819737,1,0.149477765017096,N,1.0,N
ENSG00000118292,48.0,48,1,150240600,150253327,1,0.178651547006617,N,1.0,Y
ENSG00000170631,48.0,48,8,146155744,146176274,-1,4.5863333351480014e-12,N,1.0,N
ENSG00000105281,47.0,48,19,47278140,47291851,-1,0.0518112085245823,N,0.9791666666666666,N
ENSG00000070785,47.0,48,1,45316450,45452282,-1,0.39344024290771296,N,0.9791666666666666,N
ENSG00000146109,48.0,48,6,26597180,26600278,1,0.0271055673799205,N,1.0,Y
ENSG00000133059,48.0,48,1,205111632,205180727,-1,0.147285745754517,N,1.0,Y
ENSG00000176974,48.0,48,17,18231187,18266856,-1,1.861164770959089e-07,N,1.0,Y
ENSG00000130592,44.0,48,11,1874200,1913497,1,0.259641696484575,N,0.9166666666666666,N
ENSG00000144040,48.0,48,2,73169165,73302747,-1,0.0140304509437934,N,1.0,N
ENSG00000188385,48.0,48,10,133918175,133998313,1,0.053931825098126995,N,1.0,Y
ENSG00000141086,43.0,48,16,67961543,67966317,-1,7.86917801865378e-06,N,0.8958333333333334,N
ENSG00000136682,48.0,48,2,114195268,114253766,1,0.9670707956237241,Y,1.0,N
ENSG00000166845,47.0,48,18,51884287,51911588,1,6.0129158241680804e-06,N,0.9791666666666666,N
ENSG00000113594,47.0,47,5,38475065,38608456,-1,0.00100684330037545,N,1.0,N
ENSG00000092820,45.0,48,6,159186773,159240444,-1,0.9881101896800172,Y,0.9375,N
ENSG00000144455,48.0,48,3,3742498,4508965,-1,0.0425777224004311,N,1.0,Y
ENSG00000114054,48.0,48,3,135969148,136056738,1,0.000735839433891269,N,1.0,Y
ENSG00000132952,44.0,48,13,31191830,31233686,1,0.49129698002703703,N,0.9166666666666666,N
ENSG00000156515,47.0,48,10,71029740,71161638,1,0.555733310453426,N,0.9791666666666666,N
ENSG00000197496,47.0,47,20,45338126,45364965,1,0.008201737083364991,N,1.0,N
ENSG00000177042,48.0,48,11,695428,705028,1,4.9135476709830386e-05,N,1.0,Y
ENSG00000166801,48.0,48,11,58910221,58922512,1,3.22456890783558e-09,N,1.0,Y
ENSG00000090266,47.0,48,7,140390577,140422590,1,0.0118150668313523,N,0.9791666666666666,N
ENSG00000130193,48.0,48,8,143808621,143818345,1,0.0242798295662762,N,1.0,Y
ENSG00000163635,48.0,48,3,63850233,63989138,1,0.9285560275036159,Y,1.0,Y
ENSG00000110011,46.0,48,11,63997750,64001758,1,6.43771101373159e-06,N,0.9583333333333334,N
ENSG00000175893,48.0,48,9,14611069,14693469,-1,0.0512303788505532,N,1.0,Y
ENSG00000174684,48.0,48,11,66112843,66115163,-1,0.159379726862654,N,1.0,Y
ENSG00000089057,48.0,48,20,4833002,4990939,-1,0.511221636863337,N,1.0,Y
ENSG00000001167,48.0,48,6,41040684,41067715,1,0.0220592707694253,N,1.0,Y
ENSG00000132965,46.0,48,13,31309645,31338556,1,0.8461846818950409,N,0.9583333333333334,Y
ENSG00000165424,47.0,48,10,81142081,81205383,-1,0.4735468513532671,N,0.9791666666666666,N
ENSG00000174132,48.0,48,5,99871009,99922445,1,0.000618293705839529,N,1.0,Y
ENSG00000181827,48.0,48,15,56379478,56535483,-1,0.999680946335938,Y,1.0,N
ENSG00000110042,48.0,48,11,58938903,58976060,1,0.5941442050081039,N,1.0,N
ENSG00000102802,48.0,48,13,31480328,31499709,1,0.0006670541004448057,N,1.0,Y
ENSG00000140057,45.0,48,14,96858448,96955764,1,9.78990970793468e-09,N,0.9375,Y
ENSG00000142973,48.0,48,1,47223510,47285085,1,5.37386386780508e-10,N,1.0,Y
ENSG00000127952,48.0,48,7,75625656,75677322,-1,0.00974654300814003,N,1.0,Y
ENSG00000120318,47.0,47,5,141032968,141061788,-1,0.9675050289473459,Y,1.0,N
ENSG00000213398,45.0,48,16,67973653,67978034,-1,0.49643571628055294,N,0.9375,N
ENSG00000138246,48.0,48,3,132136370,132257876,1,0.999999999681765,Y,1.0,Y
ENSG00000144369,48.0,48,2,187558698,187630685,1,0.0574213565538764,N,1.0,N
ENSG00000151575,46.0,46,15,56536207,56738195,1,2.58827295083548e-17,N,1.0,Y
ENSG00000196693,48.0,48,10,43084555,43133992,-1,2.2538089736893397e-06,N,1.0,Y
ENSG00000038945,48.0,48,8,15965387,16424999,-1,8.208268410732781e-16,N,1.0,N
ENSG00000160408,44.0,48,9,130647600,130667687,-1,0.00205356014302079,N,0.9166666666666666,N
ENSG00000177683,48.0,48,7,108194987,108210194,-1,0.00279203530856965,N,1.0,Y
ENSG00000165733,48.0,48,10,43278249,43330385,1,0.9952870364075628,Y,1.0,Y
ENSG00000182307,48.0,48,8,146277764,146281416,1,6.35413220057411e-05,N,1.0,N
ENSG00000125503,48.0,48,19,55602281,55628927,-1,0.46212092706935204,N,1.0,Y
ENSG00000169641,48.0,48,1,23410516,23504301,-1,0.28784625609898196,N,1.0,Y
ENSG00000130363,48.0,48,6,159393903,159421219,-1,0.0013962315925126099,N,1.0,Y
ENSG00000140983,48.0,48,16,718086,724174,1,9.27430835542939e-12,N,1.0,Y
ENSG00000223802,45.0,48,19,18979361,19007536,-1,0.0454570437212016,N,0.9375,N
ENSG00000170364,48.0,48,3,4344988,4359251,1,0.00213127902514751,N,1.0,Y
ENSG00000129595,48.0,48,5,111478138,111755013,-1,1.98631994116418e-11,N,1.0,Y
ENSG00000183762,46.0,48,22,29469066,29564321,1,0.37297165573060403,N,0.9583333333333334,N
ENSG00000138587,48.0,48,15,56713742,56757335,-1,5.525561548280889e-14,N,1.0,N
ENSG00000116035,43.0,44,2,71127720,71160576,1,0.315038571131068,N,0.9772727272727272,N
ENSG00000196704,48.0,48,17,66243715,66253297,1,1.54653236502662e-08,N,1.0,Y
ENSG00000092094,48.0,48,14,20914570,20923264,-1,1.79721398649986e-05,N,1.0,Y
ENSG00000089063,48.0,48,20,5080486,5093749,-1,0.0138196085002164,N,1.0,Y
ENSG00000115234,43.0,48,2,27593389,27599995,1,0.686180301198043,N,0.8958333333333334,N
ENSG00000146833,48.0,48,7,99474581,99517223,-1,1.68258188143666e-06,N,1.0,Y
ENSG00000187145,48.0,48,1,150266289,150281414,1,0.353450051428985,N,1.0,Y
ENSG00000179528,44.0,48,2,74724644,74730443,-1,0.617324061969185,N,0.9166666666666666,N
ENSG00000065154,46.0,48,10,126085872,126107545,-1,0.0007219473976161782,N,0.9583333333333334,N
ENSG00000173486,44.0,48,11,64008475,64011604,1,0.30715955557436403,N,0.9166666666666666,N
ENSG00000126107,47.0,48,1,45468212,45477001,-1,0.0170427799161936,N,0.9791666666666666,Y
ENSG00000070413,48.0,48,22,19023795,19109967,-1,0.00109593805086936,N,1.0,Y
ENSG00000007129,47.0,47,19,42055886,42093197,1,2.3792771867508905e-10,N,1.0,Y
ENSG00000156103,45.0,45,8,89044237,89340254,-1,0.9169740837641728,Y,1.0,Y
ENSG00000058063,46.0,48,3,182511288,182639423,1,0.9928348509497559,Y,0.9583333333333334,N
ENSG00000186399,48.0,48,15,30695943,30706463,-1,0.17504782383185302,N,1.0,Y
ENSG00000116039,45.0,46,2,71163012,71192536,1,0.000244050365843846,N,0.9782608695652174,N
ENSG00000186889,48.0,48,2,62727356,62739029,-1,0.00402396190447031,N,1.0,Y
ENSG00000133704,48.0,48,12,30781922,30848920,-1,0.9797838027524499,Y,1.0,Y
ENSG00000068305,48.0,48,15,100017370,100256671,1,0.7371699832730759,N,1.0,N
ENSG00000204217,47.0,48,2,203241659,203432474,1,0.996668086457278,Y,0.9791666666666666,Y
ENSG00000186281,48.0,48,2,96687694,96705199,-1,0.0016122998449236,N,1.0,Y
ENSG00000173457,48.0,48,11,64011956,64014413,-1,0.7092044243767759,N,1.0,Y
ENSG00000172554,45.0,45,2,946554,1371385,1,9.176088323438448e-07,N,1.0,N
ENSG00000166510,48.0,48,18,52568740,52626739,-1,6.413175498689771e-07,N,1.0,Y
ENSG00000105352,44.0,44,19,42125344,42133442,-1,1.6795950358530599e-06,N,1.0,N
ENSG00000136213,45.0,48,7,2443223,2474242,1,0.000240662916934188,N,0.9375,N
ENSG00000119782,46.0,48,2,24272571,24286551,1,0.008885327126569791,N,0.9583333333333334,N
ENSG00000197629,47.0,47,11,58975983,58980424,-1,3.4567830424864704e-12,N,1.0,N
ENSG00000074621,48.0,48,15,65903704,65953333,1,0.00012720101228233204,N,1.0,Y
ENSG00000137871,44.0,48,15,56922379,57210769,-1,0.8201280474489041,N,0.9166666666666666,N
ENSG00000139531,48.0,48,12,56390964,56400425,1,0.0020847686575054198,N,1.0,Y
ENSG00000261794,48.0,48,15,30896329,30906764,1,3.19984019621833e-05,N,1.0,N
ENSG00000135124,48.0,48,12,121647660,121671909,1,2.3680065375489603e-09,N,1.0,Y
ENSG00000151640,47.0,48,10,134000404,134019280,1,5.8578819891943806e-06,N,0.9791666666666666,N
ENSG00000155970,47.0,48,8,16884747,16980153,1,3.12316752281864e-06,N,0.9791666666666666,Y
ENSG00000151466,47.0,48,4,129786076,130014764,-1,5.17317913653687e-12,N,0.9791666666666666,N
ENSG00000108439,48.0,48,17,46018872,46025654,1,3.718960878307089e-05,N,1.0,Y
ENSG00000110025,48.0,48,11,64794880,64808044,1,0.000705751006111747,N,1.0,Y
ENSG00000100263,48.0,48,22,29655841,29664198,-1,2.03589668904127e-05,N,1.0,Y
ENSG00000187951,46.0,48,15,30916697,31065196,1,0.0721323428905467,N,0.9583333333333334,N
ENSG00000155158,46.0,48,9,15163620,15307358,-1,1.06813738722138e-11,N,0.9583333333333334,N
ENSG00000166881,48.0,48,12,57449426,57481846,-1,0.0290896643526579,N,1.0,Y
ENSG00000175471,44.0,48,5,94039446,94620279,-1,0.00988911824115707,N,0.9166666666666666,N
ENSG00000187676,48.0,48,13,31774073,31906413,1,2.01556582308315e-10,N,1.0,Y
ENSG00000167103,47.0,48,9,130683158,130693076,-1,4.90216675296999e-06,N,0.9791666666666666,N
ENSG00000103269,46.0,48,16,725666,728268,1,0.494734021596252,N,0.9583333333333334,N
ENSG00000106009,47.0,48,7,2577511,2595361,-1,3.8583478138031395e-09,N,0.9791666666666666,N
ENSG00000125945,48.0,48,1,23685941,23695935,-1,0.304488387158864,N,1.0,Y
ENSG00000155561,44.0,48,7,135242667,135333505,1,0.999998807559353,Y,0.9166666666666666,N
ENSG00000101216,48.0,48,20,62218955,62258394,-1,0.990659130636514,Y,1.0,Y
ENSG00000249087,48.0,48,1,23695490,23698332,1,0.000260771141851481,N,1.0,Y
ENSG00000169490,45.0,48,8,38846327,38854343,-1,0.07102887156302701,N,0.9375,N
ENSG00000107798,48.0,48,10,90973326,91174314,-1,0.0112778036759298,N,1.0,N
ENSG00000042753,45.0,48,19,47341393,47354249,-1,0.919495985397116,Y,0.9375,N
ENSG00000112782,46.0,47,6,45868045,46048132,-1,0.0018768511591618106,N,0.9787234042553192,N
ENSG00000132646,46.0,48,20,5095599,5107272,-1,0.937503505123045,Y,0.9583333333333334,N
ENSG00000254986,48.0,48,11,66247484,66277130,1,4.36332090330589e-09,N,1.0,Y
ENSG00000104219,47.0,48,8,17013538,17082308,1,0.00703300683867723,N,0.9791666666666666,N
ENSG00000113621,48.0,48,5,134209493,134237215,1,0.10918271265452804,N,1.0,N
ENSG00000100577,48.0,48,14,77787227,77797940,1,1.0685225841436301e-05,N,1.0,Y
ENSG00000204219,46.0,48,1,23707554,23751233,-1,0.000965885853095805,N,0.9583333333333334,N
ENSG00000111530,46.0,48,12,67663061,67713731,1,0.999927001146307,Y,0.9583333333333334,N
ENSG00000186160,43.0,44,1,47533160,47583991,1,5.28062048296512e-06,N,0.9772727272727272,N
ENSG00000136908,47.0,48,9,130697378,130700763,-1,0.0198009574006693,N,0.9791666666666666,N
ENSG00000197457,44.0,48,20,62271061,62284780,-1,0.489817097149277,N,0.9166666666666666,N
ENSG00000163510,48.0,48,2,180809603,180871840,-1,0.0181890738297984,N,1.0,Y
ENSG00000103266,43.0,48,16,730224,732870,1,0.0425338864217666,N,0.8958333333333334,N
ENSG00000168061,47.0,48,11,64808373,64812300,1,4.6235978287880894e-05,N,0.9791666666666666,N
ENSG00000137628,48.0,48,4,169137444,169239958,-1,3.67465810588512e-10,N,1.0,N
ENSG00000104312,46.0,48,8,90769975,90803291,1,0.554263285932167,N,0.9583333333333334,N
ENSG00000177575,46.0,48,12,7623409,7656489,-1,0.0151369036126436,N,0.9583333333333334,Y
ENSG00000066185,48.0,48,1,42896000,42921938,-1,0.00105994735075674,N,1.0,Y
ENSG00000203546,47.0,47,14,31803518,31926647,-1,0.172135496707513,N,1.0,Y
ENSG00000126088,48.0,48,1,45477819,45481247,1,0.00014220958890437198,N,1.0,Y
ENSG00000050393,48.0,48,6,13786789,13814800,-1,0.00156303078281646,N,1.0,N
ENSG00000129480,48.0,48,14,31915242,31926716,-1,0.0017081491154588696,N,1.0,Y
ENSG00000166323,48.0,48,11,108179246,108338258,-1,8.78129550119407e-17,N,1.0,Y
ENSG00000039560,46.0,48,5,34656342,34832732,1,0.487656416164767,N,0.9583333333333334,N
ENSG00000138119,48.0,48,10,95066186,95242074,-1,2.08401244116976e-36,N,1.0,Y
ENSG00000090060,48.0,48,14,96967770,97033448,1,0.999971689697056,Y,1.0,N
ENSG00000167106,45.0,48,9,130702858,130742792,-1,0.4303470650565179,N,0.9375,N
ENSG00000151413,48.0,48,14,31959162,32330430,1,0.00200988228068456,N,1.0,Y
ENSG00000162366,44.0,48,1,47649265,47656716,-1,0.00048406475540640196,N,0.9166666666666666,N
ENSG00000168958,48.0,48,2,228189867,228222550,1,0.375813389382855,N,1.0,Y
ENSG00000119013,44.0,48,2,201936156,201950473,1,0.0425652843014725,N,0.9166666666666666,N
ENSG00000168060,48.0,48,11,64812290,64826021,-1,3.83011320553878e-12,N,1.0,N
ENSG00000167565,47.0,48,19,40946751,40950612,-1,0.0653917301176075,N,0.9791666666666666,Y
ENSG00000115524,48.0,48,2,198254508,198299815,-1,0.999999972774106,Y,1.0,Y
ENSG00000170915,48.0,48,6,52226219,52272575,1,0.17786881683175002,N,1.0,Y
ENSG00000186522,48.0,48,2,110300559,110371783,-1,0.00288328636526247,N,1.0,Y
ENSG00000164975,48.0,48,9,15422702,15465951,1,5.539011976071862e-05,N,1.0,Y
ENSG00000163637,45.0,48,3,64079543,64431152,-1,0.987837185730764,Y,0.9375,N
ENSG00000123411,48.0,48,12,56401443,56432219,1,0.9536081210963208,Y,1.0,Y
ENSG00000171169,47.0,48,9,130823512,130830485,-1,0.0225455776754148,N,0.9791666666666666,N
ENSG00000090013,45.0,48,19,40953696,40971747,-1,4.13261164472061e-05,N,0.9375,N
ENSG00000241837,48.0,48,21,35275757,35288284,-1,0.434076662830685,N,1.0,Y
ENSG00000088280,48.0,48,1,23755056,23811061,-1,2.35907220968951e-10,N,1.0,Y
ENSG00000096093,48.0,48,6,52285106,52387892,1,5.05957542028851e-12,N,1.0,Y
ENSG00000104320,46.0,48,8,90945564,91015456,-1,1.7440359545662898e-10,N,0.9583333333333334,N
ENSG00000258366,48.0,48,20,62289163,62328416,1,0.777758475451746,N,1.0,N
ENSG00000146701,48.0,48,7,75677369,75696826,1,0.17760513590167298,N,1.0,N
ENSG00000166912,48.0,48,15,31231144,31283810,-1,0.0350497967234235,N,1.0,N
ENSG00000100056,48.0,48,22,19117792,19132197,-1,9.97852446509117e-06,N,1.0,N
ENSG00000161999,48.0,48,16,731671,734529,-1,3.79963968099618e-10,N,1.0,Y
ENSG00000198270,48.0,48,12,112369086,112450970,-1,1.1499909147581695e-09,N,1.0,Y
ENSG00000186409,47.0,48,1,42929001,43120335,1,6.0667458022895085e-12,N,0.9791666666666666,N
ENSG00000115307,48.0,48,2,74753772,74757066,-1,0.0241550475219776,N,1.0,Y
ENSG00000174514,44.0,48,1,205538013,205572046,1,0.0099886567002245,N,0.9166666666666666,N
ENSG00000090263,48.0,48,7,140705854,140715028,-1,0.00339571782411825,N,1.0,Y
ENSG00000151470,48.0,48,4,130014472,130037795,1,0.000824304469823587,N,1.0,Y
ENSG00000006715,48.0,48,7,38762563,38971994,-1,1.16349819146267e-08,N,1.0,Y
ENSG00000167740,48.0,48,17,4046462,4090605,1,4.57076963496539e-05,N,1.0,Y
ENSG00000174899,44.0,44,3,157261035,157395538,1,0.0392312788649,N,1.0,N
ENSG00000165752,48.0,48,10,134020996,134145351,-1,0.30970976927086796,N,1.0,N
ENSG00000105669,48.0,48,19,19010323,19030206,-1,0.6166479413461999,N,1.0,Y
ENSG00000142230,46.0,48,19,47616531,47713886,1,0.9889524223969408,Y,0.9583333333333334,N
ENSG00000100075,46.0,48,22,19163095,19166343,-1,0.633538572578213,N,0.9583333333333334,N
ENSG00000101290,46.0,48,20,5107432,5178533,1,6.78080961217838e-05,N,0.9583333333333334,N
ENSG00000132570,48.0,48,5,134240596,134343649,1,0.0030625964372267603,N,1.0,Y
ENSG00000127580,48.0,48,16,734622,740444,-1,0.00470241623358303,N,1.0,Y
ENSG00000115129,47.0,48,2,24300303,24308731,-1,3.7580421810693004e-07,N,0.9791666666666666,N
ENSG00000163125,48.0,48,1,150335567,150449042,1,0.9999773105580992,Y,1.0,Y
ENSG00000115602,46.0,47,2,102927962,102968497,1,1.2806032475197693e-07,N,0.9787234042553192,N
ENSG00000184903,48.0,48,7,110303110,111202573,-1,0.0407609178597598,N,1.0,Y
ENSG00000107902,48.0,48,10,126150403,126306457,1,1.59687423011584e-06,N,1.0,Y
ENSG00000205670,48.0,48,21,35747779,35780164,1,0.5566827875001961,N,1.0,Y
ENSG00000146457,47.0,48,6,160146617,160177351,1,0.995576734722068,Y,0.9791666666666666,Y
ENSG00000164418,44.0,45,6,101846664,102517958,1,0.994567954112697,Y,0.9777777777777776,N
ENSG00000181381,48.0,48,4,169277886,169458937,-1,8.16952566679389e-30,N,1.0,Y
ENSG00000115705,48.0,48,2,1377995,1547483,1,1.3559687560264305e-07,N,1.0,Y
ENSG00000197756,48.0,48,2,217362912,217443903,1,0.0047707654444700395,N,1.0,Y
ENSG00000113360,48.0,48,5,31400604,31532303,-1,0.9963996484020601,Y,1.0,Y
ENSG00000069275,48.0,48,1,205681947,205719404,-1,0.9792376579358008,Y,1.0,Y
ENSG00000185340,48.0,48,22,29702572,29708774,1,0.7004304035588679,N,1.0,Y
ENSG00000013364,48.0,48,16,29831715,29859355,1,0.007448524987621909,N,1.0,N
ENSG00000178202,48.0,48,11,108342832,108369159,-1,1.57001885647098e-08,N,1.0,Y
ENSG00000103260,44.0,48,16,765115,769655,1,0.0818044356695418,N,0.9166666666666666,N
ENSG00000148334,43.0,48,9,130882972,130890741,-1,2.0724197449674693e-05,N,0.8958333333333334,N
ENSG00000111596,48.0,48,12,70636774,70748773,1,0.9998685971547728,Y,1.0,N
ENSG00000180155,48.0,48,8,143845752,143859640,-1,0.110678246204466,N,1.0,N
ENSG00000003436,48.0,48,2,188328957,188430487,-1,0.0253229555895134,N,1.0,Y
ENSG00000166900,45.0,48,11,59480929,59573354,1,0.630609378340344,N,0.9375,N
ENSG00000150093,46.0,48,10,33189247,33294720,-1,0.9141116408851768,Y,0.9583333333333334,N
ENSG00000111450,48.0,48,12,131274145,131323811,-1,0.000386515733492941,N,1.0,Y
ENSG00000137700,48.0,48,11,118894824,118901616,-1,0.000674732363421853,N,1.0,Y
ENSG00000159200,47.0,48,21,35885440,35987441,-1,0.557669158298526,N,0.9791666666666666,N
ENSG00000169826,47.0,48,10,43633934,43680756,1,0.45124063492778704,N,0.9791666666666666,Y
ENSG00000120437,48.0,48,6,160181360,160200144,1,1.26453863126978e-05,N,1.0,N
ENSG00000108465,48.0,48,17,46045176,46059140,1,2.8653949299435e-12,N,1.0,Y
