	Ensembl Gene ID	affectedTissues	expressedTissues	Chromosome Name	Gene Start (bp)	Gene End (bp)	Strand	pLI	haplo	propOfExpressedAffectedByeQTL
2674	ENSG00000104325	45.0	48	8	91013633	91064320	1	1.66744250187555e-05	N	0.9375
2675	ENSG00000166886	5.0	48	12	57482677	57489259	1	0.9875351977539008	Y	0.10416666666666667
2676	ENSG00000162300	3.0	48	11	64851695	64855870	1	0.6547393091434821	N	0.0625
2677	ENSG00000159216	6.0	48	21	36160098	37376965	-1	0.449323606506754	N	0.125
2678	ENSG00000073536	23.0	48	17	33455772	33469334	-1	0.0539875179436926	N	0.4791666666666667
2679	ENSG00000162415	43.0	48	1	45482071	45771881	-1	0.11687909576938303	N	0.8958333333333334
2680	ENSG00000070371	47.0	48	22	19166986	19279239	-1	1.2407556782991899e-26	N	0.9791666666666666
2681	ENSG00000167656	38.0	48	8	143866296	143868008	-1	0.000620135417616238	N	0.7916666666666666
2682	ENSG00000142025	3.0	4	19	42348806	42356401	1	0.7265276941928441	N	0.75
2683	ENSG00000134827	1.0	32	11	59620273	59634048	-1	3.85562988627718e-16	N	0.03125
2684	ENSG00000083642	42.0	48	13	33160564	33352157	1	0.99991240409457	Y	0.875
2685	ENSG00000105321	31.0	48	19	47759237	47775210	1	1.56831799563654e-06	N	0.6458333333333334
2686	ENSG00000103769	15.0	48	15	66018392	66184329	1	0.983220856534547	Y	0.3125
2687	ENSG00000124571	10.0	48	6	43490072	43543812	-1	0.999999368728011	Y	0.20833333333333334
2688	ENSG00000104499	1.0	2	8	143915663	143997922	1	0.439134841904715	N	0.5
2689	ENSG00000177542	17.0	48	11	790475	798316	-1	0.5684055649498649	N	0.3541666666666667
2690	ENSG00000185722	41.0	48	17	4067201	4167274	-1	0.9946328876881372	Y	0.8541666666666666
2691	ENSG00000173153	3.0	48	11	64073044	64084215	1	0.527244156756672	N	0.0625
2692	ENSG00000164707	44.0	48	7	135365985	135414006	-1	0.9155508505913392	Y	0.9166666666666666
2693	ENSG00000093183	48.0	48	3	42589461	42642572	-1	1.72380785269272e-06	N	1.0
2694	ENSG00000113520	8.0	9	5	132009678	132018368	1	0.168021415276942	N	0.8888888888888888
2695	ENSG00000006534	48.0	48	11	67776048	67796744	1	3.93511223222023e-05	N	1.0
2696	ENSG00000139644	1.0	48	12	50101508	50158717	1	0.0161697441134311	N	0.020833333333333332
2697	ENSG00000171159	46.0	48	9	130922539	130926207	1	0.0164936296194712	N	0.9583333333333334
2698	ENSG00000128849	28.0	47	15	57668165	57842925	1	9.04937499888625e-14	N	0.5957446808510638
2699	ENSG00000148672	47.0	48	10	88810243	88854623	-1	0.0139354648468801	N	0.9791666666666666
2700	ENSG00000257727	46.0	48	12	56703626	56710120	-1	0.0300953472407302	N	0.9583333333333334
2701	ENSG00000186603	1.0	48	1	45792545	45794347	1	0.0139648272169788	N	0.020833333333333332
2702	ENSG00000129116	26.0	48	4	169418217	169849608	1	6.63951548296594e-05	N	0.5416666666666666
2703	ENSG00000167775	33.0	48	19	8367011	8373240	-1	0.0599265597352726	N	0.6875
2704	ENSG00000152705	4.0	48	5	134303596	134347392	1	0.00048720154407268495	N	0.08333333333333333
2705	ENSG00000172954	48.0	48	2	30670092	30867091	1	0.000175609752118781	N	1.0
2706	ENSG00000141096	15.0	44	16	68009566	68014732	-1	9.135719639541392e-07	N	0.3409090909090909
2707	ENSG00000143374	48.0	48	1	150459887	150480078	1	1.87455824083767e-08	N	1.0
2708	ENSG00000162877	48.0	48	1	205797150	205819260	-1	1.26770298960659e-09	N	1.0
2709	ENSG00000167536	36.0	48	17	27224799	27230089	-1	0.000234050386511642	N	0.75
2710	ENSG00000173068	7.0	46	9	16409501	16870841	-1	0.9994656452651112	Y	0.15217391304347827
2711	ENSG00000129991	21.0	48	19	55663137	55669141	-1	0.17189531304091502	N	0.4375
2712	ENSG00000214013	37.0	48	15	42565431	42645864	1	2.37915434464825e-21	N	0.7708333333333334
2713	ENSG00000198178	3.0	4	12	7882011	7904201	-1	0.000999349230166641	N	0.75
2714	ENSG00000197405	26.0	48	19	47793280	47825323	1	0.00041636550177788197	N	0.5416666666666666
2715	ENSG00000119922	12.0	48	10	91061712	91069033	1	0.00148220080965614	N	0.25
2716	ENSG00000148985	26.0	48	11	3818954	3847601	1	0.15222416020635002	N	0.5416666666666666
2717	ENSG00000134830	3.0	48	19	47835404	47846606	1	0.0231409770825171	N	0.0625
2718	ENSG00000179941	39.0	48	12	76738254	76742222	-1	6.782473578734079e-09	N	0.8125
2719	ENSG00000165782	6.0	48	14	20925878	20929771	-1	0.8003995098276531	N	0.125
2720	ENSG00000197114	34.0	48	20	62338817	62367494	1	2.80185523268214e-05	N	0.7083333333333334
2721	ENSG00000003989	31.0	48	8	17354597	17428082	1	1.1726426517571e-08	N	0.6458333333333334
2722	ENSG00000118513	2.0	40	6	135502453	135540311	1	0.8818475105714799	N	0.05
2723	ENSG00000144031	43.0	48	2	71205510	71212626	1	0.000455607586717175	N	0.8958333333333334
2724	ENSG00000187961	48.0	48	1	895967	901095	1	2.5167626607024804e-07	N	1.0
2725	ENSG00000105372	48.0	48	19	42363988	42376994	1	0.9239928000872488	Y	1.0
2726	ENSG00000124635	36.0	48	6	27093676	27100541	-1	0.47884211441258	N	0.75
2727	ENSG00000099256	48.0	48	10	25137536	25241533	-1	5.278282460841821e-09	N	1.0
2728	ENSG00000198915	46.0	48	10	43689983	43762367	-1	0.910096302244158	Y	0.9583333333333334
2729	ENSG00000134815	48.0	48	19	47852538	47885961	1	2.87824570211658e-08	N	1.0
2730	ENSG00000007968	12.0	34	1	23832922	23857712	-1	0.914702778499156	Y	0.35294117647058826
2731	ENSG00000180537	27.0	45	6	13924677	13980533	1	0.0120687768208081	N	0.6
2732	ENSG00000112110	48.0	48	6	160210844	160219468	1	0.000794102804498299	N	1.0
2733	ENSG00000213722	48.0	48	6	31694815	31698394	-1	0.842139471278318	N	1.0
2734	ENSG00000164187	48.0	48	5	36098514	36152063	-1	0.0145652183487776	N	1.0
2735	ENSG00000103253	48.0	48	16	776936	785525	1	0.000148930109473316	N	1.0
2736	ENSG00000196787	4.0	48	6	27100832	27103070	1	0.000610464103704842	N	0.08333333333333333
2737	ENSG00000001561	44.0	48	6	46097730	46114436	1	0.414683930724528	N	0.9166666666666666
2738	ENSG00000103502	46.0	48	16	29869678	29875057	-1	0.19388253903472505	N	0.9583333333333334
2739	ENSG00000197728	48.0	48	12	56435637	56438116	1	0.753342825086325	N	1.0
2740	ENSG00000137203	18.0	45	6	10393419	10419892	-1	0.987223276135779	Y	0.4
2741	ENSG00000128250	2.0	3	22	29834572	29838444	1	0.00732601016899253	N	0.6666666666666666
2742	ENSG00000117318	3.0	48	1	23884409	23886285	-1	0.68879433753555	N	0.0625
2743	ENSG00000197903	48.0	48	6	27106073	27114619	-1	0.490754148427297	N	1.0
2744	ENSG00000106211	2.0	48	7	75931861	75933612	1	6.92483241362485e-06	N	0.041666666666666664
2745	ENSG00000173113	48.0	48	11	64083932	64085556	-1	0.141017363378346	N	1.0
2746	ENSG00000151014	8.0	48	4	139936943	139966906	1	0.520114298941272	N	0.16666666666666666
2747	ENSG00000100285	43.0	48	22	29876219	29887379	1	0.00126104058830359	N	0.8958333333333334
2748	ENSG00000112796	43.0	48	6	46126924	46138708	-1	1.91660634387746e-05	N	0.8958333333333334
2749	ENSG00000167261	47.0	47	16	68021297	68034489	-1	4.0106233631890295e-05	N	1.0
2750	ENSG00000145730	40.0	48	5	102089685	102366809	1	0.0304443970438953	N	0.8333333333333334
2751	ENSG00000188886	11.0	32	2	96789589	96804175	-1	3.670083366515821e-05	N	0.34375
2752	ENSG00000115461	4.0	48	2	217536828	217560248	-1	0.8599783504632809	N	0.08333333333333333
2753	ENSG00000197140	44.0	45	8	38964509	39142430	1	1.1677289848388e-08	N	0.9777777777777777
2754	ENSG00000132122	45.0	47	1	48761044	48937845	-1	2.02900598310508e-11	N	0.9574468085106383
2755	ENSG00000198339	1.0	48	6	27107076	27108418	1	0.44629601296599297	N	0.020833333333333332
2756	ENSG00000180318	1.0	21	12	85673885	85695562	1	0.6003261603022328	N	0.047619047619047616
2757	ENSG00000185742	8.0	27	11	109292846	109299840	1	0.245098740734549	N	0.2962962962962963
2758	ENSG00000157890	13.0	42	15	66187417	66546085	-1	2.5182184269377995e-24	N	0.30952380952380953
2759	ENSG00000139405	48.0	48	12	113623331	113630173	1	0.0006080696894644732	N	1.0
2760	ENSG00000157856	19.0	37	2	26624784	26679579	1	1.30453003302834e-10	N	0.5135135135135135
2761	ENSG00000149823	41.0	48	11	64856796	64879332	1	6.38019616804219e-05	N	0.8541666666666666
2762	ENSG00000124731	40.0	48	6	41235664	41254457	-1	0.000343966174620477	N	0.8333333333333334
2763	ENSG00000197880	14.0	26	1	23907985	23967058	1	0.0429655728784688	N	0.5384615384615384
2764	ENSG00000136457	30.0	48	17	48541857	48546327	-1	0.0337024141100405	N	0.625
2765	ENSG00000085382	48.0	48	6	105175968	105307794	-1	0.00159566252447192	N	1.0
2766	ENSG00000146453	48.0	48	6	160221298	160241736	1	2.5447781123909e-08	N	1.0
2767	ENSG00000184825	2.0	10	6	27114861	27115317	1	6.295079442068398e-05	N	0.2
2768	ENSG00000235978	48.0	48	3	4855978	4928977	-1	0.3919405227380829	N	1.0
2769	ENSG00000185917	48.0	48	21	37406839	37451687	-1	2.5473165547071e-12	N	1.0
2770	ENSG00000198774	34.0	46	12	86198331	86230348	-1	7.704046223777271e-05	N	0.7391304347826086
2771	ENSG00000111704	2.0	6	12	7940390	7948655	1	0.911618852133588	Y	0.3333333333333333
2772	ENSG00000187583	42.0	48	1	901877	911245	1	2.0197483552232097e-08	N	0.875
2773	ENSG00000104327	28.0	47	8	91070836	91107703	-1	0.8989246694993008	N	0.5957446808510638
2774	ENSG00000149289	44.0	48	11	109964087	110042566	1	0.998726025413791	Y	0.9166666666666666
2775	ENSG00000118007	42.0	48	3	136055077	136471220	-1	0.999999910022904	Y	0.875
2776	ENSG00000160932	44.0	48	8	144099399	144105249	1	0.7334201815055721	N	0.9166666666666666
2777	ENSG00000158050	6.0	48	2	96808905	96811179	-1	0.7913210316933441	N	0.125
2778	ENSG00000174502	16.0	36	1	205882176	205912588	-1	0.0029854587016256	N	0.4444444444444444
2779	ENSG00000149516	5.0	10	11	59824060	59838601	1	4.21112895152531e-05	N	0.5
2780	ENSG00000188199	46.0	46	10	81462983	81474437	1	0.841786847408577	N	1.0
2781	ENSG00000069011	15.0	48	5	134363425	134370503	-1	0.273516400735677	N	0.3125
2782	ENSG00000105369	10.0	48	19	42381190	42385439	1	0.948567759868244	Y	0.20833333333333334
2783	ENSG00000161638	22.0	48	12	54789045	54813244	-1	0.999798063012463	Y	0.4583333333333333
2784	ENSG00000134107	12.0	48	3	5020801	5027008	1	0.941607017631946	Y	0.25
2785	ENSG00000133116	32.0	47	13	33590207	33640282	1	1.95267033273788e-05	N	0.6808510638297872
2786	ENSG00000118245	6.0	40	2	217724181	217724787	-1	0.222164609123562	N	0.15
2787	ENSG00000144712	48.0	48	3	12837971	12913415	1	4.5328114836348985e-09	N	1.0
2788	ENSG00000126432	48.0	48	11	64085560	64089283	1	0.0031403812176163197	N	1.0
2789	ENSG00000108786	48.0	48	17	40701232	40707231	1	0.0560175126865773	N	1.0
2790	ENSG00000100296	48.0	48	22	29901868	29951205	-1	0.000462815234823358	N	1.0
2791	ENSG00000142676	1.0	48	1	24018269	24022915	1	0.725843320629066	N	0.020833333333333332
2792	ENSG00000119917	23.0	48	10	91087651	91100728	1	0.00442653331666044	N	0.4791666666666667
2793	ENSG00000135632	47.0	48	2	73441350	73454365	1	0.103327058155762	N	0.9791666666666666
2794	ENSG00000112812	46.0	46	6	27215480	27224403	1	2.23791834002529e-06	N	1.0
2795	ENSG00000075073	44.0	48	10	71163659	71176623	-1	9.87812061995907e-07	N	0.9166666666666666
2796	ENSG00000151320	48.0	48	14	32798479	33300567	1	0.999936668135418	Y	1.0
2797	ENSG00000131437	46.0	48	5	132028320	132073330	-1	0.992416127781631	Y	0.9583333333333334
2798	ENSG00000203896	48.0	48	20	62366815	62370456	1	0.00033293549013144	N	1.0
2799	ENSG00000176732	47.0	48	2	24338241	24346347	-1	0.00113106337284472	N	0.9791666666666666
2800	ENSG00000107831	2.0	25	10	103529899	103535854	-1	0.9271948487341892	Y	0.08
2801	ENSG00000109381	29.0	48	4	139949266	140098372	-1	0.985385386978225	Y	0.6041666666666666
2802	ENSG00000186792	48.0	48	3	50330262	50336899	-1	1.52465574848001e-05	N	1.0
2803	ENSG00000133193	39.0	48	17	71203492	71232892	-1	0.6120440648456229	N	0.8125
2804	ENSG00000166578	46.0	48	12	113633246	113658899	-1	7.664179470568249e-06	N	0.9583333333333334
2805	ENSG00000164007	6.0	20	1	43198764	43205925	-1	0.175565901482529	N	0.3
2806	ENSG00000174165	48.0	48	11	66288108	66313709	-1	0.00614030824043694	N	1.0
2807	ENSG00000114999	46.0	48	2	113239731	113299316	1	0.9846576987284572	Y	0.9583333333333334
2808	ENSG00000127334	6.0	48	12	68042118	68059186	1	0.979337328880354	Y	0.125
2809	ENSG00000214026	46.0	48	11	1968508	2005752	1	1.45650190962038e-06	N	0.9583333333333334
2810	ENSG00000133121	45.0	48	13	33677272	33924767	-1	1.84668647836473e-07	N	0.9375
2811	ENSG00000091039	28.0	48	12	76745577	76953589	-1	0.988348145917672	Y	0.5833333333333334
2812	ENSG00000078070	48.0	48	3	182733006	182833863	-1	2.51105898766941e-05	N	1.0
2813	ENSG00000051128	33.0	48	19	19040010	19052070	-1	0.22233228800180305	N	0.6875
2814	ENSG00000267855	48.0	48	19	8373490	8386280	-1	0.00402195717519935	N	1.0
2815	ENSG00000110328	40.0	48	11	11292423	11643552	-1	0.0476851755722948	N	0.8333333333333334
2816	ENSG00000134108	31.0	48	3	5163905	5222596	1	0.622356589003264	N	0.6458333333333334
2817	ENSG00000144043	48.0	48	2	71213068	71222075	-1	0.00019534179099528002	N	1.0
2818	ENSG00000166529	48.0	48	7	99647390	99662661	1	1.70973909902822e-11	N	1.0
2819	ENSG00000170027	24.0	48	7	75956116	75988348	-1	0.9376135688156392	Y	0.5
2820	ENSG00000104213	45.0	48	8	17433942	17501580	1	4.16904903414803e-10	N	0.9375
2821	ENSG00000084090	42.0	48	2	96850597	96874563	-1	0.927709615692812	Y	0.875
2822	ENSG00000148337	47.0	48	9	130928343	130966662	-1	0.9930957760927348	Y	0.9791666666666666
2823	ENSG00000148814	47.0	48	10	134145614	134195010	1	9.74868422732027e-14	N	0.9791666666666666
2824	ENSG00000065361	3.0	48	12	56473641	56497289	1	4.358250573277111e-06	N	0.0625
2825	ENSG00000186094	3.0	32	1	48998527	50489585	-1	3.5783005724045303e-06	N	0.09375
2826	ENSG00000146700	25.0	48	7	76018651	76039012	-1	9.86180795293454e-05	N	0.5208333333333334
2827	ENSG00000224186	48.0	48	5	134368970	134691744	1	0.00111546783951847	N	1.0
2828	ENSG00000124568	5.0	7	6	25783125	25832287	-1	2.5926149769783797e-10	N	0.7142857142857143
2829	ENSG00000125520	35.0	48	20	62371214	62374858	1	0.00794438690680656	N	0.7291666666666666
2830	ENSG00000103245	48.0	48	16	779753	791329	-1	1.04511224704187e-05	N	1.0
2831	ENSG00000108932	47.0	48	17	66263167	66287408	-1	0.205129420734742	N	0.9791666666666666
2832	ENSG00000139767	3.0	35	12	119419300	119600856	1	0.4117476261547121	N	0.08571428571428572
2833	ENSG00000081791	48.0	48	5	141303373	141321612	1	3.06120841888116e-10	N	1.0
2834	ENSG00000008294	29.0	48	17	49039535	49198226	-1	0.999998937733062	Y	0.6041666666666666
2835	ENSG00000186453	48.0	48	2	24397938	24423718	1	0.000409739893538017	N	1.0
2836	ENSG00000233927	48.0	48	19	8386042	8388224	1	0.688845091552417	N	1.0
2837	ENSG00000167646	45.0	46	19	55670031	55678090	-1	3.21577634646308e-06	N	0.9782608695652174
2838	ENSG00000065308	48.0	48	6	52362200	52441713	-1	0.99535786489498	Y	1.0
2839	ENSG00000254598	10.0	44	11	11373489	11374904	-1	1.32371438961756e-11	N	0.22727272727272727
2840	ENSG00000146038	30.0	32	6	24171984	24358280	-1	1.04848738314639e-05	N	0.9375
2841	ENSG00000077380	48.0	48	2	172543919	172604930	1	5.187196267498221e-07	N	1.0
2842	ENSG00000107295	24.0	48	9	17579080	17797127	1	0.916295307104429	Y	0.5
2843	ENSG00000137710	41.0	48	11	110045605	110167447	-1	0.998954589256721	Y	0.8541666666666666
2844	ENSG00000198805	48.0	48	14	20937113	20945253	1	0.0656268007332897	N	1.0
2845	ENSG00000134160	16.0	20	15	31293264	31453476	-1	1.16831980652389e-31	N	0.8
2846	ENSG00000106536	8.0	28	7	39017598	39532694	1	0.00036907554163621	N	0.2857142857142857
2847	ENSG00000111229	23.0	48	12	110872630	110888227	-1	0.931506660806945	Y	0.4791666666666667
2848	ENSG00000197081	45.0	48	6	160390131	160534539	1	0.999999196216303	Y	0.9375
2849	ENSG00000138802	46.0	48	4	110354928	110462052	1	0.999867447443696	Y	0.9583333333333334
2850	ENSG00000115604	48.0	48	2	102927989	103015218	1	5.020976612015178e-07	N	1.0
2851	ENSG00000162373	20.0	48	1	49193195	49242641	-1	0.114990689141033	N	0.4166666666666667
2852	ENSG00000114209	37.0	48	3	167401086	167452727	-1	0.9857349309059092	Y	0.7708333333333334
2853	ENSG00000180694	33.0	48	8	91634223	91803860	-1	0.157412876273051	N	0.6875
2854	ENSG00000213719	48.0	48	6	31698358	31707540	-1	0.0124562134918973	N	1.0
2855	ENSG00000136527	7.0	48	3	185633694	185655924	-1	0.988418187489854	Y	0.14583333333333334
2856	ENSG00000136444	48.0	48	17	48556161	48563336	1	5.75080843134765e-06	N	1.0
2857	ENSG00000117385	47.0	48	1	43212006	43232755	-1	1.63942117634135e-17	N	0.9791666666666666
2858	ENSG00000166888	28.0	48	12	57489191	57525922	-1	0.100774662146281	N	0.5833333333333334
2859	ENSG00000159228	48.0	48	21	37442239	37445464	1	0.00646220210275156	N	1.0
2860	ENSG00000184117	48.0	48	22	29950797	29977326	-1	0.979278956519241	Y	1.0
2861	ENSG00000160410	45.0	48	19	41082757	41097305	1	0.000346950937358068	N	0.9375
2862	ENSG00000168071	47.0	48	11	64107695	64125006	1	0.000929045236295006	N	0.9791666666666666
2863	ENSG00000189320	7.0	41	7	135413096	135433594	-1	0.33707825962940297	N	0.17073170731707318
2864	ENSG00000174891	48.0	48	3	157823644	158263519	1	3.41025677860813e-05	N	1.0
2865	ENSG00000134109	48.0	48	3	5229331	5261642	1	5.59576418489089e-11	N	1.0
2866	ENSG00000198049	1.0	10	1	206223976	206231639	1	2.8225537640722302e-05	N	0.1
2867	ENSG00000131126	11.0	18	19	43905648	43922763	1	0.000898938978228392	N	0.6111111111111112
2868	ENSG00000188290	43.0	48	1	934342	935552	-1	0.00014794288110518	N	0.8958333333333334
2869	ENSG00000109606	17.0	48	4	24519064	24586173	-1	0.999997156110677	Y	0.3541666666666667
2870	ENSG00000145623	46.0	48	5	38845960	38945698	1	3.10306262078619e-11	N	0.9583333333333334
2871	ENSG00000196533	3.0	33	1	206238872	206288647	-1	0.00189512675148331	N	0.09090909090909091
2872	ENSG00000173262	44.0	45	12	7965108	8043744	-1	0.989967414117294	Y	0.9777777777777777
2873	ENSG00000159231	48.0	48	21	37507210	37518864	1	8.02768561586313e-06	N	1.0
2874	ENSG00000076351	3.0	48	17	26721661	26734215	-1	0.104422521431544	N	0.0625
2875	ENSG00000128512	48.0	48	7	111366166	111846466	-1	0.998535732717338	Y	1.0
2876	ENSG00000170242	38.0	48	11	11862970	11980870	1	0.9999998751594508	Y	0.7916666666666666
2877	ENSG00000042304	2.0	2	2	228474806	228498036	-1	0.0501106068636758	N	1.0
2878	ENSG00000099282	48.0	48	10	71211229	71267425	1	0.0018558082869218398	N	1.0
2879	ENSG00000171984	48.0	48	20	5731039	5844558	1	0.333004444219793	N	1.0
2880	ENSG00000110888	48.0	48	12	30862486	30907885	-1	0.0120891274382742	N	1.0
2881	ENSG00000204010	3.0	10	10	91137813	91144962	1	7.25641577038389e-09	N	0.3
2882	ENSG00000172348	20.0	48	6	46188475	46459709	-1	0.43093696829315103	N	0.4166666666666667
2883	ENSG00000187608	47.0	48	1	948803	949920	1	0.009847812936109859	N	0.9791666666666666
2884	ENSG00000167264	48.0	48	16	68021649	68113223	1	0.000272032398658379	N	1.0
2885	ENSG00000130584	35.0	48	20	62375019	62462597	-1	0.8144373075716741	N	0.7291666666666666
2886	ENSG00000123119	37.0	48	8	91803778	91971636	1	0.3778118143337561	N	0.7708333333333334
2887	ENSG00000205279	1.0	18	5	126984736	126994322	1	0.544481267710668	N	0.05555555555555555
2888	ENSG00000185745	47.0	48	10	91152303	91163745	1	0.00534820018141597	N	0.9791666666666666
2889	ENSG00000196188	7.0	22	1	206317459	206332104	1	4.86866962963033e-07	N	0.3181818181818182
2890	ENSG00000112149	47.0	48	6	14117872	14137149	1	0.0177806863985442	N	0.9791666666666666
2891	ENSG00000117407	47.0	47	1	44398992	44402913	1	0.29310034155242304	N	1.0
2892	ENSG00000149809	9.0	48	11	64879317	64883856	1	0.0004479341419185111	N	0.1875
2893	ENSG00000135917	46.0	46	2	228549926	228582728	-1	0.0016310865752502599	N	1.0
2894	ENSG00000113648	9.0	48	5	134669590	134735604	-1	0.7950895702413661	N	0.1875
2895	ENSG00000070540	46.0	48	17	66417089	66453654	-1	0.523500460994852	N	0.9583333333333334
2896	ENSG00000150201	20.0	21	10	43867090	43871783	1	0.0524503210084792	N	0.9523809523809523
2897	ENSG00000124466	48.0	48	19	43964939	43969812	-1	9.93205028627218e-09	N	1.0
2898	ENSG00000089199	20.0	48	20	5892076	5906007	1	3.8163589545778897e-07	N	0.4166666666666667
2899	ENSG00000133119	45.0	48	13	34392186	34540695	1	0.0009844595419167884	N	0.9375
2900	ENSG00000142197	48.0	48	21	37529080	37666572	1	9.611649007811448e-08	N	1.0
2901	ENSG00000076928	7.0	48	19	42387228	42434302	1	0.909497463749542	Y	0.14583333333333334
2902	ENSG00000174938	36.0	48	16	29882480	29910868	-1	0.130153160381108	N	0.75
2903	ENSG00000183260	48.0	48	20	62492566	62494341	1	0.0330929687901713	N	1.0
2904	ENSG00000188157	48.0	48	1	955503	991496	1	0.17335234048116	N	1.0
2905	ENSG00000149534	31.0	31	11	59855734	59863444	1	6.49875397938143e-05	N	1.0
2906	ENSG00000151322	20.0	45	14	33404139	34273382	1	0.980548669706538	Y	0.4444444444444444
2907	ENSG00000152778	48.0	48	10	91174343	91180758	1	0.0581423496290215	N	1.0
2908	ENSG00000144713	6.0	48	3	12875984	12883087	-1	0.755582037585297	N	0.125
2909	ENSG00000129422	48.0	48	8	17501304	17658426	-1	1.1438280194914999e-05	N	1.0
2910	ENSG00000133661	47.0	47	10	81697496	81742370	-1	0.240356031009661	N	1.0
2911	ENSG00000132781	48.0	48	1	45794835	45806142	-1	8.56708501585961e-11	N	1.0
2912	ENSG00000105887	21.0	48	7	135611509	135662101	-1	0.7546541669034891	N	0.4375
2913	ENSG00000092529	41.0	48	15	42640301	42704516	1	9.737410425859558e-09	N	0.8541666666666666
2914	ENSG00000107833	48.0	48	10	103541082	103543170	-1	0.8591764755823199	N	1.0
2915	ENSG00000162374	2.0	30	1	50513686	50669458	1	0.9769127616974792	Y	0.06666666666666667
2916	ENSG00000115009	23.0	40	2	228678558	228682272	1	0.0877400024034262	N	0.575
2917	ENSG00000131018	15.0	48	6	152442819	152958936	-1	3.750681392990549e-27	N	0.3125
2918	ENSG00000125630	48.0	48	2	113299492	113334635	1	0.91220791018127	Y	1.0
2919	ENSG00000146233	46.0	46	6	46517541	46620523	-1	2.01302072315531e-12	N	1.0
2920	ENSG00000178031	32.0	46	9	18473892	18910948	1	8.826486958355441e-05	N	0.6956521739130435
2921	ENSG00000186815	11.0	48	12	113658855	113736390	1	0.00385891575421665	N	0.22916666666666666
2922	ENSG00000152137	26.0	48	12	119616447	119658936	1	0.0277554701284337	N	0.5416666666666666
2923	ENSG00000133636	11.0	42	12	86268073	86276770	1	7.97101367921064e-06	N	0.2619047619047619
2924	ENSG00000089195	5.0	48	20	5917881	5931182	-1	0.000492531588783058	N	0.10416666666666667
2925	ENSG00000144366	27.0	46	2	189156396	189460653	1	0.677557750178314	N	0.5869565217391305
2926	ENSG00000183060	48.0	48	15	100255902	100273766	-1	1.73218412498145e-05	N	1.0
2927	ENSG00000101150	33.0	48	20	62496596	62522898	1	0.595604698374735	N	0.6875
2928	ENSG00000064651	33.0	48	5	127419458	127525380	1	0.999438621805128	Y	0.6875
2929	ENSG00000135473	43.0	48	12	56710007	56727837	-1	0.946674806799818	Y	0.8958333333333334
2930	ENSG00000169604	8.0	48	2	69240310	69476459	1	0.98528320310747	Y	0.16666666666666666
2931	ENSG00000115507	16.0	31	2	63277192	63284971	1	0.219807903535165	N	0.5161290322580645
2932	ENSG00000177335	48.0	48	8	144120626	144141359	1	1.08582352031841e-05	N	1.0
2933	ENSG00000066468	30.0	47	10	123237848	123357972	-1	0.9997524930227508	Y	0.6382978723404256
2934	ENSG00000011007	12.0	48	1	24069645	24088549	1	0.9999919422929272	Y	0.25
2935	ENSG00000123977	22.0	27	2	228735770	228789060	1	0.00078594792223416	N	0.8148148148148148
2936	ENSG00000169926	7.0	48	15	31619058	31727868	1	0.629113650372402	N	0.14583333333333334
2937	ENSG00000143369	46.0	48	1	150480538	150486265	1	7.32850722654138e-08	N	0.9583333333333334
2938	ENSG00000183273	4.0	16	12	119772517	119978852	1	8.620684113879641e-06	N	0.25
2939	ENSG00000181072	13.0	31	7	136553416	136705002	1	0.00587059361264825	N	0.41935483870967744
2940	ENSG00000135956	48.0	48	2	96914254	96931732	-1	0.101457374227938	N	1.0
2941	ENSG00000110077	47.0	47	11	59939081	59952139	-1	1.49231954313632e-09	N	1.0
2942	ENSG00000115145	48.0	48	2	152973315	153032506	-1	0.034504985570748	N	1.0
2943	ENSG00000243477	48.0	48	3	50333833	50336852	-1	0.4029451533149029	N	1.0
2944	ENSG00000141219	48.0	48	17	71228372	71245091	1	2.53809595414424e-07	N	1.0
2945	ENSG00000182050	26.0	33	12	86372516	87232681	-1	0.0111690534801191	N	0.7878787878787878
2946	ENSG00000196277	9.0	31	3	6811688	7783215	1	0.999169068679813	Y	0.2903225806451613
2947	ENSG00000205212	33.0	34	17	20739760	20799453	-1	8.14314604314923e-06	N	0.9705882352941176
2948	ENSG00000079308	9.0	48	2	218664512	218867718	-1	0.9249398888519892	Y	0.1875
2949	ENSG00000117408	30.0	48	1	44412611	44433694	1	0.9724443381811708	Y	0.625
2950	ENSG00000169918	20.0	48	15	31775329	32162992	-1	0.97459544138619	Y	0.4166666666666667
2951	ENSG00000102854	47.0	47	16	810762	818865	1	2.4768799242856397e-15	N	1.0
2952	ENSG00000137463	18.0	47	4	140187317	140201492	-1	0.0238241579491463	N	0.3829787234042553
2953	ENSG00000176531	48.0	48	19	43979106	44009087	-1	9.97221793547354e-17	N	1.0
2954	ENSG00000176956	20.0	44	8	144239331	144242128	-1	0.46060556878133	N	0.45454545454545453
2955	ENSG00000136295	22.0	48	7	2671585	2704436	1	0.9795987593038392	Y	0.4583333333333333
2956	ENSG00000140470	46.0	47	15	100511794	100882210	-1	3.82852764002745e-11	N	0.9787234042553191
2957	ENSG00000257093	48.0	48	7	141356528	141401953	-1	0.00204302025834016	N	1.0
2958	ENSG00000168619	1.0	2	8	39442008	39587583	1	1.53440056708128e-19	N	0.5
2959	ENSG00000144134	48.0	48	2	114384806	114400973	1	0.940339177673539	Y	1.0
2960	ENSG00000057757	30.0	48	1	24104895	24114722	1	0.102416722752494	N	0.625
