	expressedTissues	Ensembl Gene ID	affectedTissues	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Strand	type	propOfExpressedAffectedByeQTL
1961	23	ENSBTAG00000012279	3.0	15	1567371	1595200	-1	SSD	0.13043478260869565
1962	23	ENSBTAG00000005029	3.0	3	99005834	99022661	1	SSD	0.13043478260869565
1963	23	ENSBTAG00000001192	4.0	2	125550304	125585869	-1	ohno	0.17391304347826086
1964	23	ENSBTAG00000014838	1.0	15	83503677	83522019	1	ohno	0.043478260869565216
1965	23	ENSBTAG00000026246	1.0	25	35948115	35953198	-1	singleton	0.043478260869565216
1966	23	ENSBTAG00000014850	0.0	2	126320997	126333342	1	SSD	0.0
1967	23	ENSBTAG00000003929	3.0	9	103494501	103514664	-1	SSD	0.13043478260869565
1968	23	ENSBTAG00000016937	0.0	7	11611606	11618492	1	SSD	0.0
1969	23	ENSBTAG00000045783	2.0	16	5344538	5344714	-1	SSD	0.08695652173913043
1970	23	ENSBTAG00000014017	0.0	6	117551688	117594229	-1	SSD	0.0
1971	23	ENSBTAG00000017685	2.0	19	41961520	41987894	-1	SSD	0.08695652173913043
1972	23	ENSBTAG00000009806	1.0	8	65135948	65273530	1	singleton	0.043478260869565216
1973	23	ENSBTAG00000021842	4.0	3	7931201	7947765	-1	SSD	0.17391304347826086
1974	23	ENSBTAG00000014583	0.0	18	53736653	53746134	1	SSD	0.0
1975	23	ENSBTAG00000013740	2.0	19	38533720	38565114	-1	ohno	0.08695652173913043
1976	23	ENSBTAG00000017253	3.0	2	124332402	124368606	1	SSD	0.13043478260869565
1977	23	ENSBTAG00000004735	1.0	18	40424330	40434833	1	ohno	0.043478260869565216
1978	23	ENSBTAG00000054814	2.0	5	57687287	57687511	1	SSD	0.08695652173913043
1979	23	ENSBTAG00000021289	0.0	3	19322591	19369632	1	ohno	0.0
1980	23	ENSBTAG00000012881	1.0	1	82854035	82872768	-1	ohno	0.043478260869565216
1981	23	ENSBTAG00000001607	3.0	15	43311264	43339025	1	SSD	0.13043478260869565
1982	23	ENSBTAG00000007127	2.0	2	115838391	115840022	1	SSD	0.08695652173913043
1983	23	ENSBTAG00000000758	2.0	16	71143193	71178800	1	singleton	0.08695652173913043
1984	23	ENSBTAG00000046189	3.0	10	26069296	26071780	1	SSD	0.13043478260869565
1985	23	ENSBTAG00000002500	1.0	26	23043063	23046230	1	SSD	0.043478260869565216
1986	23	ENSBTAG00000053303	2.0	5	105596335	105636049	1	singleton	0.08695652173913043
1987	23	ENSBTAG00000012629	1.0	2	120410028	120436409	-1	ohno	0.043478260869565216
1988	23	ENSBTAG00000001290	1.0	19	10816976	10840892	-1	SSD	0.043478260869565216
1989	23	ENSBTAG00000048774	0.0	8	112740078	112750750	1	singleton	0.0
1990	23	ENSBTAG00000011651	2.0	26	13028066	13101803	1	SSD	0.08695652173913043
1991	23	ENSBTAG00000021809	3.0	15	63659355	63688683	1	ohno	0.13043478260869565
1992	23	ENSBTAG00000009584	3.0	29	45936791	46061309	1	ohno	0.13043478260869565
1993	23	ENSBTAG00000000789	0.0	3	120373077	120389112	1	SSD	0.0
1994	23	ENSBTAG00000010318	2.0	7	14841524	14846130	-1	SSD	0.08695652173913043
1995	23	ENSBTAG00000018275	1.0	2	5082629	5083828	-1	SSD	0.043478260869565216
1996	23	ENSBTAG00000024555	2.0	16	32202902	32313790	-1	SSD	0.08695652173913043
1997	23	ENSBTAG00000016716	1.0	14	30687060	30688821	1	singleton	0.043478260869565216
1998	23	ENSBTAG00000030566	0.0	11	99065765	99091383	1	singleton	0.0
1999	23	ENSBTAG00000000160	3.0	1	143219189	143242441	-1	SSD	0.13043478260869565
2000	23	ENSBTAG00000005482	0.0	29	8236863	8540319	-1	singleton	0.0
2001	23	ENSBTAG00000011327	1.0	3	29390850	29394608	-1	ohno	0.043478260869565216
2002	23	ENSBTAG00000030749	2.0	3	79928534	80107385	-1	ohno	0.08695652173913043
2003	23	ENSBTAG00000008994	2.0	11	98472429	98497457	1	singleton	0.08695652173913043
2004	23	ENSBTAG00000000542	2.0	11	38211758	38282970	1	singleton	0.08695652173913043
2005	23	ENSBTAG00000011864	2.0	7	98014274	98032844	1	ohno	0.08695652173913043
2006	23	ENSBTAG00000019014	7.0	1	82499645	82501239	1	SSD	0.30434782608695654
2007	23	ENSBTAG00000012178	2.0	19	40389125	40397513	-1	ohno	0.08695652173913043
2008	23	ENSBTAG00000024450	0.0	7	19909945	19932216	1	ohno	0.0
2009	23	ENSBTAG00000011517	6.0	18	61893703	61897283	-1	singleton	0.2608695652173913
2010	23	ENSBTAG00000006347	2.0	18	36343222	36373620	1	SSD	0.08695652173913043
2011	23	ENSBTAG00000002750	0.0	4	9528416	9567814	-1	SSD	0.0
2012	23	ENSBTAG00000015352	1.0	19	9445435	9470249	-1	ohno	0.043478260869565216
2013	23	ENSBTAG00000006270	0.0	21	66936747	66945064	-1	ohno	0.0
2014	23	ENSBTAG00000001468	1.0	10	67062902	67289712	1	ohno	0.043478260869565216
2015	23	ENSBTAG00000020445	1.0	4	112258742	112281753	1	SSD	0.043478260869565216
2016	23	ENSBTAG00000021062	2.0	19	48082267	48091889	-1	ohno	0.08695652173913043
2017	23	ENSBTAG00000009534	1.0	25	1516192	1519337	1	singleton	0.043478260869565216
2018	23	ENSBTAG00000050904	0.0	3	31588106	31676077	-1	SSD	0.0
2019	23	ENSBTAG00000019983	1.0	11	73541771	73647164	1	SSD	0.043478260869565216
2020	23	ENSBTAG00000001229	1.0	29	50569809	50574869	1	SSD	0.043478260869565216
2021	23	ENSBTAG00000020957	0.0	2	96039164	96040921	-1	ohno	0.0
2022	23	ENSBTAG00000013895	1.0	29	43830884	43840041	-1	ohno	0.043478260869565216
2023	23	ENSBTAG00000009689	1.0	9	34136380	34154113	-1	singleton	0.043478260869565216
2024	23	ENSBTAG00000009188	2.0	1	1985522	2012383	1	singleton	0.08695652173913043
2025	23	ENSBTAG00000021525	0.0	2	124841943	124843301	-1	ohno	0.0
2026	23	ENSBTAG00000050110	0.0	19	20478651	20523737	-1	singleton	0.0
2027	23	ENSBTAG00000032493	4.0	19	42657793	42677130	-1	singleton	0.17391304347826086
2028	23	ENSBTAG00000013563	0.0	29	26197623	26239206	1	SSD	0.0
2029	23	ENSBTAG00000002130	2.0	17	72403730	72419364	1	singleton	0.08695652173913043
2030	23	ENSBTAG00000012375	1.0	8	22874270	22876774	1	ohno	0.043478260869565216
2031	23	ENSBTAG00000016373	2.0	4	102730668	102771532	1	singleton	0.08695652173913043
2032	23	ENSBTAG00000003914	4.0	7	5683952	5688015	-1	singleton	0.17391304347826086
2033	23	ENSBTAG00000024974	2.0	19	44822055	44828523	1	SSD	0.08695652173913043
2034	23	ENSBTAG00000030979	2.0	17	72342836	72348560	-1	SSD	0.08695652173913043
2035	23	ENSBTAG00000001574	2.0	16	20931434	21125771	-1	ohno	0.08695652173913043
2036	23	ENSBTAG00000000092	1.0	26	21422679	21431814	1	SSD	0.043478260869565216
2037	23	ENSBTAG00000017027	0.0	3	100566182	100571190	-1	singleton	0.0
2038	23	ENSBTAG00000002108	1.0	11	87861882	87893172	1	ohno	0.043478260869565216
2039	23	ENSBTAG00000011172	0.0	11	10889460	11079798	-1	ohno	0.0
2040	23	ENSBTAG00000027676	3.0	15	51640330	51642454	1	singleton	0.13043478260869565
2041	23	ENSBTAG00000051472	2.0	5	98569153	98571382	1	SSD	0.08695652173913043
2042	23	ENSBTAG00000016298	1.0	26	17851539	17912665	-1	SSD	0.043478260869565216
2043	23	ENSBTAG00000001773	9.0	4	98812496	98814946	-1	singleton	0.391304347826087
2044	23	ENSBTAG00000015708	1.0	22	53373617	53378958	-1	SSD	0.043478260869565216
2045	23	ENSBTAG00000012194	2.0	3	28661323	28753483	1	ohno	0.08695652173913043
2046	23	ENSBTAG00000044053	2.0	9	13086269	13161408	-1	ohno	0.08695652173913043
2047	23	ENSBTAG00000016254	0.0	19	43912352	43951162	-1	ohno	0.0
2048	23	ENSBTAG00000001465	2.0	1	114908447	114910097	-1	SSD	0.08695652173913043
2049	23	ENSBTAG00000008417	0.0	17	54370245	54377438	-1	singleton	0.0
2050	23	ENSBTAG00000012049	2.0	25	39021133	39045383	-1	ohno	0.08695652173913043
2051	23	ENSBTAG00000001518	0.0	3	14106347	14111649	1	ohno	0.0
2052	23	ENSBTAG00000006607	3.0	7	75115945	75123209	1	ohno	0.13043478260869565
2053	23	ENSBTAG00000016733	2.0	16	46832476	46851187	1	SSD	0.08695652173913043
2054	23	ENSBTAG00000033182	1.0	27	37757054	37790179	1	singleton	0.043478260869565216
2055	23	ENSBTAG00000006342	4.0	2	125145420	125147786	-1	SSD	0.17391304347826086
2056	23	ENSBTAG00000011761	2.0	5	97526603	97700083	1	ohno	0.08695652173913043
2057	23	ENSBTAG00000012012	2.0	24	4141580	4175476	1	ohno	0.08695652173913043
2058	23	ENSBTAG00000038126	1.0	19	40490708	40526914	1	SSD	0.043478260869565216
2059	23	ENSBTAG00000001098	0.0	2	18388139	18415849	-1	ohno	0.0
2060	23	ENSBTAG00000021900	2.0	3	55066989	55200622	-1	ohno	0.08695652173913043
2061	23	ENSBTAG00000019403	2.0	4	31917458	31942803	1	singleton	0.08695652173913043
2062	23	ENSBTAG00000004367	0.0	5	57065720	57069211	-1	ohno	0.0
2063	23	ENSBTAG00000011042	2.0	6	116835513	116840085	1	singleton	0.08695652173913043
2064	23	ENSBTAG00000018203	3.0	3	26201587	26239599	-1	SSD	0.13043478260869565
2065	23	ENSBTAG00000002698	6.0	17	63650234	63696918	-1	SSD	0.2608695652173913
2066	23	ENSBTAG00000019472	2.0	7	54344785	54463486	-1	SSD	0.08695652173913043
2067	23	ENSBTAG00000017090	1.0	19	34353294	34358390	-1	singleton	0.043478260869565216
2068	23	ENSBTAG00000014387	2.0	3	22528348	22542857	1	ohno	0.08695652173913043
2069	23	ENSBTAG00000040215	0.0	2	131485408	131837484	1	ohno	0.0
2070	23	ENSBTAG00000045776	0.0	3	108107987	108109056	-1	singleton	0.0
2071	23	ENSBTAG00000009902	0.0	4	98115288	98132148	-1	SSD	0.0
2072	23	ENSBTAG00000006665	4.0	17	62134583	62142059	-1	SSD	0.17391304347826086
2073	23	ENSBTAG00000007703	2.0	13	29681997	29742318	-1	ohno	0.08695652173913043
2074	23	ENSBTAG00000016451	0.0	13	29491860	29517411	1	SSD	0.0
2075	23	ENSBTAG00000044074	0.0	13	22747480	22954556	1	ohno	0.0
2076	23	ENSBTAG00000009611	0.0	15	75955555	76148892	-1	SSD	0.0
2077	23	ENSBTAG00000017232	1.0	8	9440963	9630218	1	ohno	0.043478260869565216
2078	23	ENSBTAG00000015437	0.0	11	100021354	100029200	1	ohno	0.0
2079	23	ENSBTAG00000015379	0.0	13	52039801	52087687	1	singleton	0.0
2080	23	ENSBTAG00000026394	1.0	25	3743869	3749644	-1	ohno	0.043478260869565216
2081	23	ENSBTAG00000016471	0.0	18	1880341	1920828	-1	SSD	0.0
2082	23	ENSBTAG00000019605	1.0	18	53151995	53184910	-1	SSD	0.043478260869565216
2083	23	ENSBTAG00000006517	2.0	19	34497627	34506489	-1	SSD	0.08695652173913043
2084	23	ENSBTAG00000006650	2.0	25	27175346	27184380	-1	SSD	0.08695652173913043
2085	23	ENSBTAG00000030581	0.0	1	154096128	154616588	-1	SSD	0.0
2086	23	ENSBTAG00000007075	18.0	23	27943564	28059869	1	SSD	0.782608695652174
2087	23	ENSBTAG00000034867	2.0	8	95481976	95541955	1	ohno	0.08695652173913043
2088	23	ENSBTAG00000007759	0.0	4	113605321	113623176	1	SSD	0.0
2089	23	ENSBTAG00000018114	0.0	2	48279649	48374634	-1	ohno	0.0
2090	23	ENSBTAG00000031059	10.0	4	112737745	112749403	1	SSD	0.43478260869565216
2091	23	ENSBTAG00000000854	1.0	16	59319810	59394521	-1	ohno	0.043478260869565216
2092	23	ENSBTAG00000001132	3.0	2	52388547	52825730	1	SSD	0.13043478260869565
2093	23	ENSBTAG00000007709	0.0	26	31481196	31568116	1	SSD	0.0
2094	23	ENSBTAG00000048379	2.0	4	113662016	113697641	1	SSD	0.08695652173913043
2095	23	ENSBTAG00000009715	4.0	26	23987873	24030564	1	singleton	0.17391304347826086
2096	23	ENSBTAG00000009478	1.0	7	44442457	44445396	-1	ohno	0.043478260869565216
2097	23	ENSBTAG00000052382	2.0	23	31829268	31829648	1	SSD	0.08695652173913043
2098	23	ENSBTAG00000015285	1.0	3	101232560	101235265	-1	singleton	0.043478260869565216
2099	23	ENSBTAG00000011285	2.0	16	66131785	66166490	-1	ohno	0.08695652173913043
2100	23	ENSBTAG00000011516	5.0	14	60035526	60126246	1	ohno	0.21739130434782608
2101	23	ENSBTAG00000002452	1.0	17	68906700	68942712	-1	singleton	0.043478260869565216
2102	23	ENSBTAG00000020313	6.0	11	100264412	100399918	-1	ohno	0.2608695652173913
2103	23	ENSBTAG00000038381	0.0	22	51249161	51259943	1	ohno	0.0
2104	23	ENSBTAG00000001498	1.0	18	55143867	55153371	1	ohno	0.043478260869565216
2105	23	ENSBTAG00000002828	0.0	17	70019989	70032807	1	ohno	0.0
2106	23	ENSBTAG00000031385	2.0	16	57201765	57426155	-1	SSD	0.08695652173913043
2107	23	ENSBTAG00000017594	1.0	13	69832957	69940039	-1	SSD	0.043478260869565216
2108	23	ENSBTAG00000021253	3.0	1	142065605	142132485	-1	SSD	0.13043478260869565
2109	23	ENSBTAG00000016724	0.0	13	57665835	57682867	-1	SSD	0.0
2110	23	ENSBTAG00000000320	1.0	8	75580395	75650401	1	SSD	0.043478260869565216
2111	23	ENSBTAG00000001585	2.0	2	22130033	22259090	1	SSD	0.08695652173913043
2112	23	ENSBTAG00000005075	7.0	29	43328457	43332374	1	singleton	0.30434782608695654
2113	23	ENSBTAG00000003059	1.0	1	2924656	2936276	1	singleton	0.043478260869565216
2114	23	ENSBTAG00000002734	1.0	7	14670931	14675554	-1	SSD	0.043478260869565216
2115	23	ENSBTAG00000019662	1.0	19	44009199	44017030	-1	SSD	0.043478260869565216
2116	23	ENSBTAG00000050932	1.0	1	82384309	82406799	-1	SSD	0.043478260869565216
2117	23	ENSBTAG00000039823	0.0	12	11345513	11414148	-1	SSD	0.0
2118	23	ENSBTAG00000020431	2.0	19	26073451	26082008	1	ohno	0.08695652173913043
2119	23	ENSBTAG00000004852	1.0	3	20475129	20485097	-1	ohno	0.043478260869565216
2120	23	ENSBTAG00000046394	0.0	19	20146383	20148654	1	SSD	0.0
2121	23	ENSBTAG00000008142	1.0	2	34111730	34166890	1	ohno	0.043478260869565216
2122	23	ENSBTAG00000014178	3.0	13	39901567	40188462	-1	ohno	0.13043478260869565
2123	23	ENSBTAG00000013916	2.0	2	719767	951758	-1	SSD	0.08695652173913043
2124	23	ENSBTAG00000017116	5.0	5	73749045	73760542	1	ohno	0.21739130434782608
2125	23	ENSBTAG00000049201	0.0	3	39883127	39909610	1	SSD	0.0
2126	23	ENSBTAG00000007523	1.0	25	27156826	27163281	1	SSD	0.043478260869565216
2127	23	ENSBTAG00000047810	2.0	6	113508435	113511325	-1	SSD	0.08695652173913043
2128	23	ENSBTAG00000021067	1.0	26	23088515	23104847	-1	ohno	0.043478260869565216
2129	23	ENSBTAG00000005309	2.0	12	69073166	69096804	-1	SSD	0.08695652173913043
2130	23	ENSBTAG00000022427	0.0	29	13503659	13504402	1	ohno	0.0
2131	23	ENSBTAG00000008873	4.0	1	71404768	71410588	-1	SSD	0.17391304347826086
2132	23	ENSBTAG00000019183	2.0	18	56165187	56170886	-1	singleton	0.08695652173913043
2133	23	ENSBTAG00000016199	1.0	7	69380503	69437827	-1	SSD	0.043478260869565216
2134	23	ENSBTAG00000009500	0.0	2	129770258	129836290	-1	SSD	0.0
2135	23	ENSBTAG00000039466	2.0	19	56432269	56444629	-1	ohno	0.08695652173913043
2136	23	ENSBTAG00000040564	3.0	11	26736270	26736446	1	SSD	0.13043478260869565
2137	23	ENSBTAG00000013955	0.0	14	3200372	3587738	1	singleton	0.0
2138	23	ENSBTAG00000016959	4.0	14	66373395	66438425	-1	ohno	0.17391304347826086
2139	23	ENSBTAG00000005793	3.0	3	9460717	9471684	-1	singleton	0.13043478260869565
2140	23	ENSBTAG00000031777	2.0	15	54615540	54706765	-1	ohno	0.08695652173913043
2141	23	ENSBTAG00000011556	0.0	11	104249112	104255687	-1	singleton	0.0
2142	23	ENSBTAG00000002484	2.0	25	628093	635930	-1	ohno	0.08695652173913043
2143	23	ENSBTAG00000006752	1.0	22	51322004	51363442	1	ohno	0.043478260869565216
2144	23	ENSBTAG00000038055	0.0	7	44173869	44182700	-1	ohno	0.0
2145	23	ENSBTAG00000009974	0.0	14	1902552	2019963	1	SSD	0.0
2146	23	ENSBTAG00000015205	0.0	11	45919450	46034499	-1	ohno	0.0
2147	23	ENSBTAG00000014029	0.0	28	24437054	24564497	-1	ohno	0.0
2148	23	ENSBTAG00000007619	1.0	16	51211860	51214693	-1	SSD	0.043478260869565216
2149	23	ENSBTAG00000031483	6.0	29	39522467	39522916	-1	SSD	0.2608695652173913
2150	23	ENSBTAG00000011059	0.0	3	95337691	95342769	-1	SSD	0.0
2151	23	ENSBTAG00000002281	2.0	7	2280015	2284684	-1	SSD	0.08695652173913043
2152	23	ENSBTAG00000018157	0.0	11	72210703	72219493	1	SSD	0.0
2153	23	ENSBTAG00000002345	0.0	25	27095052	27122818	1	SSD	0.0
2154	23	ENSBTAG00000001957	0.0	9	25253397	25317010	-1	singleton	0.0
2155	23	ENSBTAG00000048960	1.0	12	47461545	47476653	-1	singleton	0.043478260869565216
2156	23	ENSBTAG00000015181	6.0	9	82921421	83030362	-1	SSD	0.2608695652173913
2157	23	ENSBTAG00000049772	1.0	13	44820304	44821053	-1	SSD	0.043478260869565216
2158	23	ENSBTAG00000019761	0.0	6	22062326	22189956	1	SSD	0.0
2159	23	ENSBTAG00000013912	1.0	5	67898938	67961973	1	ohno	0.043478260869565216
2160	23	ENSBTAG00000008933	3.0	5	26757885	26760156	-1	SSD	0.13043478260869565
2161	23	ENSBTAG00000019158	0.0	3	14690553	14695864	1	ohno	0.0
2162	23	ENSBTAG00000054533	1.0	3	77489268	77629921	1	SSD	0.043478260869565216
2163	23	ENSBTAG00000013329	3.0	7	6796879	6826495	-1	ohno	0.13043478260869565
2164	23	ENSBTAG00000019729	3.0	9	50377200	50401243	1	singleton	0.13043478260869565
2165	23	ENSBTAG00000000222	1.0	28	7927929	8066468	-1	ohno	0.043478260869565216
2166	23	ENSBTAG00000015781	2.0	3	43120392	43140707	-1	singleton	0.08695652173913043
2167	23	ENSBTAG00000013098	13.0	19	20016185	20027945	-1	singleton	0.5652173913043478
2168	23	ENSBTAG00000009554	2.0	29	43758719	43774081	1	ohno	0.08695652173913043
2169	23	ENSBTAG00000020017	2.0	7	18027580	18034407	1	ohno	0.08695652173913043
2170	23	ENSBTAG00000017706	2.0	7	20936284	20945759	1	SSD	0.08695652173913043
2171	23	ENSBTAG00000021187	3.0	11	88604880	88607401	-1	ohno	0.13043478260869565
2172	23	ENSBTAG00000014261	0.0	20	40309676	40332876	-1	ohno	0.0
2173	23	ENSBTAG00000030669	0.0	3	86213982	86718004	-1	SSD	0.0
2174	23	ENSBTAG00000020714	10.0	18	1762017	1783618	-1	SSD	0.43478260869565216
2175	23	ENSBTAG00000001171	2.0	18	24154462	24184693	-1	singleton	0.08695652173913043
2176	23	ENSBTAG00000019340	0.0	12	40575909	40601637	-1	ohno	0.0
2177	23	ENSBTAG00000016013	4.0	22	43831391	43848345	1	ohno	0.17391304347826086
2178	23	ENSBTAG00000014538	3.0	3	106386092	106398512	1	ohno	0.13043478260869565
2179	23	ENSBTAG00000019836	1.0	21	61248344	61271206	1	singleton	0.043478260869565216
2180	23	ENSBTAG00000001350	1.0	18	50065898	50066449	1	SSD	0.043478260869565216
2181	23	ENSBTAG00000046273	2.0	19	22097877	22106826	-1	ohno	0.08695652173913043
2182	23	ENSBTAG00000019321	4.0	19	50662216	50773701	1	SSD	0.17391304347826086
2183	23	ENSBTAG00000031231	1.0	7	21938614	21946679	1	SSD	0.043478260869565216
2184	23	ENSBTAG00000039815	0.0	11	94076975	94079017	-1	SSD	0.0
2185	23	ENSBTAG00000037756	1.0	28	24918286	25035716	1	ohno	0.043478260869565216
2186	23	ENSBTAG00000021630	2.0	10	11936565	11961634	-1	singleton	0.08695652173913043
2187	23	ENSBTAG00000004715	3.0	3	106986685	106998848	-1	SSD	0.13043478260869565
2188	23	ENSBTAG00000003378	0.0	1	72150081	72264225	1	ohno	0.0
2189	23	ENSBTAG00000016795	2.0	6	86092957	86171203	1	ohno	0.08695652173913043
2190	23	ENSBTAG00000017223	0.0	4	94250156	94263796	1	SSD	0.0
2191	23	ENSBTAG00000016197	0.0	15	29261921	29310613	1	ohno	0.0
2192	23	ENSBTAG00000012562	1.0	15	29916407	29917708	1	singleton	0.043478260869565216
2193	23	ENSBTAG00000011849	0.0	9	36449731	36485327	1	ohno	0.0
2194	23	ENSBTAG00000053156	2.0	8	79446098	79458984	-1	SSD	0.08695652173913043
2195	23	ENSBTAG00000002127	5.0	5	69672951	69713610	1	ohno	0.21739130434782608
2196	23	ENSBTAG00000004871	2.0	24	41415091	41433991	1	singleton	0.08695652173913043
2197	23	ENSBTAG00000019949	1.0	1	130942894	130955677	1	singleton	0.043478260869565216
2198	23	ENSBTAG00000009493	1.0	18	52519991	52529588	1	SSD	0.043478260869565216
2199	23	ENSBTAG00000012740	3.0	10	54973408	54998890	-1	SSD	0.13043478260869565
2200	23	ENSBTAG00000031871	4.0	23	30431383	30435000	-1	SSD	0.17391304347826086
2201	23	ENSBTAG00000001828	1.0	19	38623127	38626863	1	ohno	0.043478260869565216
2202	23	ENSBTAG00000017087	2.0	19	34359100	34379578	1	SSD	0.08695652173913043
2203	23	ENSBTAG00000013723	3.0	22	57208568	57253578	1	singleton	0.13043478260869565
2204	23	ENSBTAG00000026286	0.0	25	32720293	32750192	1	SSD	0.0
2205	23	ENSBTAG00000002128	3.0	24	42723600	42737607	-1	singleton	0.13043478260869565
2206	23	ENSBTAG00000017877	0.0	3	8403138	8419412	1	ohno	0.0
2207	23	ENSBTAG00000004803	0.0	25	13716797	13731513	1	singleton	0.0
2208	23	ENSBTAG00000051215	4.0	15	77451766	77481415	-1	SSD	0.17391304347826086
2209	23	ENSBTAG00000016331	0.0	25	3872510	3882364	-1	singleton	0.0
2210	23	ENSBTAG00000000201	1.0	1	7183913	7240822	1	singleton	0.043478260869565216
2211	23	ENSBTAG00000047136	1.0	14	24496775	24496930	1	SSD	0.043478260869565216
2212	23	ENSBTAG00000021249	1.0	25	25862056	25866924	-1	singleton	0.043478260869565216
2213	23	ENSBTAG00000047834	3.0	14	9114129	9202434	-1	ohno	0.13043478260869565
2214	23	ENSBTAG00000017333	1.0	18	49741504	49756355	-1	SSD	0.043478260869565216
2215	23	ENSBTAG00000047828	0.0	20	13932899	13938110	-1	singleton	0.0
2216	23	ENSBTAG00000008802	3.0	19	34509785	34524187	-1	singleton	0.13043478260869565
2217	23	ENSBTAG00000011684	1.0	27	33119234	33151979	-1	ohno	0.043478260869565216
2218	23	ENSBTAG00000032026	3.0	22	50481628	50484009	1	SSD	0.13043478260869565
2219	23	ENSBTAG00000013204	0.0	1	73048103	73125832	1	ohno	0.0
2220	23	ENSBTAG00000004448	1.0	15	76674259	76779196	-1	singleton	0.043478260869565216
2221	23	ENSBTAG00000010460	2.0	16	24017131	24156596	1	ohno	0.08695652173913043
2222	23	ENSBTAG00000003025	1.0	22	51557935	51564695	1	SSD	0.043478260869565216
2223	23	ENSBTAG00000014891	0.0	11	21086083	21091537	-1	SSD	0.0
2224	23	ENSBTAG00000013560	1.0	16	79913789	79917702	1	singleton	0.043478260869565216
2225	23	ENSBTAG00000001178	2.0	12	30183487	30206285	-1	singleton	0.08695652173913043
2226	23	ENSBTAG00000006543	0.0	25	26008727	26028899	-1	SSD	0.0
2227	23	ENSBTAG00000002823	7.0	3	915375	997233	-1	SSD	0.30434782608695654
2228	23	ENSBTAG00000014669	1.0	5	24684273	24711486	-1	SSD	0.043478260869565216
2229	23	ENSBTAG00000010867	1.0	18	16674438	16759589	1	SSD	0.043478260869565216
2230	23	ENSBTAG00000043974	1.0	25	26709871	26712376	-1	SSD	0.043478260869565216
2231	23	ENSBTAG00000018026	2.0	22	717681	801535	-1	SSD	0.08695652173913043
2232	23	ENSBTAG00000002147	0.0	22	28654373	28705579	-1	singleton	0.0
2233	23	ENSBTAG00000004328	2.0	11	5501359	5522717	-1	SSD	0.08695652173913043
2234	23	ENSBTAG00000002050	0.0	3	93648200	93667733	1	singleton	0.0
2235	23	ENSBTAG00000019730	0.0	9	50346225	50372811	1	singleton	0.0
2236	23	ENSBTAG00000048002	0.0	21	14137379	14137678	1	SSD	0.0
2237	23	ENSBTAG00000008792	4.0	10	26370334	26371828	-1	SSD	0.17391304347826086
2238	23	ENSBTAG00000009232	2.0	1	87879574	87964195	-1	SSD	0.08695652173913043
2239	23	ENSBTAG00000012972	2.0	6	17261763	17282966	-1	SSD	0.08695652173913043
2240	23	ENSBTAG00000045703	1.0	26	20640572	20681513	-1	singleton	0.043478260869565216
2241	23	ENSBTAG00000026415	0.0	25	1350952	1353440	-1	singleton	0.0
2242	23	ENSBTAG00000004054	1.0	21	61358353	61409967	1	ohno	0.043478260869565216
2243	23	ENSBTAG00000019077	0.0	10	22229577	22252106	1	singleton	0.0
2244	23	ENSBTAG00000005791	14.0	26	45300494	45324610	-1	singleton	0.6086956521739131
2245	23	ENSBTAG00000024928	0.0	16	41499543	41534237	-1	SSD	0.0
2246	23	ENSBTAG00000054367	3.0	5	108138474	108154024	1	SSD	0.13043478260869565
2247	23	ENSBTAG00000017081	8.0	19	34382621	34386321	-1	ohno	0.34782608695652173
2248	23	ENSBTAG00000010498	2.0	2	6776416	6800154	1	singleton	0.08695652173913043
2249	23	ENSBTAG00000004509	3.0	25	2962335	2979321	-1	singleton	0.13043478260869565
2250	23	ENSBTAG00000007617	1.0	18	36491411	36514012	-1	SSD	0.043478260869565216
2251	23	ENSBTAG00000047780	2.0	20	71828109	71843714	1	singleton	0.08695652173913043
2252	23	ENSBTAG00000002243	0.0	29	43242325	43254073	1	ohno	0.0
2253	23	ENSBTAG00000005845	2.0	21	33797784	33805071	-1	singleton	0.08695652173913043
2254	23	ENSBTAG00000018159	3.0	4	106677710	106696081	1	ohno	0.13043478260869565
2255	23	ENSBTAG00000033186	2.0	20	32667447	32834933	1	singleton	0.08695652173913043
2256	23	ENSBTAG00000014272	1.0	23	22196643	22263733	-1	SSD	0.043478260869565216
2257	23	ENSBTAG00000012191	0.0	27	14019529	14170149	1	ohno	0.0
2258	23	ENSBTAG00000000252	8.0	8	102655928	102658552	-1	singleton	0.34782608695652173
2259	23	ENSBTAG00000001107	1.0	16	56231860	56242610	1	singleton	0.043478260869565216
2260	23	ENSBTAG00000012423	1.0	5	32190514	32240416	1	ohno	0.043478260869565216
2261	23	ENSBTAG00000012615	1.0	2	52268261	52305498	1	ohno	0.043478260869565216
2262	23	ENSBTAG00000008743	5.0	17	62300435	62326158	-1	ohno	0.21739130434782608
2263	23	ENSBTAG00000025564	1.0	10	42657516	42657836	-1	SSD	0.043478260869565216
2264	23	ENSBTAG00000024426	1.0	4	12191129	12534305	1	SSD	0.043478260869565216
2265	23	ENSBTAG00000006276	1.0	19	53358290	53366382	-1	ohno	0.043478260869565216
2266	23	ENSBTAG00000003825	1.0	4	43598679	43690863	-1	SSD	0.043478260869565216
2267	23	ENSBTAG00000019542	0.0	1	10823242	10849340	1	SSD	0.0
2268	23	ENSBTAG00000032763	1.0	18	35270307	35327179	-1	ohno	0.043478260869565216
