	Ensembl Gene ID	affectedTissues	expressedTissues	Chromosome Name	Gene Start (bp)	Gene End (bp)	Strand	CNV	propOfExpressedAffectedByeQTL
1308	ENSG00000108984	1.0	48	17	67410839	67539472	1	N	0.020833333333333332
1309	ENSG00000120254	2.0	48	6	151186685	151423023	1	Y	0.041666666666666664
1310	ENSG00000159479	6.0	48	1	43849588	43855479	-1	N	0.125
1311	ENSG00000012211	1.0	48	X	49031151	49042845	-1	N	0.020833333333333332
1312	ENSG00000135114	1.0	48	12	121458095	121477045	-1	N	0.020833333333333332
1313	ENSG00000128989	23.0	48	15	52839242	52862080	-1	N	0.4791666666666667
1314	ENSG00000145414	1.0	48	4	164031225	164088073	-1	Y	0.020833333333333332
1315	ENSG00000170426	4.0	45	12	57316938	57328189	-1	N	0.08888888888888889
1316	ENSG00000084754	2.0	48	2	26413504	26467594	-1	N	0.041666666666666664
1317	ENSG00000197980	26.0	46	3	156543270	156763918	1	Y	0.5652173913043478
1318	ENSG00000164002	19.0	48	1	40974413	40982228	1	N	0.3958333333333333
1319	ENSG00000117461	2.0	48	1	46505812	46642160	-1	N	0.041666666666666664
1320	ENSG00000169682	4.0	48	16	28985542	28995869	1	N	0.08333333333333333
1321	ENSG00000139547	4.0	48	12	57345219	57353158	-1	N	0.08333333333333333
1322	ENSG00000255587	1.0	34	6	36683256	36699870	1	N	0.029411764705882353
1323	ENSG00000159111	16.0	48	17	45900638	45908900	-1	N	0.3333333333333333
1324	ENSG00000083290	16.0	48	17	19674142	19771249	-1	N	0.3333333333333333
1325	ENSG00000160013	1.0	48	19	47123725	47128375	-1	N	0.020833333333333332
1326	ENSG00000053747	5.0	47	18	21269407	21535030	1	Y	0.10638297872340426
1327	ENSG00000179270	10.0	32	2	29283842	29297127	-1	N	0.3125
1328	ENSG00000138615	1.0	48	15	65488337	65503826	-1	N	0.020833333333333332
1329	ENSG00000124772	6.0	48	6	36708552	36807778	-1	N	0.125
1330	ENSG00000213121	1.0	1	6	153552455	153668623	1	Y	1.0
1331	ENSG00000062598	2.0	48	20	44994688	45061704	-1	Y	0.041666666666666664
1332	ENSG00000111962	14.0	48	6	149068464	149398126	1	Y	0.2916666666666667
1333	ENSG00000164023	2.0	48	4	108745719	108836203	1	N	0.041666666666666664
1334	ENSG00000198105	17.0	48	10	38091751	38147034	-1	N	0.3541666666666667
1335	ENSG00000160868	1.0	39	7	99354604	99381888	-1	N	0.02564102564102564
1336	ENSG00000122035	8.0	48	13	27844464	27847827	1	N	0.16666666666666666
1337	ENSG00000164128	3.0	46	4	164245113	164265984	-1	N	0.06521739130434782
1338	ENSG00000130758	22.0	48	19	40697651	40721482	1	Y	0.4583333333333333
1339	ENSG00000122958	4.0	48	10	70883268	70932617	1	N	0.08333333333333333
1340	ENSG00000197380	1.0	48	19	47150869	47164395	-1	N	0.020833333333333332
1341	ENSG00000115425	2.0	48	2	216861052	216947678	-1	Y	0.041666666666666664
1342	ENSG00000170043	1.0	48	17	7833663	7835441	-1	Y	0.020833333333333332
1343	ENSG00000100109	10.0	48	22	26887191	26908471	-1	Y	0.20833333333333334
1344	ENSG00000125347	1.0	48	5	131817301	131826490	-1	N	0.020833333333333332
1345	ENSG00000143727	5.0	48	2	264140	278283	1	N	0.10416666666666667
1346	ENSG00000218819	1.0	4	2	21346789	21366144	1	Y	0.25
1347	ENSG00000167302	1.0	48	17	79202077	79212891	-1	Y	0.020833333333333332
1348	ENSG00000135525	14.0	48	6	136663875	136871957	-1	Y	0.2916666666666667
1349	ENSG00000219073	1.0	48	1	22303514	22325135	1	Y	0.020833333333333332
1350	ENSG00000136631	1.0	48	1	150039369	150117505	1	N	0.020833333333333332
1351	ENSG00000101193	6.0	48	20	61569471	61576996	1	N	0.125
1352	ENSG00000085719	18.0	48	8	87497059	87573726	1	Y	0.375
1353	ENSG00000103126	5.0	48	16	337440	402673	-1	Y	0.10416666666666667
1354	ENSG00000138617	2.0	48	15	65526798	65592956	-1	Y	0.041666666666666664
1355	ENSG00000122034	8.0	48	13	27998681	28009958	1	N	0.16666666666666666
1356	ENSG00000021762	25.0	48	11	3108346	3187969	-1	Y	0.5208333333333334
1357	ENSG00000119771	5.0	48	2	23608088	23931481	1	Y	0.10416666666666667
1358	ENSG00000227051	11.0	48	14	96505661	96560417	1	N	0.22916666666666666
1359	ENSG00000204923	4.0	48	2	68686551	68694390	-1	N	0.08333333333333333
1360	ENSG00000164129	1.0	45	4	164265091	164273086	1	N	0.022222222222222223
1361	ENSG00000155016	12.0	48	4	108852525	108874613	1	N	0.25
1362	ENSG00000073711	4.0	48	3	135684515	135866733	1	Y	0.08333333333333333
1363	ENSG00000113318	30.0	48	5	79950467	80172279	1	Y	0.625
1364	ENSG00000117010	3.0	48	1	40997233	41013841	1	N	0.0625
1365	ENSG00000145990	10.0	48	6	13358062	13487894	-1	N	0.20833333333333334
1366	ENSG00000142789	1.0	48	1	22328149	22339032	1	Y	0.020833333333333332
1367	ENSG00000151005	1.0	13	4	164392257	164395047	-1	N	0.07692307692307693
1368	ENSG00000148773	1.0	36	10	129894923	129924649	-1	N	0.027777777777777776
1369	ENSG00000112038	2.0	7	6	154331631	154568001	1	Y	0.2857142857142857
1370	ENSG00000115295	3.0	48	2	29320571	29412509	1	N	0.0625
1371	ENSG00000101194	9.0	48	20	61584052	61599949	1	Y	0.1875
1372	ENSG00000175745	1.0	48	5	92919043	92930321	1	Y	0.020833333333333332
1373	ENSG00000117472	2.0	48	1	46640745	46651630	1	N	0.041666666666666664
1374	ENSG00000159217	1.0	5	17	47074774	47133012	1	N	0.2
1375	ENSG00000003137	2.0	47	2	72356367	72375167	-1	N	0.0425531914893617
1376	ENSG00000168036	5.0	48	3	41236328	41301587	1	N	0.10416666666666667
1377	ENSG00000198498	6.0	48	4	164415594	164441691	1	Y	0.125
1378	ENSG00000164175	2.0	31	5	33944721	33984835	-1	Y	0.06451612903225806
1379	ENSG00000073464	23.0	48	X	10125024	10205700	1	N	0.4791666666666667
1380	ENSG00000129484	23.0	48	14	20811741	20826064	1	N	0.4791666666666667
1381	ENSG00000152700	7.0	48	5	133936834	133984961	-1	N	0.14583333333333334
1382	ENSG00000175592	1.0	48	11	65659520	65668044	-1	N	0.020833333333333332
1383	ENSG00000198198	6.0	48	1	43855553	43918321	1	Y	0.125
1384	ENSG00000174498	4.0	27	15	65619465	65670378	-1	N	0.14814814814814814
1385	ENSG00000139370	4.0	48	12	129277739	129308528	-1	Y	0.08333333333333333
1386	ENSG00000174136	8.0	48	5	98104354	98134347	1	N	0.16666666666666666
1387	ENSG00000105287	27.0	48	19	47177532	47220384	-1	N	0.5625
1388	ENSG00000145002	14.0	44	8	12282913	12293915	-1	Y	0.3181818181818182
1389	ENSG00000165312	2.0	48	10	23728198	23731308	1	N	0.041666666666666664
1390	ENSG00000181541	2.0	46	4	151503077	151505843	1	N	0.043478260869565216
1391	ENSG00000198520	16.0	48	1	45140364	45191263	1	Y	0.3333333333333333
1392	ENSG00000151611	6.0	48	4	146539415	146581187	1	N	0.125
1393	ENSG00000163075	2.0	36	2	120302008	120419827	1	Y	0.05555555555555555
1394	ENSG00000070831	5.0	48	1	22379120	22419437	1	N	0.10416666666666667
1395	ENSG00000138796	2.0	48	4	108910870	108956331	1	N	0.041666666666666664
1396	ENSG00000160401	4.0	48	9	130469268	130478281	1	N	0.08333333333333333
1397	ENSG00000165548	10.0	47	14	77582911	77725838	1	Y	0.2127659574468085
1398	ENSG00000170624	9.0	47	5	155297354	156194799	1	Y	0.19148936170212766
1399	ENSG00000198625	2.0	48	1	204485511	204542871	1	N	0.041666666666666664
1400	ENSG00000197771	3.0	48	10	121588972	121652068	-1	Y	0.0625
1401	ENSG00000150054	18.0	48	10	28339922	28623415	-1	Y	0.375
1402	ENSG00000107165	1.0	35	9	12685439	12710290	1	Y	0.02857142857142857
1403	ENSG00000092871	14.0	48	17	33333009	33416338	-1	N	0.2916666666666667
1404	ENSG00000153162	1.0	48	6	7727030	7881655	1	Y	0.020833333333333332
1405	ENSG00000117016	4.0	48	1	41086351	41131329	-1	Y	0.08333333333333333
1406	ENSG00000137877	42.0	48	15	42140345	42186275	-1	N	0.875
1407	ENSG00000122375	27.0	37	10	88414314	88426605	1	N	0.7297297297297297
1408	ENSG00000145425	15.0	48	4	152020725	152025804	1	N	0.3125
1409	ENSG00000175573	4.0	48	11	65684279	65686588	-1	N	0.08333333333333333
1410	ENSG00000166171	1.0	48	10	103330317	103369425	1	N	0.020833333333333332
1411	ENSG00000135597	7.0	48	6	139224630	139309398	-1	N	0.14583333333333334
1412	ENSG00000015532	13.0	48	17	48423453	48440499	1	Y	0.2708333333333333
1413	ENSG00000055208	6.0	48	6	149539777	149732749	1	Y	0.125
1414	ENSG00000125843	2.0	48	20	3801178	3805949	1	Y	0.041666666666666664
1415	ENSG00000167094	2.0	44	9	130478345	130493879	1	N	0.045454545454545456
1416	ENSG00000243156	8.0	48	22	18270415	18507325	-1	Y	0.16666666666666666
1417	ENSG00000186431	4.0	47	19	55385704	55401838	1	Y	0.0851063829787234
1418	ENSG00000145416	34.0	48	4	164445450	165305202	-1	Y	0.7083333333333334
1419	ENSG00000137168	9.0	48	6	36822603	36842800	-1	N	0.1875
1420	ENSG00000086504	14.0	48	16	417384	420527	-1	N	0.2916666666666667
1421	ENSG00000001036	6.0	48	6	143815948	143832827	-1	N	0.125
1422	ENSG00000006075	1.0	47	17	34415602	34417515	-1	Y	0.02127659574468085
1423	ENSG00000175550	1.0	48	11	65686728	65689032	1	N	0.020833333333333332
1424	ENSG00000122033	21.0	48	13	28009776	28024739	-1	N	0.4375
1425	ENSG00000135144	3.0	47	12	113494514	113535833	1	Y	0.06382978723404255
1426	ENSG00000155760	9.0	48	2	202899310	202903160	1	N	0.1875
1427	ENSG00000102003	8.0	48	X	49044269	49056718	-1	N	0.16666666666666666
1428	ENSG00000204118	13.0	41	X	72345876	72347919	-1	N	0.3170731707317073
1429	ENSG00000152495	6.0	46	5	110559351	110830584	1	Y	0.13043478260869565
1430	ENSG00000156502	7.0	48	10	70939988	70968855	1	N	0.14583333333333334
1431	ENSG00000186462	3.0	48	X	72432135	72434684	-1	N	0.0625
1432	ENSG00000103742	17.0	46	15	65673802	65715410	-1	N	0.3695652173913043
1433	ENSG00000131264	1.0	3	X	72667090	72675081	1	N	0.3333333333333333
1434	ENSG00000171462	3.0	48	6	43418090	43424370	-1	N	0.0625
1435	ENSG00000101158	39.0	48	20	57556263	57570188	1	N	0.8125
1436	ENSG00000120549	4.0	48	10	23983675	24836772	1	Y	0.08333333333333333
1437	ENSG00000104938	10.0	28	19	7828035	7834491	1	Y	0.35714285714285715
1438	ENSG00000239264	15.0	48	6	7881483	8026646	-1	Y	0.3125
1439	ENSG00000101871	4.0	47	X	10413350	10851773	-1	Y	0.0851063829787234
1440	ENSG00000204116	1.0	48	X	72783036	72906937	1	Y	0.020833333333333332
1441	ENSG00000203989	1.0	1	X	119205848	119211707	-1	N	1.0
1442	ENSG00000144460	2.0	24	2	226265364	226518734	1	N	0.08333333333333333
1443	ENSG00000166856	1.0	39	12	57388230	57390468	1	N	0.02564102564102564
1444	ENSG00000085998	3.0	48	1	46654354	46685977	-1	N	0.0625
1445	ENSG00000153714	10.0	48	9	12775020	12822130	1	N	0.20833333333333334
1446	ENSG00000137760	4.0	48	11	107373452	107436472	-1	N	0.08333333333333333
1447	ENSG00000158258	8.0	46	3	139654027	140296239	1	Y	0.17391304347826086
1448	ENSG00000101197	12.0	43	20	61867235	61871859	1	N	0.27906976744186046
1449	ENSG00000101883	36.0	48	X	119243011	119249847	-1	N	0.75
1450	ENSG00000139517	6.0	48	13	28120050	28194541	-1	N	0.125
1451	ENSG00000169047	6.0	48	2	227596033	227664475	-1	N	0.125
1452	ENSG00000087502	10.0	48	12	29490285	29534122	-1	N	0.20833333333333334
1453	ENSG00000119899	13.0	48	6	74303102	74363878	-1	Y	0.2708333333333333
1454	ENSG00000131721	1.0	1	X	119292467	119297945	1	N	1.0
1455	ENSG00000022567	15.0	48	8	142217265	142318404	-1	Y	0.3125
1456	ENSG00000154359	1.0	48	8	12579403	12613582	-1	N	0.020833333333333332
1457	ENSG00000122367	16.0	48	10	88428206	88495825	1	N	0.3333333333333333
1458	ENSG00000163913	33.0	48	3	129158968	129239198	1	Y	0.6875
1459	ENSG00000129925	22.0	48	16	420773	437113	-1	N	0.4583333333333333
1460	ENSG00000167771	2.0	47	11	63678693	63684316	-1	Y	0.0425531914893617
1461	ENSG00000196353	14.0	43	3	131252399	132004254	-1	Y	0.32558139534883723
1462	ENSG00000127311	25.0	47	12	66696325	66737423	1	N	0.5319148936170213
1463	ENSG00000128294	11.0	48	22	26921458	26992681	-1	N	0.22916666666666666
1464	ENSG00000144468	3.0	48	2	227700297	227863931	1	N	0.0625
1465	ENSG00000078269	11.0	48	6	158402888	158520208	1	Y	0.22916666666666666
1466	ENSG00000186184	31.0	48	13	28194903	28241548	1	N	0.6458333333333334
1467	ENSG00000124523	20.0	48	6	13574816	13614790	1	N	0.4166666666666667
1468	ENSG00000160404	5.0	48	9	130493803	130497604	-1	N	0.10416666666666667
1469	ENSG00000150316	25.0	48	11	94695787	94706776	-1	N	0.5208333333333334
1470	ENSG00000147100	2.0	47	X	73641085	73753752	1	N	0.0425531914893617
1471	ENSG00000088888	9.0	48	20	3827487	3849280	1	Y	0.1875
1472	ENSG00000177485	3.0	48	X	119384607	119392253	1	N	0.0625
1473	ENSG00000082212	8.0	48	18	48405419	48474691	1	Y	0.16666666666666666
1474	ENSG00000187109	3.0	48	12	76438670	76478813	-1	N	0.0625
1475	ENSG00000176871	11.0	48	12	118470712	118500235	-1	N	0.22916666666666666
1476	ENSG00000168398	6.0	46	14	96671016	96710666	1	N	0.13043478260869565
1477	ENSG00000170382	4.0	48	1	204586298	204654861	-1	N	0.08333333333333333
1478	ENSG00000134121	7.0	47	3	238279	451090	1	Y	0.14893617021276595
1479	ENSG00000176349	2.0	13	7	1878222	1889567	1	Y	0.15384615384615385
1480	ENSG00000101198	19.0	39	20	61872136	61904046	-1	Y	0.48717948717948717
1481	ENSG00000187944	8.0	46	2	197669726	197675000	-1	N	0.17391304347826086
1482	ENSG00000113391	3.0	48	5	92953775	93447404	-1	Y	0.0625
1483	ENSG00000169621	4.0	48	2	68694693	68858004	1	N	0.08333333333333333
1484	ENSG00000168621	1.0	45	5	37812779	37839788	-1	N	0.022222222222222223
1485	ENSG00000127720	1.0	48	12	82752276	82873015	1	N	0.020833333333333332
1486	ENSG00000004961	3.0	48	X	11129421	11141198	1	N	0.0625
1487	ENSG00000122687	32.0	48	7	2273866	2281840	-1	N	0.6666666666666666
1488	ENSG00000003756	2.0	48	3	50126341	50156454	1	Y	0.041666666666666664
1489	ENSG00000151612	5.0	48	4	146678779	146859787	-1	N	0.10416666666666667
1490	ENSG00000131263	2.0	48	X	73805052	73834452	-1	N	0.041666666666666664
1491	ENSG00000111344	4.0	41	12	113536624	113574044	-1	N	0.0975609756097561
1492	ENSG00000159784	2.0	47	7	143050493	143059863	-1	N	0.0425531914893617
1493	ENSG00000125618	42.0	48	2	113973574	114036527	-1	Y	0.875
1494	ENSG00000125355	10.0	47	X	119392505	119445411	-1	N	0.2127659574468085
1495	ENSG00000066136	7.0	48	1	41157320	41237275	1	N	0.14583333333333334
1496	ENSG00000100478	4.0	48	14	31494312	31562818	1	N	0.08333333333333333
1497	ENSG00000121207	3.0	38	4	155548097	155674270	1	N	0.07894736842105263
1498	ENSG00000183463	6.0	10	13	28551851	28562791	-1	N	0.6
1499	ENSG00000166415	9.0	20	15	53805938	54055075	-1	Y	0.45
1500	ENSG00000162552	4.0	47	1	22443798	22470462	-1	N	0.0851063829787234
1501	ENSG00000189430	2.0	22	19	55417508	55427508	1	Y	0.09090909090909091
1502	ENSG00000127328	17.0	48	12	70132461	70216984	1	N	0.3541666666666667
1503	ENSG00000035403	11.0	48	10	75757872	75879918	1	N	0.22916666666666666
1504	ENSG00000196431	1.0	19	22	27017928	27026636	1	N	0.05263157894736842
1505	ENSG00000197121	2.0	48	2	197697728	197792520	-1	N	0.041666666666666664
1506	ENSG00000182208	4.0	48	11	1490687	1522477	-1	Y	0.08333333333333333
1507	ENSG00000106268	17.0	48	7	2281857	2290781	1	N	0.3541666666666667
1508	ENSG00000166483	3.0	48	11	9595228	9615004	1	Y	0.0625
1509	ENSG00000095627	1.0	36	10	115939029	115992063	1	N	0.027777777777777776
1510	ENSG00000110583	5.0	48	11	63706431	63724800	1	N	0.10416666666666667
1511	ENSG00000166169	2.0	48	10	103338639	103348027	-1	N	0.041666666666666664
1512	ENSG00000145850	1.0	42	5	156346293	156390266	-1	Y	0.023809523809523808
1513	ENSG00000166863	2.0	41	12	57403784	57422667	-1	N	0.04878048780487805
1514	ENSG00000151948	7.0	47	12	129337972	129469509	1	Y	0.14893617021276595
1515	ENSG00000163630	5.0	24	3	63213991	63602597	1	Y	0.20833333333333334
1516	ENSG00000170037	12.0	48	17	7835419	7853236	1	Y	0.25
1517	ENSG00000122025	17.0	46	13	28577411	28674729	-1	Y	0.3695652173913043
1518	ENSG00000108469	14.0	48	17	73622925	73663269	-1	N	0.2916666666666667
1519	ENSG00000196290	6.0	48	2	201754050	201768655	1	N	0.125
1520	ENSG00000047648	5.0	48	X	11136239	11683821	-1	Y	0.10416666666666667
1521	ENSG00000184677	12.0	48	1	22778344	22857650	1	N	0.25
1522	ENSG00000169184	5.0	48	22	28144265	28197486	-1	Y	0.10416666666666667
1523	ENSG00000144036	4.0	48	2	72403113	73053170	-1	N	0.08333333333333333
1524	ENSG00000105329	10.0	48	19	41807492	41859816	-1	N	0.20833333333333334
1525	ENSG00000079246	14.0	48	2	216972187	217071026	1	Y	0.2916666666666667
1526	ENSG00000221983	25.0	48	19	18682540	18688360	1	N	0.5208333333333334
1527	ENSG00000103202	25.0	48	16	446725	460367	1	N	0.5208333333333334
1528	ENSG00000142945	4.0	48	1	45205490	45233439	1	N	0.08333333333333333
1529	ENSG00000103966	13.0	48	15	42190950	42264776	-1	N	0.2708333333333333
1530	ENSG00000086289	21.0	48	7	37723446	37991543	1	Y	0.4375
1531	ENSG00000109686	5.0	48	4	152023903	152246784	-1	Y	0.10416666666666667
1532	ENSG00000163660	1.0	48	3	156864297	156878549	-1	N	0.020833333333333332
1533	ENSG00000108175	2.0	48	10	80828792	81076276	1	Y	0.041666666666666664
1534	ENSG00000131269	4.0	48	X	74273115	74376567	-1	N	0.08333333333333333
1535	ENSG00000113249	11.0	35	5	156456424	156486130	-1	N	0.3142857142857143
1536	ENSG00000101199	9.0	48	20	61904137	61921142	1	N	0.1875
1537	ENSG00000170430	47.0	48	10	131265448	131566271	1	Y	0.9791666666666666
1538	ENSG00000242110	43.0	48	5	33986283	34008220	-1	N	0.8958333333333334
1539	ENSG00000170289	1.0	7	8	87566205	87755903	-1	N	0.14285714285714285
1540	ENSG00000204882	2.0	45	8	142366600	142377367	-1	N	0.044444444444444446
1541	ENSG00000102001	25.0	44	X	49061523	49089833	-1	N	0.5681818181818182
1542	ENSG00000185149	12.0	30	4	156129781	156138230	1	N	0.4
1543	ENSG00000142039	3.0	48	19	41816094	41830788	1	N	0.0625
1544	ENSG00000086288	7.0	43	7	37888199	37940003	1	Y	0.16279069767441862
1545	ENSG00000183439	9.0	42	4	165875598	165898820	-1	Y	0.21428571428571427
1546	ENSG00000141294	24.0	48	17	45908993	45915079	1	N	0.5
1547	ENSG00000153147	2.0	48	4	144434616	144478639	1	N	0.041666666666666664
1548	ENSG00000197442	5.0	48	6	136878185	137113656	-1	N	0.10416666666666667
1549	ENSG00000184489	1.0	48	8	142402093	142441620	1	Y	0.020833333333333332
1550	ENSG00000137766	4.0	34	15	54305101	54920806	1	Y	0.11764705882352941
1551	ENSG00000250486	11.0	47	4	165878100	165880273	1	Y	0.23404255319148937
1552	ENSG00000197363	23.0	48	8	146024261	146036554	1	N	0.4791666666666667
1553	ENSG00000023902	2.0	48	1	150121373	150136916	1	N	0.041666666666666664
1554	ENSG00000185551	1.0	48	15	96869167	96883492	1	Y	0.020833333333333332
1555	ENSG00000133789	12.0	48	11	9685624	9774538	1	Y	0.25
1556	ENSG00000167634	1.0	8	19	55434877	55477680	-1	Y	0.125
1557	ENSG00000110675	12.0	44	11	107461817	107537505	1	N	0.2727272727272727
1558	ENSG00000141646	9.0	48	18	48494410	48611415	1	Y	0.1875
1559	ENSG00000175376	11.0	48	11	65764016	65769647	-1	N	0.22916666666666666
1560	ENSG00000164211	5.0	48	5	110831731	110848288	-1	N	0.10416666666666667
1561	ENSG00000006016	4.0	48	19	18683030	18718551	-1	N	0.08333333333333333
1562	ENSG00000164114	11.0	48	4	156263810	156298122	-1	N	0.22916666666666666
1563	ENSG00000170088	1.0	48	4	165995574	166129701	-1	Y	0.020833333333333332
1564	ENSG00000138435	2.0	34	2	175612320	175629200	-1	N	0.058823529411764705
1565	ENSG00000074603	2.0	48	15	65734801	65810042	-1	Y	0.041666666666666664
1566	ENSG00000178199	3.0	48	6	149768794	149806197	-1	Y	0.0625
1567	ENSG00000154743	12.0	48	3	12525931	12581122	1	Y	0.25
1568	ENSG00000115042	2.0	48	2	96068469	96082364	1	N	0.041666666666666664
1569	ENSG00000198663	12.0	48	6	36839646	36896740	1	N	0.25
1570	ENSG00000169618	1.0	12	2	68870721	68882708	1	N	0.08333333333333333
1571	ENSG00000021461	2.0	42	7	99425636	99463718	1	Y	0.047619047619047616
1572	ENSG00000076604	3.0	48	17	27071002	27077974	1	N	0.0625
1573	ENSG00000185594	2.0	10	15	97326619	97328845	1	N	0.2
1574	ENSG00000074706	8.0	47	6	154475631	154677926	-1	Y	0.1702127659574468
1575	ENSG00000081052	7.0	48	2	227867427	228028829	-1	Y	0.14583333333333334
1576	ENSG00000242612	44.0	48	16	451826	462487	1	N	0.9166666666666666
1577	ENSG00000164074	8.0	48	4	128886461	128960866	1	N	0.16666666666666666
1578	ENSG00000175395	26.0	48	10	38238500	38265561	-1	N	0.5416666666666666
1579	ENSG00000146966	1.0	46	7	140218220	140373793	-1	Y	0.021739130434782608
1580	ENSG00000152520	1.0	48	13	28712643	28869475	1	Y	0.020833333333333332
1581	ENSG00000006015	2.0	48	19	18699495	18703146	1	N	0.041666666666666664
1582	ENSG00000138795	2.0	48	4	108968701	109090112	-1	N	0.041666666666666664
1583	ENSG00000244045	12.0	48	17	26684604	26708716	1	Y	0.25
1584	ENSG00000251209	3.0	22	15	98285448	98417780	-1	N	0.13636363636363635
1585	ENSG00000096401	2.0	48	6	44355262	44418163	1	N	0.041666666666666664
1586	ENSG00000168038	41.0	48	3	41288090	42003922	-1	Y	0.8541666666666666
1587	ENSG00000142046	24.0	48	19	41856816	41889988	1	Y	0.5
1588	ENSG00000140450	2.0	48	15	98462784	98517068	1	Y	0.041666666666666664
1589	ENSG00000120088	7.0	34	17	43699267	43913194	1	Y	0.20588235294117646
1590	ENSG00000070886	2.0	23	1	22890057	22930087	1	Y	0.08695652173913043
1591	ENSG00000134115	9.0	35	3	1134260	1445901	1	Y	0.2571428571428571
1592	ENSG00000231500	45.0	48	6	33239787	33244287	1	N	0.9375
1593	ENSG00000167770	4.0	48	11	63753325	63769283	1	N	0.08333333333333333
1594	ENSG00000100154	9.0	48	22	28374004	29075853	-1	Y	0.1875
1595	ENSG00000175334	17.0	48	11	65769550	65771620	1	N	0.3541666666666667
1596	ENSG00000224361	1.0	8	2	23729913	23747214	-1	N	0.125
1597	ENSG00000112419	4.0	48	6	143857982	144152322	1	Y	0.08333333333333333
1598	ENSG00000109466	4.0	48	4	166128770	166244308	1	N	0.08333333333333333
1599	ENSG00000213658	9.0	48	16	28996147	29002104	1	N	0.1875
1600	ENSG00000171357	19.0	47	1	46669006	46686933	1	N	0.40425531914893614
1601	ENSG00000144152	16.0	47	2	112895962	112945791	1	Y	0.3404255319148936
1602	ENSG00000188428	2.0	48	6	8013800	8064647	-1	Y	0.041666666666666664
1603	ENSG00000188626	23.0	47	15	28947100	28983530	-1	Y	0.48936170212765956
1604	ENSG00000137876	19.0	48	15	55473004	55489265	-1	N	0.3958333333333333
1605	ENSG00000179104	4.0	48	12	83080659	83528649	1	Y	0.08333333333333333
1606	ENSG00000133812	5.0	48	11	9800214	10315754	-1	Y	0.10416666666666667
1607	ENSG00000108826	8.0	48	17	48445218	48450575	-1	N	0.16666666666666666
1608	ENSG00000164167	3.0	48	4	147096837	147121152	1	N	0.0625
1609	ENSG00000119778	4.0	48	2	23971534	24149984	-1	N	0.08333333333333333
1610	ENSG00000105696	1.0	48	19	18718240	18731849	1	N	0.020833333333333332
1611	ENSG00000188089	6.0	19	15	42273780	42343388	-1	N	0.3157894736842105
1612	ENSG00000173838	6.0	37	17	60778675	60885705	-1	Y	0.16216216216216217
1613	ENSG00000108001	5.0	46	10	131633547	131762105	-1	Y	0.10869565217391304
1614	ENSG00000163219	5.0	48	2	68906733	69053965	1	N	0.10416666666666667
1615	ENSG00000133895	4.0	48	11	64570982	64578766	-1	N	0.08333333333333333
1616	ENSG00000005302	2.0	48	X	11776278	11793870	1	N	0.041666666666666664
1617	ENSG00000175315	10.0	48	11	65779312	65780976	1	N	0.20833333333333334
1618	ENSG00000135077	2.0	48	5	156512843	156569880	-1	Y	0.041666666666666664
1619	ENSG00000085999	6.0	48	1	46713360	46744145	1	N	0.125
1620	ENSG00000002726	11.0	30	7	150521715	150558592	1	Y	0.36666666666666664
1621	ENSG00000070031	1.0	27	11	626431	627143	-1	Y	0.037037037037037035
1622	ENSG00000100739	4.0	46	14	96722161	96735304	1	N	0.08695652173913043
1623	ENSG00000153822	4.0	44	17	68049570	68131749	1	Y	0.09090909090909091
1624	ENSG00000175294	2.0	43	11	65784223	65793988	-1	N	0.046511627906976744
1625	ENSG00000140443	9.0	48	15	99192200	99507759	1	N	0.1875
1626	ENSG00000170290	3.0	48	11	107578104	107590419	-1	N	0.0625
1627	ENSG00000069696	12.0	48	11	637293	640706	1	Y	0.25
1628	ENSG00000164902	1.0	48	5	125935960	125962944	1	N	0.020833333333333332
1629	ENSG00000115590	4.0	48	2	102608306	102645006	1	Y	0.08333333333333333
1630	ENSG00000163492	4.0	38	2	179694484	179914813	-1	N	0.10526315789473684
1631	ENSG00000124467	1.0	2	19	43256838	43359843	-1	Y	0.5
1632	ENSG00000183323	31.0	48	5	68576002	68628636	-1	N	0.6458333333333334
1633	ENSG00000241598	2.0	5	11	1642188	1643368	-1	N	0.4
1634	ENSG00000185940	3.0	8	11	1651033	1652160	1	N	0.375
1635	ENSG00000107651	5.0	48	10	121652223	121702014	1	N	0.10416666666666667
1636	ENSG00000131013	3.0	48	6	149825869	149867174	-1	N	0.0625
1637	ENSG00000066739	1.0	48	14	96747595	96830207	-1	N	0.020833333333333332
1638	ENSG00000129277	7.0	47	17	34430983	34433014	1	Y	0.14893617021276595
1639	ENSG00000034053	6.0	47	15	29129629	29410518	1	Y	0.1276595744680851
1640	ENSG00000244242	4.0	48	11	1753640	1771821	-1	N	0.08333333333333333
1641	ENSG00000189180	4.0	48	10	38299578	38354016	1	N	0.08333333333333333
1642	ENSG00000112242	1.0	48	6	20402398	20493941	1	N	0.020833333333333332
1643	ENSG00000163006	1.0	48	2	109403213	109501933	1	N	0.020833333333333332
1644	ENSG00000159337	2.0	24	15	42359207	42386752	-1	N	0.08333333333333333
1645	ENSG00000147789	5.0	48	8	146052849	146072894	1	Y	0.10416666666666667
1646	ENSG00000175229	1.0	39	11	65809423	65816651	-1	N	0.02564102564102564
1647	ENSG00000108010	5.0	48	10	131934663	131982785	1	N	0.10416666666666667
1648	ENSG00000136807	3.0	48	9	130547958	130553066	1	N	0.0625
