chr	start	end	state	id	type	num_variants	num_samples	num_samples_multicounted	num_studies	variants	samples	studies	African	Asian	European	Mexican	Middle_East	Native_American	Oceania	South_American
chr7	64715993	64722443	CNV	CNVR939	Gain	9	9	0	2	nssv15307,nssv16388,nssv17601,nssv18600,essv43477,nssv14722,nssv15634,nssv15858,nssv16269	NA18564,NA12155,NA18909,NA12740,NA19221,NA10839,NA18942,NA11830,NA18860	Perry2008,Conrad2009	3	2	4	0	0	0	0	0
chr7	64975110	65041944	CNV	CNVR940	Gain	3	3	0	2	essv40555,nssv1420666,essv76012	NA12878,NA10851,NA12414	Ju2010,Conrad2009	0	0	3	0	0	0	0	0
chr7	65093736	65148767	CNV	CNVR941	Gain	3	3	0	2	nssv1420667,essv41047,essv75522	NA12878,NA10851,NA12414	Ju2010,Conrad2009	0	0	3	0	0	0	0	0
chr7	65215989	65306575	CNV	CNVR942	Gain	45	42	3	6	nssv1418758,essv73201,essv79474,essv47905,essv74416,essv77062,essv65012,essv55290,essv34895,essv33341,essv82156,essv49461,essv72570,essv41367,essv3586570,essv42552,essv39645,essv38810,essv68685,essv70272,essv37539,essv45568,nssv17637,essv83901,essv59744,essv35213,nssv14509,nssv14872,nssv15065,nssv15497,nssv15838,nssv15948,nssv16381,nssv17683,nssv18404,nssv15296,nssv15355,nssv15796,nssv17532,nssv18690,essv53940,essv58465,nssv16199,essv5290276,nssv1440707	NA18564,NA18980,NA18563,NA19225,NA11894,NA19144,NA19147,NA18942,NA19007,NA18861,NA12156,NA18909,NA18907,NA12749,HuRef,NA18508,NA18517,NA18511,NA18547,NA18504,NA19257,NA12287,NA19114,NA18507,NA19190,NA18523,NA10847,NA18572,NA19132,NA19173,NA19240,NA18858,NA18552,NA12004,NA18916,AK1,NA18502,NA19108,NA19099,NA18505,NA19221,NA19129	Kim2009,Pang2010,Park2010,Perry2008,Conrad2009,McKernan2009	29	9	7	0	0	0	0	0
chr7	66735416	66767830	CNV	CNVR943	Gain	22	22	0	2	nssv18720,essv68461,essv37723,nssv15385,essv41300,essv32601,essv78742,nssv14902,essv35438,nssv17933,essv71845,essv45724,essv47633,nssv15868,nssv16411,nssv17691,essv82232,essv60104,essv54293,nssv14141,essv71131,essv45116	NA18980,NA19225,NA18523,NA19144,NA19147,NA18942,NA18861,NA18860,NA18907,NA12749,NA12872,NA19257,NA19114,NA19221,NA19129,NA18858,NA18916,NA18972,NA19099,NA18505,NA12489,NA19240	Perry2008,Conrad2009	16	3	3	0	0	0	0	0
chr7	70194653	70203118	CNV	CNVR944	Gain	41	41	0	2	nssv1419870,essv81012,essv66890,essv38078,essv41237,essv49363,essv72179,essv79840,essv76570,essv37571,essv43544,essv47098,essv48586,essv51334,essv53393,essv55110,essv55794,essv57537,essv62772,essv64164,essv66104,essv73780,essv44487,essv39529,essv32479,essv36376,essv40717,essv46349,essv59241,essv62109,essv77889,essv82561,essv51922,essv70475,essv34595,essv60839,essv67696,essv74972,essv75814,essv82268,essv69057	NA07037,NA12828,NA19225,NA11894,NA19147,NA18861,NA12156,NA18909,NA18907,NA12749,NA19129,NA18517,NA18511,NA12878,NA19257,NA12287,NA19114,NA11931,NA19190,NA18523,NA15510,NA11993,NA07045,NA12239,NA11995,NA12044,NA06985,NA18508,NA18858,NA12004,NA12414,NA12006,AK1,NA18916,NA18502,NA19108,NA19099,NA18505,NA12489,NA19240,NA12776	Kim2009,Conrad2009	20	1	19	0	0	0	0	0
chr7	70420761	70427041	CNV	CNVR945	Gain	46	43	3	3	nssv17721,nssv18750,essv58234,essv59936,essv34750,essv36385,essv36613,essv39708,essv41282,essv43589,essv46418,essv47782,essv48888,essv49887,essv51313,essv52179,essv55824,essv57419,essv62635,essv64237,essv65553,essv67894,essv70982,essv72599,essv73843,essv79319,essv81780,essv53199,essv69254,essv75953,essv77447,nssv14171,nssv15326,nssv15415,nssv15457,nssv15898,nssv16229,nssv16359,nssv16471,nssv16508,nssv17562,nssv17667,nssv17713,nssv18464,essv54707,nssv1423488	NA07037,NA18980,NA19225,NA11894,NA19221,NA11830,NA19007,NA18861,NA18860,NA12156,NA12740,NA19132,NA18909,NA18907,NA12749,NA12872,NA18508,NA18517,NA18511,NA12287,NA19114,NA11931,NA18523,NA19099,NA15510,NA12155,NA19144,NA18999,NA11993,NA07045,NA19173,NA19129,NA18858,NA12414,NA12006,NA18916,NA18502,NA19108,NA18504,NA18505,NA12044,NA19240,NA12776	Perry2008,Conrad2009,Park2010	26	3	16	0	0	0	0	0
chr7	71997205	72349710	CNV	CNVR946	Gain	22	20	2	4	nssv1428378,nssv1441149,nssv1429155,nssv1658396,nssv1658397,nssv1658398,nssv1437509,essv84050,essv59714,essv46914,nssv15958,nssv17781,essv32288,essv36393,nssv18023,essv54741,essv68559,essv70965,nssv14932,essv44645,nssv14231,nssv16531	NA19144,NA18969,NA19190,NA18858,NA19003,NA18907,NA18523,AK12,NA19147,AK10,NA18916,NA12872,NA18861,NA18860,NA19099,NA18972,NA12489,NA19240,NA18949,NA18942	McCarroll2008,Park2010,Conrad2009,Perry2008	11	9	2	0	0	0	0	0
chr7	72471374	72533940	CNV	CNVR947	Gain	22	21	1	2	essv82905,essv62169,essv67942,essv58064,essv47432,essv73000,essv63346,essv33393,essv38105,essv41626,essv35577,essv69860,essv82453,essv33978,nssv17622,essv40636,essv59738,essv66277,essv55987,essv54084,nssv17811,essv54609	NA18858,NA19190,NA18907,NA19225,NA15510,NA18523,NA18860,NA19147,NA12776,NA18502,NA12044,NA12239,NA18861,NA19108,NA19099,NA18505,NA12878,NA19257,NA19240,NA19114,NA18508	Perry2008,Conrad2009	17	0	4	0	0	0	0	0
chr7	74301632	74337585	CNV	CNVR948	Gain	20	19	1	2	essv58806,essv61554,essv56053,essv38675,essv41546,essv32994,essv69334,nssv18143,essv52773,essv81405,essv64989,essv35460,essv59760,essv34374,essv47299,essv55688,nssv17652,nssv17841,essv68399,nssv16048	NA18858,NA18907,NA18972,NA18523,NA19240,NA19147,NA19144,NA18502,NA12044,NA12239,NA18508,NA19108,NA19099,NA18505,NA18861,NA19257,NA12776,NA19114,NA18860	Perry2008,Conrad2009	16	1	3	0	0	0	0	0
chr7	74471771	74474471	CNV	CNVR949	Gain	7	6	1	2	nssv15144,nssv14992,nssv16038,nssv16621,nssv17923,essv36633,essv66331	NA18564,NA11894,NA18975,NA18942,NA18504,NA19240	Perry2008,Conrad2009	3	3	1	0	0	0	0	0
chr7	74689909	74715444	CNV	CNVR950	Gain	17	17	0	2	essv36253,nssv18203,essv42452,essv32504,essv61207,essv82217,essv37738,essv67800,essv33953,essv55867,essv47998,essv58291,nssv16078,essv55105,essv59671,nssv17871,nssv15565	NA18858,NA18980,NA18907,NA18523,NA19144,NA19147,NA18972,NA18502,NA12239,NA18861,NA19108,NA19099,NA18505,NA19257,NA12776,NA19114,NA18860	Perry2008,Conrad2009	13	2	2	0	0	0	0	0
chr7	74771942	74774642	CNV	CNVR951	Gain	8	8	0	2	nssv15234,nssv15052,nssv16158,nssv16681,nssv17983,essv40909,essv43271,essv45771	NA18564,NA18909,NA18975,NA18942,NA18504,NA12878,NA19240,NA19129	Perry2008,Conrad2009	4	3	1	0	0	0	0	0
chr7	74887357	74992959	CNV	CNVR952	Gain	23	22	1	2	essv62076,essv76315,essv82307,essv71611,essv69409,essv59940,essv35126,essv37855,essv42086,essv33587,essv59420,essv48076,essv56437,essv67667,essv40552,essv34605,essv83183,nssv17901,essv53056,essv62319,essv54442,essv65016,nssv17712	NA19225,NA18523,NA19147,NA18861,NA18860,NA18907,NA12878,NA19257,NA19114,NA19190,NA15510,NA12044,NA12239,NA18508,NA18858,NA12414,NA18502,NA19108,NA19099,NA18505,NA19240,NA12776	Perry2008,Conrad2009	17	0	5	0	0	0	0	0
chr7	75115534	75144417	CNV	CNVR953	Gain	25	24	1	3	essv59325,essv32990,essv79381,essv81344,nssv15082,nssv16831,essv55514,essv35222,nssv16228,nssv17931,essv68875,nssv15715,nssv18323,essv44799,essv70754,essv41495,nssv14261,essv66016,nssv19260,essv54037,essv38561,essv83497,essv59870,essv47929,nssv558466	NA18980,NA18523,NA19144,NA19147,NA18942,NA12489,NA18860,NA18907,NA12749,NA12872,NA19257,NA19114,NA19190,NA19221,KB1,NA18508,NA18858,NA18916,NA18972,NA19108,NA19099,NA18505,NA18861,NA19240	Perry2008,Conrad2009,Schuster2010	19	3	3	0	0	0	0	0
chr7	75354060	75368055	CNV	CNVR954	Gain	37	23	14	3	essv56618,essv5008312,essv5012568,essv5023409,essv5034795,essv5042278,essv5047505,essv5064624,essv5064727,essv5067722,essv5075398,essv5081294,essv5094507,essv5094640,essv5095271,essv5096295,essv5102502,essv5103006,essv5106697,essv5140700,essv5144308,essv5149278,nssv1633945,nssv1633946,nssv1633947,nssv1633948,nssv1633949,nssv1633950,nssv1633951,nssv1633952,nssv1633953,nssv1633954,nssv1633955,nssv1633956,nssv1633957,nssv1633958,nssv1633959	NA06997,NA06994,NA10835,NA10839,NA11830,NA20908,NA12249,NA20883,NA12872,NA12873,NA12766,NA07029,NA10860,NA20870,NA11992,NA12275,NA11829,NA07000,NA12236,NA06986,NA12005,NA12864,NA12776	McCarroll2008,Conrad2009,Altshuler2010	0	0	34	0	0	3	0	0
chr7	75663974	75668294	CNV	CNVR955	Gain	23	23	0	2	nssv1419627,essv32261,essv47334,essv35492,essv39351,essv49227,essv54761,essv61573,essv63468,essv65751,essv68116,essv78308,essv78739,essv84138,essv40853,essv46433,essv42142,essv52136,essv56158,essv57906,essv81965,essv37490,essv72701	NA07037,NA19225,NA11894,NA19147,NA18861,NA18907,NA12749,NA12878,NA12287,NA19114,NA19190,NA15510,NA11993,NA12239,NA06985,NA19240,NA18858,NA12006,AK1,NA19099,NA18505,NA19129,NA12776	Kim2009,Conrad2009	11	1	10	0	0	0	0	0
chr7	76060899	76144728	CNV	CNVR956	Gain	11	2	0	3	essv35707,nssv548020,nssv548021,nssv548024,nssv548389,nssv548390,nssv548391,nssv548299,nssv548301,nssv548302,nssv558467	NA18907,KB1	Conrad2009,Alkan2009,Schuster2010	2	0	0	0	0	0	0	0
chr7	76144858	76808780	CNV	CNVR957	Gain	163	83	55	7	nssv1423491,essv79564,essv36902,essv72055,essv40575,essv82802,essv57962,essv42127,essv32768,essv81400,essv66341,essv47077,nssv15142,nssv547939,nssv547940,nssv547941,nssv548004,nssv548005,nssv548006,nssv548023,nssv548034,nssv548045,essv35373,essv5004002,essv5004188,essv5005874,essv5016385,essv5017155,essv5023967,essv5024734,essv5025193,essv5025297,essv5029268,essv5036895,essv5036993,essv5038603,essv5040956,essv5043334,essv5043595,essv5043670,essv5051928,essv5056046,essv5056851,essv5068644,essv5073949,essv5078485,essv5079046,essv5084968,essv5086630,essv5087517,essv5088640,essv5089076,essv5092118,essv5097423,essv5106317,essv5108376,essv5108409,essv5112053,essv5114739,essv5115042,essv5120873,essv5123572,essv5131735,essv5133999,essv5139567,essv5139611,essv5140383,essv5140663,essv5145951,essv5154724,essv5157791,essv5158542,essv5160872,nssv16891,essv38104,nssv16258,nssv17991,essv54990,nssv18353,nssv15805,essv44414,essv68902,essv52775,essv59528,nssv14291,essv70814,nssv1425849,nssv1633960,nssv1633961,nssv1633962,nssv1633963,nssv1633964,nssv1633965,nssv1633966,nssv1633967,nssv1633968,nssv1633969,nssv1633970,nssv1633971,nssv1633972,nssv1633973,nssv1633974,nssv2951587,nssv2951588,nssv2951589,nssv2951590,nssv2951591,nssv2951592,nssv2951593,nssv2951594,nssv2951595,nssv2951596,nssv2951597,nssv2951599,nssv2951600,nssv2951601,nssv2951602,nssv2951603,nssv2951604,nssv2951605,nssv2951606,nssv2951607,nssv2951608,nssv2951609,nssv2951610,nssv2951611,nssv2951612,nssv2951613,nssv2951614,nssv2951615,nssv2951616,nssv2951617,nssv2951618,nssv2951622,nssv2951623,nssv2951624,nssv2951625,nssv2951626,nssv2951627,essv40919,nssv18383,essv64900,essv72945,essv32729,essv53229,essv38690,essv35898,essv68301,essv82038,essv46766,essv41831,nssv18051,essv45643,essv83657,essv58647,essv75930,essv54551,essv60645,essv56120,nssv14351,essv79314,essv44585,essv71073	NA21418,NA19148,NA19252,NA19181,NA19183,NA21479,NA18523,NA19225,NA19226,NA11894,NA21414,NA19131,NA19147,NA19146,NA18942,NA19129,NA18861,NA18860,NA18863,NA18862,NA19835,NA19836,NA18980,NA18497,NA18498,NA18907,NA12749,NA21587,NA21583,NA21608,NA19132,NA19152,NA18510,NA12878,NA19445,NA19199,NA19117,NA19114,NA20333,NA19144,NA19193,NA19190,NA18112,NA21295,NA19174,NA19198,NA19201,NA21524,NA21525,NA20301,NA21527,NA18999,NA19138,NA19176,NA19161,NA12005,NA19160,NA19257,NA12750,NA18858,NA18859,NA20895,NA21615,NA21825,NA21738,NA12414,NA18916,NA18972,NA21650,NA18488,AK4,NA12872,NA19177,NA18508,NA19202,NA19108,NA19099,NA18505,NA12489,NA19240,NA19159,NA18605,NA12776	McCarroll2008,Campbell2011,Park2010,Perry2008,Conrad2009,Alkan2009,Altshuler2010	127	10	16	0	0	1	0	0
chr7	81441480	81442585	CNV	CNVR958	Gain	11	11	0	2	essv72321,essv35758,essv41977,nssv1429903,nssv1431402,nssv1433630,essv33338,essv43044,essv45266,essv65611,essv77654	NA18907,AK18,NA19225,AK14,NA19147,NA18592,NA18505,NA18909,NA19129,NA06985,NA19240	Park2010,Conrad2009	7	3	1	0	0	0	0	0
chr7	89810002	89812643	CNV	CNVR959	Gain	55	54	1	3	nssv1419446,nssv15874,nssv16248,nssv16409,nssv16838,nssv17862,nssv18201,nssv18473,nssv19410,essv51246,essv38729,essv55541,essv77182,essv47823,essv48468,essv58232,essv44984,essv61172,essv79619,essv57612,essv49557,essv35456,essv37046,essv75551,essv82434,essv40345,essv66894,essv74736,essv51985,nssv14381,nssv14569,nssv14860,nssv15245,nssv15482,nssv15587,nssv15596,nssv15680,nssv15825,nssv15865,nssv15993,nssv16206,nssv16348,nssv18237,nssv18704,essv62682,essv32373,essv39171,essv53829,essv55861,essv68369,essv70510,essv74234,essv80940,essv84062,essv43399	NA18564,NA07037,NA18980,NA12828,NA11894,NA19221,NA19147,NA10839,NA19007,NA12489,NA18860,NA12156,NA12155,NA19132,NA18909,NA18907,NA12749,NA12872,NA11995,NA18517,NA18511,NA12878,NA19257,NA12287,NA19114,NA19144,NA11931,NA19190,NA12802,NA10847,NA18572,NA18563,NA18537,NA15510,NA07029,NA10863,NA19173,NA11993,NA12239,NA18916,NA07048,NA18858,NA12004,NA12414,NA12006,NA18972,AK1,NA18853,NA18502,NA19108,NA19099,NA18861,NA18508,NA12776	Kim2009,Conrad2009,Perry2008	22	8	24	0	0	0	0	0
chr7	90185769	90221378	CNV	CNVR960	Gain	5	4	1	2	nssv1421798,nssv1658415,nssv1658416,nssv1658417,nssv1658418	NA18609,NA18991,NA18966,NA18997	McCarroll2008,Park2010	0	5	0	0	0	0	0	0
chr7	93325545	93334504	CNV	CNVR961	Gain	51	50	1	3	nssv18267,nssv14629,nssv15172,nssv15384,nssv15512,nssv15626,nssv15647,nssv15710,nssv15855,nssv15925,nssv15937,nssv16236,nssv16308,nssv16569,nssv16868,nssv18163,nssv18231,nssv18563,nssv1419802,essv67087,nssv15916,nssv16378,nssv18734,essv71445,essv80807,essv79647,essv35691,essv73653,essv72182,essv32899,essv42628,essv49454,essv77118,essv78401,essv82789,essv59948,essv82510,essv39104,essv54610,essv67977,essv53206,essv62801,essv75035,essv76140,essv51399,essv40783,essv41611,essv37627,essv57729,essv58540,essv37338	NA18564,NA19099,NA12749,NA18980,NA18563,NA19225,NA18523,NA19144,NA19147,NA18942,NA11830,NA18552,NA18860,NA12156,NA12740,NA18909,NA18907,NA12828,NA18517,NA19132,NA18511,NA12878,NA19257,NA12287,NA19114,NA11931,NA19190,NA19007,NA18572,NA07029,NA15510,NA18537,NA12155,NA10863,NA11993,NA11995,NA06985,NA18858,NA12004,NA12414,NA18916,NA18972,AK1,NA18853,NA11894,NA18975,NA19108,NA18504,NA18505,NA18508	Perry2008,Conrad2009,Kim2009	22	11	17	0	0	0	0	0
chr7	93541607	93542549	CNV	CNVR962	Gain	30	29	1	2	essv57279,essv48824,essv3586068,essv36423,essv38356,essv41471,essv44856,essv52009,essv55356,essv60139,essv76053,essv77677,essv81235,essv67951,essv45360,essv47349,essv65163,essv49542,essv61602,essv3587251,essv32704,essv39131,essv43751,essv56510,essv58327,essv69760,essv72242,essv73736,essv77015,essv83914	NA07037,NA19225,NA18523,NA19147,NA12489,NA12156,NA18909,NA18907,HuRef,NA18517,NA18511,NA19257,NA12287,NA19114,NA19190,NA11993,NA12239,NA12044,NA06985,NA19129,NA18858,NA12414,NA12006,NA19108,NA19099,NA18505,NA18861,NA19240,NA12776	Pang2010,Conrad2009	17	0	13	0	0	0	0	0
chr7	96543223	96547472	CNV	CNVR963	Gain	24	24	0	3	nssv1419608,essv78834,essv39284,essv49308,essv54094,essv54724,essv75298,essv75401,essv77337,essv41991,essv45646,essv3586774,essv36907,essv38581,essv56350,essv58723,essv62149,essv71515,essv81585,essv83531,essv44639,essv35337,essv47946,essv49106	NA07037,NA11894,NA12489,NA18907,NA12749,HuRef,NA18517,NA18511,NA19257,NA12287,NA19114,NA19190,NA12239,NA19129,NA12004,NA12414,NA18916,AK1,NA19108,NA19099,NA18505,NA18861,NA18508,NA12776	Kim2009,Conrad2009,Pang2010	13	1	10	0	0	0	0	0
chr7	99896207	99937639	CNV	CNVR964	Gain	13	13	0	2	nssv18623,essv58089,essv47157,essv32785,essv36248,essv42277,essv68611,essv38237,essv56203,nssv18291,essv54962,essv81895,essv60813	NA18858,NA18907,NA18972,NA18523,NA19147,NA18861,NA19108,NA19099,NA18505,NA19257,NA12776,NA19114,NA18860	Perry2008,Conrad2009	11	1	1	0	0	0	0	0
chr7	100630947	100656356	CNV	CNVR965	Gain	33	33	0	4	essv73394,nssv1420690,nssv1421802,nssv1422691,nssv1423500,nssv1424304,nssv1425070,nssv1425854,nssv1426775,nssv1427174,nssv1427569,nssv1427573,nssv1428390,nssv1429165,nssv1429912,nssv1430669,nssv1431411,nssv1432144,nssv1432961,nssv1433707,nssv1433743,nssv1434497,nssv1435184,nssv1435945,nssv1436733,nssv1437521,nssv1438240,nssv1438921,nssv1439758,nssv1440443,nssv1440774,nssv1441158,nssv18321	NA18564,NA10851,NA18566,NA18547,AK20,NA18542,NA18526,NA18942,NA18947,NA18949,NA18968,NA12156,AK18,NA18592,NA18552,NA18570,AK16,AK14,NA18537,AK12,AK10,NA18999,NA18951,NA18969,NA18997,AK8,NA18582,AK2,AK6,AK4,NA18973,NA18972,NA18860	Ju2010,Park2010,Conrad2009,Perry2008	1	30	2	0	0	0	0	0
chr7	100673368	100686985	CNV	CNVR966	Gain	8	8	0	3	essv77620,nssv1420692,essv62431,essv69196,essv70997,essv40263,nssv15686,essv65909	NA10851,NA19007,NA18916,NA15510,NA12044,NA12878,NA19240,NA06985	Ju2010,Perry2008,Conrad2009	2	1	4	0	0	0	0	0
chr7	101971933	102004121	CNV	CNVR967	Gain	17	17	0	2	essv58160,essv42368,essv75533,nssv15202,essv82994,nssv16468,nssv15955,nssv17041,nssv18351,nssv14471,nssv18683,essv54688,essv68150,essv70523,essv35369,essv47143,essv46579	NA18858,NA19190,NA18907,NA18980,NA12414,NA18916,NA18972,NA19144,NA18942,NA12872,NA18861,NA19108,NA19099,NA18505,NA19240,NA19129,NA18860	Perry2008,Conrad2009	12	3	2	0	0	0	0	0
chr7	102091052	102418049	CNV	CNVR968	Gain	65	47	2	5	nssv547858,nssv547859,nssv547860,nssv547932,nssv547933,nssv547935,nssv547936,nssv547937,nssv547938,nssv547952,nssv547953,nssv547954,nssv548007,nssv548008,nssv548009,nssv17982,nssv18297,nssv14501,nssv15232,nssv15740,nssv16057,nssv17018,nssv17071,nssv18381,nssv18713,nssv19500,essv40365,essv78405,nssv16498,essv64831,essv62617,essv56017,essv38559,essv37607,essv61716,essv35892,essv84037,essv81485,essv68488,essv52069,essv76653,essv70868,nssv15985,essv58322,essv72118,essv33240,essv45241,essv59977,essv79814,essv53402,essv46990,essv41545,essv49662,essv54916,essv48376,essv44092,essv65110,essv80071,essv76015,nssv15677,nssv14950,nssv463273,nssv18313,nssv18343,nssv558474	NA07037,NA18980,NA18563,NA19225,NA11894,NA19144,NA19147,NA18942,NA11830,NA18861,NA18860,NA12155,NA18907,NA12749,NA19132,NA11995,NA18517,NA18508,NA12872,NA18511,NA12878,NA19257,NA19114,NA19190,NA18523,NA18504,NA15510,NA19221,NA07045,NA12239,NA12802,NA18916,KB1,NA06985,NA19129,NA18858,NA12414,NA12006,NA18972,NA18853,NA18502,NA19108,NA19099,NA18505,NA12489,NA19240,NA12776	Perry2008,Conrad2009,Alkan2009,Cooper2008,Schuster2010	29	4	16	0	0	0	0	0
chr7	108595570	108643855	CNV	CNVR969	Gain	4	3	1	2	nssv1433747,nssv1658431,nssv1658432,nssv1658433	NA18956,NA18526,NA18633	McCarroll2008,Park2010	0	4	0	0	0	0	0	0
chr7	109430112	109457012	CNV	CNVR970	Gain	65	63	2	3	nssv19064,nssv15010,nssv15262,nssv15414,nssv15632,nssv15860,nssv15964,nssv16185,nssv16293,nssv16386,nssv16558,nssv16679,nssv16989,nssv18012,nssv18327,nssv18373,nssv18501,essv38076,nssv14531,nssv14839,nssv15707,nssv15716,nssv16488,nssv17048,nssv17161,nssv18803,nssv19560,essv77293,nssv15275,nssv16036,essv81887,essv40797,essv42800,essv77820,essv64369,essv33011,essv62192,essv68620,essv70648,essv35270,essv46178,essv51893,essv52892,essv54714,essv60195,essv65933,essv71730,essv75320,essv79558,essv79901,essv82806,essv44501,essv75869,essv3586303,essv39761,essv47779,essv69524,essv66468,essv42369,essv48876,essv36789,essv51159,essv49536,essv58877,essv73214	NA18564,NA19099,NA07037,NA18563,NA18523,NA19225,NA12802,NA19144,NA19147,NA10839,NA18942,HuRef,NA18552,NA12489,NA18860,NA12156,NA12740,NA18909,NA18907,NA12749,NA18517,NA18508,NA12872,NA18511,NA12878,NA19257,NA12287,NA19114,NA11931,NA19190,NA19007,NA10847,NA18572,NA07029,NA18537,NA12155,NA10863,NA19132,NA12044,NA07045,NA12239,NA11995,NA19173,NA06985,NA19129,NA07048,NA18858,NA12004,NA12414,NA18916,NA18972,NA18853,NA11894,NA18975,NA12828,NA18502,NA19108,NA18504,NA18505,NA19221,NA18861,NA19240,NA12006	Perry2008,Conrad2009,Pang2010	29	9	27	0	0	0	0	0
chr7	110181870	110189059	CNV	CNVR971	Gain	44	43	1	3	nssv14869,nssv15040,nssv15305,nssv15662,nssv15737,nssv15746,nssv15890,nssv16015,nssv16147,nssv16215,nssv16323,nssv16518,nssv16709,nssv17108,nssv17191,nssv18042,nssv18357,nssv18833,essv38821,nssv1419782,essv57980,essv74255,essv32928,essv37203,essv46552,essv50916,essv53435,essv55150,essv56379,essv59745,essv62330,essv64230,essv67569,essv70174,essv72204,essv73505,essv77005,essv80329,essv83124,essv61790,essv65988,essv43646,nssv18531,nssv19590	NA18564,NA18980,NA18563,NA18523,NA19225,NA12802,NA19221,NA19147,NA11830,NA18860,NA12156,NA12155,NA18909,NA18508,NA19132,NA18511,NA19257,NA11931,NA19190,NA19007,NA10847,NA18572,NA07029,NA15510,NA18537,NA19173,NA07045,NA12239,NA11995,NA19129,NA07048,NA18858,NA12004,NA18916,NA18972,AK1,NA18853,NA11894,NA18502,NA19108,NA19099,NA19240,NA12776	Perry2008,Conrad2009,Kim2009	21	8	14	0	0	0	0	0
chr7	127214935	127217815	CNV	CNVR972	Gain	41	40	1	3	essv3586965,nssv1433749,essv32503,essv35165,essv42808,essv57009,essv60558,essv71477,essv75212,essv75472,essv3586282,essv36798,essv38828,essv41025,essv42067,essv44369,essv45186,essv47820,essv49177,essv49680,essv50881,essv51792,essv53112,essv54423,essv56630,essv58821,essv61962,essv63441,essv64683,essv66215,essv67523,essv69205,essv72103,essv73586,essv77163,essv78422,essv79845,essv81520,essv83479,essv39276,essv66475	NA07037,NA12828,NA19225,NA11894,NA19147,NA12489,NA12156,NA18909,NA18907,NA12749,HuRef,NA18517,NA18511,NA12878,NA19257,NA12287,NA19114,NA11931,NA19190,NA18523,NA15510,NA11993,NA07045,NA12239,NA18526,NA12044,NA06985,NA18508,NA18858,NA19240,NA12004,NA12414,NA12006,NA18916,NA19108,NA19099,NA18505,NA18861,NA19129,NA12776	Pang2010,Conrad2009,Park2010	19	1	20	0	0	0	0	0
chr7	133783527	133803678	CNV	CNVR973	Gain	61	59	2	3	nssv14929,nssv16010,nssv16075,nssv16156,nssv18222,nssv18417,nssv19680,nssv15534,nssv18621,nssv18893,nssv1418665,nssv15130,nssv15292,nssv15335,nssv15797,nssv15842,nssv15866,nssv16275,nssv16327,nssv16473,nssv16638,nssv16678,nssv16889,nssv17311,nssv19184,essv40034,essv44748,essv32321,essv35942,essv37083,essv38199,essv42380,essv42788,essv45530,essv47222,essv49232,essv50184,essv51264,essv54706,essv55764,essv57672,essv60097,essv61245,essv62880,essv64096,essv65382,essv68785,essv71157,essv72813,essv74764,essv75725,essv76983,essv78334,essv78849,essv82256,essv84018,essv53883,essv58916,essv69422,essv73386,essv39008	NA18564,NA07037,NA18980,NA18563,NA18523,NA19225,NA12802,NA19221,NA19147,NA18942,NA11830,NA19007,NA12489,NA18860,NA12156,NA18909,NA18907,NA12749,NA18517,NA18508,NA19132,NA18511,NA12878,NA19257,NA12287,NA19114,NA11931,NA19190,NA18552,NA10847,NA18572,NA18537,NA15510,NA07029,NA19144,NA11993,NA07045,NA12239,NA12044,NA19173,NA06985,NA19129,NA07048,NA18858,NA12004,NA12414,NA18916,NA18972,AK1,NA18853,NA11894,NA18975,NA18502,NA19108,NA19099,NA18505,NA18861,NA19240,NA12776	Perry2008,Conrad2009,Kim2009	28	11	21	0	0	0	0	0
chr7	141758704	141793931	CNV	CNVR974	Gain	9	6	2	4	nssv15160,nssv463274,essv73810,nssv2942251,nssv2942270,nssv2942272,nssv2942287,nssv2942289,nssv2942309	NA12156,NA10835,NA12248,NA12802,NA12814,NA18637	Perry2008,Conrad2009,Cooper2008,Campbell2011	0	1	8	0	0	0	0	0
