field,value,count
gene_id,ENSG00000102898.7,4631
gene_id,ENSG00000246203.2,4631
gene_id,ENSG00000149636.11,4632
gene_id,ENSG00000132676.11,4632
gene_id,ENSG00000106178.2,4633
gene_id,ENSG00000143622.6,4633
gene_id,ENSG00000113141.11,4634
gene_id,ENSG00000261033.1,4635
gene_id,ENSG00000128487.12,4635
gene_id,ENSG00000134571.6,4635
gene_id,ENSG00000184319.11,4636
gene_id,ENSG00000131495.4,4636
gene_id,ENSG00000125149.7,4636
gene_id,ENSG00000102174.7,4637
gene_id,ENSG00000110497.10,4637
gene_id,ENSG00000166860.2,4638
gene_id,ENSG00000102901.8,4638
gene_id,ENSG00000253161.1,4639
gene_id,ENSG00000266527.1,4639
gene_id,ENSG00000267350.2,4640
gene_id,ENSG00000159792.5,4642
gene_id,ENSG00000261186.1,4643
gene_id,ENSG00000269794.1,4643
gene_id,ENSG00000220804.4,4643
gene_id,ENSG00000125459.10,4643
gene_id,ENSG00000254867.1,4644
gene_id,ENSG00000188038.3,4644
gene_id,ENSG00000204852.11,4645
gene_id,ENSG00000249695.2,4645
gene_id,ENSG00000149646.8,4645
gene_id,ENSG00000124422.7,4645
gene_id,ENSG00000162889.6,4645
gene_id,ENSG00000038358.10,4646
gene_id,ENSG00000244582.2,4646
gene_id,ENSG00000205542.6,4646
gene_id,ENSG00000178952.4,4647
gene_id,ENSG00000180867.9,4647
gene_id,ENSG00000271721.1,4648
gene_id,ENSG00000178188.10,4648
gene_id,ENSG00000094880.6,4648
gene_id,ENSG00000101916.11,4649
gene_id,ENSG00000224712.6,4649
gene_id,ENSG00000138294.9,4650
gene_id,ENSG00000169241.13,4650
gene_id,ENSG00000171222.6,4650
gene_id,ENSG00000163462.13,4651
gene_id,ENSG00000163463.7,4651
gene_id,ENSG00000184731.5,4652
gene_id,ENSG00000141096.4,4653
gene_id,ENSG00000224594.2,4653
gene_id,ENSG00000230982.1,4654
gene_id,ENSG00000260872.1,4655
gene_id,ENSG00000179296.9,4655
gene_id,ENSG00000237188.3,4655
gene_id,ENSG00000132680.6,4656
gene_id,ENSG00000223553.1,4656
gene_id,ENSG00000108578.10,4657
gene_id,ENSG00000237491.4,4657
gene_id,ENSG00000228327.2,4657
gene_id,ENSG00000120314.14,4658
gene_id,ENSG00000141086.13,4658
gene_id,ENSG00000131791.6,4658
gene_id,ENSG00000167264.13,4659
gene_id,ENSG00000179085.7,4659
gene_id,ENSG00000224114.1,4660
gene_id,ENSG00000270036.1,4660
gene_id,ENSG00000205220.7,4661
gene_id,ENSG00000203761.4,4662
gene_id,ENSG00000259514.1,4662
gene_id,ENSG00000160716.4,4663
gene_id,ENSG00000101079.16,4663
gene_id,ENSG00000176994.9,4663
gene_id,ENSG00000259422.1,4663
gene_id,ENSG00000177302.10,4664
gene_id,ENSG00000259581.3,4665
gene_id,ENSG00000160714.5,4666
gene_id,ENSG00000178307.5,4668
gene_id,ENSG00000213398.3,4668
gene_id,ENSG00000238057.4,4669
gene_id,ENSG00000159556.5,4669
gene_id,ENSG00000235530.2,4669
gene_id,ENSG00000167261.9,4670
gene_id,ENSG00000078589.8,4670
gene_id,ENSG00000239732.2,4670
gene_id,ENSG00000229780.1,4672
gene_id,ENSG00000134240.7,4672
gene_id,ENSG00000234322.1,4672
gene_id,ENSG00000260905.1,4673
gene_id,ENSG00000182899.10,4673
gene_id,ENSG00000269993.1,4674
gene_id,ENSG00000232859.5,4674
gene_id,ENSG00000124067.12,4676
gene_id,ENSG00000025293.11,4676
gene_id,ENSG00000173933.15,4676
gene_id,ENSG00000153574.8,4676
gene_id,ENSG00000267251.1,4677
gene_id,ENSG00000125970.7,4677
gene_id,ENSG00000165915.9,4677
gene_id,ENSG00000228265.1,4678
gene_id,ENSG00000099960.8,4679
gene_id,ENSG00000160062.10,4681
gene_id,ENSG00000143384.8,4681
gene_id,ENSG00000234696.1,4683
gene_id,ENSG00000255197.1,4683
gene_id,ENSG00000101082.9,4683
gene_id,ENSG00000273002.1,4684
gene_id,ENSG00000102195.7,4684
gene_id,ENSG00000099937.6,4684
gene_id,ENSG00000140374.11,4685
gene_id,ENSG00000101019.17,4685
gene_id,ENSG00000182810.5,4685
gene_id,ENSG00000185499.12,4685
gene_id,ENSG00000160310.12,4686
gene_id,ENSG00000166171.8,4686
gene_id,ENSG00000240382.1,4686
gene_id,ENSG00000126016.9,4687
gene_id,ENSG00000236263.1,4687
gene_id,ENSG00000157045.4,4687
gene_id,ENSG00000173171.10,4688
gene_id,ENSG00000231064.1,4688
gene_id,ENSG00000154035.6,4689
gene_id,ENSG00000249958.1,4689
gene_id,ENSG00000169231.9,4689
gene_id,ENSG00000121964.10,4691
gene_id,ENSG00000204169.6,4691
gene_id,ENSG00000173213.7,4692
gene_id,ENSG00000160766.10,4692
gene_id,ENSG00000215394.4,4693
gene_id,ENSG00000166863.7,4693
gene_id,ENSG00000172638.8,4695
gene_id,ENSG00000166169.12,4695
gene_id,ENSG00000171161.8,4696
gene_id,ENSG00000203650.3,4698
gene_id,ENSG00000166167.13,4698
gene_id,ENSG00000250423.2,4699
gene_id,ENSG00000160972.5,4700
gene_id,ENSG00000072736.14,4701
gene_id,ENSG00000140600.12,4702
gene_id,ENSG00000131051.16,4702
gene_id,ENSG00000175467.10,4703
gene_id,ENSG00000226287.3,4703
gene_id,ENSG00000265043.1,4703
gene_id,ENSG00000224341.1,4703
gene_id,ENSG00000169554.12,4703
gene_id,ENSG00000172071.7,4704
gene_id,ENSG00000234028.3,4704
gene_id,ENSG00000160973.7,4704
gene_id,ENSG00000230092.3,4704
gene_id,ENSG00000142396.6,4704
gene_id,ENSG00000236675.1,4705
gene_id,ENSG00000170445.8,4705
gene_id,ENSG00000160767.16,4705
gene_id,ENSG00000196850.4,4705
gene_id,ENSG00000184831.9,4705
gene_id,ENSG00000160753.11,4705
gene_id,ENSG00000225855.2,4705
gene_id,ENSG00000244005.8,4706
gene_id,ENSG00000125995.11,4706
gene_id,ENSG00000165182.6,4706
gene_id,ENSG00000112855.10,4707
gene_id,ENSG00000269165.1,4708
gene_id,ENSG00000226465.1,4709
gene_id,ENSG00000101347.7,4709
gene_id,ENSG00000080839.7,4710
gene_id,ENSG00000175513.5,4710
gene_id,ENSG00000177628.11,4711
gene_id,ENSG00000100312.6,4712
gene_id,ENSG00000225929.1,4712
gene_id,ENSG00000234252.1,4714
gene_id,ENSG00000116521.6,4715
gene_id,ENSG00000172757.8,4715
gene_id,ENSG00000172543.3,4715
gene_id,ENSG00000177757.1,4716
gene_id,ENSG00000078814.11,4716
gene_id,ENSG00000256694.1,4716
gene_id,ENSG00000112983.13,4717
gene_id,ENSG00000112984.7,4717
gene_id,ENSG00000207635.1,4717
gene_id,ENSG00000007314.7,4718
gene_id,ENSG00000108576.5,4718
gene_id,ENSG00000172732.7,4719
gene_id,ENSG00000160752.10,4720
gene_id,ENSG00000005486.12,4720
gene_id,ENSG00000174460.3,4722
gene_id,ENSG00000229018.4,4722
gene_id,ENSG00000198040.6,4723
gene_id,ENSG00000175573.6,4724
gene_id,ENSG00000175550.3,4724
gene_id,ENSG00000143630.5,4724
gene_id,ENSG00000168488.14,4726
gene_id,ENSG00000174353.13,4726
gene_id,ENSG00000092847.6,4727
gene_id,ENSG00000100983.5,4727
gene_id,ENSG00000260735.1,4727
gene_id,ENSG00000085721.8,4727
gene_id,ENSG00000176444.14,4728
gene_id,ENSG00000165916.4,4728
gene_id,ENSG00000244462.3,4728
gene_id,ENSG00000235244.3,4729
gene_id,ENSG00000214078.7,4729
gene_id,ENSG00000101306.6,4729
gene_id,ENSG00000196166.3,4729
gene_id,ENSG00000126070.14,4730
gene_id,ENSG00000101464.6,4730
gene_id,ENSG00000271914.1,4730
gene_id,ENSG00000116584.13,4730
gene_id,ENSG00000136634.5,4731
gene_id,ENSG00000260796.1,4731
gene_id,ENSG00000186675.5,4732
gene_id,ENSG00000225880.4,4732
gene_id,ENSG00000228794.4,4732
gene_id,ENSG00000224383.3,4733
gene_id,ENSG00000125965.4,4733
gene_id,ENSG00000175592.4,4734
gene_id,ENSG00000166866.8,4734
gene_id,ENSG00000126001.11,4734
gene_id,ENSG00000157625.11,4735
gene_id,ENSG00000198354.4,4735
gene_id,ENSG00000264954.1,4735
gene_id,ENSG00000206145.4,4736
gene_id,ENSG00000172500.8,4737
gene_id,ENSG00000163479.9,4737
gene_id,ENSG00000078804.8,4737
gene_id,ENSG00000146007.6,4738
gene_id,ENSG00000250892.1,4739
gene_id,ENSG00000227242.2,4739
gene_id,ENSG00000142082.10,4740
gene_id,ENSG00000175556.12,4740
gene_id,ENSG00000260891.1,4740
gene_id,ENSG00000185627.13,4740
gene_id,ENSG00000175602.2,4741
gene_id,ENSG00000061656.5,4741
gene_id,ENSG00000103310.6,4741
gene_id,ENSG00000089169.10,4743
gene_id,ENSG00000108622.6,4743
gene_id,ENSG00000187905.6,4744
gene_id,ENSG00000197165.6,4744
gene_id,ENSG00000133393.8,4744
gene_id,ENSG00000196502.7,4746
gene_id,ENSG00000088340.11,4746
gene_id,ENSG00000204414.7,4747
gene_id,ENSG00000261469.1,4747
gene_id,ENSG00000243224.1,4747
gene_id,ENSG00000263276.1,4747
gene_id,ENSG00000247596.4,4747
gene_id,ENSG00000103067.7,4747
gene_id,ENSG00000203886.4,4748
gene_id,ENSG00000225208.1,4750
gene_id,ENSG00000259384.2,4750
gene_id,ENSG00000240634.1,4751
gene_id,ENSG00000160803.7,4751
gene_id,ENSG00000034152.14,4752
gene_id,ENSG00000242372.2,4753
gene_id,ENSG00000133739.11,4753
gene_id,ENSG00000148795.5,4753
gene_id,ENSG00000268340.1,4754
gene_id,ENSG00000167702.7,4754
gene_id,ENSG00000235214.1,4754
gene_id,ENSG00000187954.8,4755
gene_id,ENSG00000116586.7,4755
gene_id,ENSG00000142748.8,4755
gene_id,ENSG00000176476.4,4755
gene_id,ENSG00000164808.12,4756
gene_id,ENSG00000103066.8,4756
gene_id,ENSG00000224497.1,4756
gene_id,ENSG00000007312.8,4756
gene_id,ENSG00000203760.4,4756
gene_id,ENSG00000230006.3,4756
gene_id,ENSG00000172803.13,4757
gene_id,ENSG00000160131.9,4758
gene_id,ENSG00000254290.1,4758
gene_id,ENSG00000243899.3,4758
gene_id,ENSG00000258297.1,4760
gene_id,ENSG00000165917.5,4761
gene_id,ENSG00000125991.14,4761
gene_id,ENSG00000166881.5,4763
gene_id,ENSG00000174950.6,4764
gene_id,ENSG00000128881.12,4765
gene_id,ENSG00000103064.9,4765
gene_id,ENSG00000106133.13,4765
gene_id,ENSG00000233975.1,4765
gene_id,ENSG00000188599.13,4765
gene_id,ENSG00000198155.5,4765
gene_id,ENSG00000166886.8,4766
gene_id,ENSG00000136488.10,4767
gene_id,ENSG00000260647.1,4767
gene_id,ENSG00000155428.8,4768
gene_id,ENSG00000126005.11,4768
gene_id,ENSG00000250251.2,4769
gene_id,ENSG00000257391.1,4769
gene_id,ENSG00000125966.8,4770
gene_id,ENSG00000164088.13,4771
gene_id,ENSG00000181773.6,4771
gene_id,ENSG00000176046.7,4771
gene_id,ENSG00000136487.13,4772
gene_id,ENSG00000235912.1,4772
gene_id,ENSG00000076201.10,4772
gene_id,ENSG00000256540.1,4773
gene_id,ENSG00000142733.10,4773
gene_id,ENSG00000144191.7,4773
gene_id,ENSG00000000938.8,4773
gene_id,ENSG00000260236.1,4773
gene_id,ENSG00000009780.11,4773
gene_id,ENSG00000215104.4,4773
gene_id,ENSG00000227987.1,4774
gene_id,ENSG00000240864.1,4774
gene_id,ENSG00000254100.1,4775
gene_id,ENSG00000253361.1,4775
gene_id,ENSG00000163239.8,4775
gene_id,ENSG00000169291.5,4775
gene_id,ENSG00000259982.1,4778
gene_id,ENSG00000225886.1,4781
gene_id,ENSG00000239581.1,4781
gene_id,ENSG00000132698.9,4781
gene_id,ENSG00000126709.10,4782
gene_id,ENSG00000177731.11,4782
gene_id,ENSG00000236937.2,4782
gene_id,ENSG00000177427.8,4783
gene_id,ENSG00000259207.3,4785
gene_id,ENSG00000254982.1,4786
gene_id,ENSG00000182223.7,4786
gene_id,ENSG00000067955.9,4786
gene_id,ENSG00000101849.11,4787
gene_id,ENSG00000112981.3,4787
gene_id,ENSG00000258256.1,4787
gene_id,ENSG00000143420.13,4787
gene_id,ENSG00000184110.10,4787
gene_id,ENSG00000269202.1,4788
gene_id,ENSG00000213218.5,4789
gene_id,ENSG00000173914.7,4789
gene_id,ENSG00000175175.4,4791
gene_id,ENSG00000231344.1,4792
gene_id,ENSG00000088298.8,4792
gene_id,ENSG00000239557.1,4793
gene_id,ENSG00000270264.1,4794
gene_id,ENSG00000132600.12,4794
gene_id,ENSG00000103061.7,4794
gene_id,ENSG00000168237.13,4795
gene_id,ENSG00000177138.11,4795
gene_id,ENSG00000163596.12,4796
gene_id,ENSG00000163486.8,4796
gene_id,ENSG00000142224.11,4796
gene_id,ENSG00000160307.5,4797
gene_id,ENSG00000164091.7,4797
gene_id,ENSG00000222000.3,4797
gene_id,ENSG00000108423.10,4800
gene_id,ENSG00000134698.10,4800
gene_id,ENSG00000116497.13,4800
gene_id,ENSG00000145248.6,4800
gene_id,ENSG00000101000.4,4801
gene_id,ENSG00000138380.13,4801
gene_id,ENSG00000108443.9,4801
gene_id,ENSG00000100991.7,4802
gene_id,ENSG00000197272.2,4802
gene_id,ENSG00000114841.13,4802
gene_id,ENSG00000226674.4,4803
gene_id,ENSG00000126705.9,4803
gene_id,ENSG00000175137.9,4805
gene_id,ENSG00000185015.3,4805
gene_id,ENSG00000259797.1,4805
gene_id,ENSG00000239305.2,4806
gene_id,ENSG00000172965.10,4806
gene_id,ENSG00000142765.13,4806
gene_id,ENSG00000176731.7,4807
gene_id,ENSG00000134684.6,4807
gene_id,ENSG00000251417.1,4807
gene_id,ENSG00000087095.8,4807
gene_id,ENSG00000102910.9,4807
gene_id,ENSG00000166275.11,4808
gene_id,ENSG00000263293.1,4808
gene_id,ENSG00000232479.2,4809
gene_id,ENSG00000116128.5,4811
gene_id,ENSG00000162836.7,4813
gene_id,ENSG00000188873.4,4814
gene_id,ENSG00000167566.12,4814
gene_id,ENSG00000198336.5,4814
gene_id,ENSG00000178718.5,4814
gene_id,ENSG00000258057.1,4815
gene_id,ENSG00000234711.1,4815
gene_id,ENSG00000233579.1,4815
gene_id,ENSG00000198794.7,4815
gene_id,ENSG00000117758.9,4817
gene_id,ENSG00000186501.10,4817
gene_id,ENSG00000184185.5,4817
gene_id,ENSG00000269971.1,4818
gene_id,ENSG00000240280.2,4818
gene_id,ENSG00000241547.1,4819
gene_id,ENSG00000121270.11,4821
gene_id,ENSG00000179772.6,4821
gene_id,ENSG00000253502.1,4822
gene_id,ENSG00000270424.1,4822
gene_id,ENSG00000230368.2,4822
gene_id,ENSG00000263006.2,4823
gene_id,ENSG00000184730.6,4823
gene_id,ENSG00000004897.7,4823
gene_id,ENSG00000178852.11,4823
gene_id,ENSG00000172818.5,4824
gene_id,ENSG00000264242.2,4825
gene_id,ENSG00000169375.11,4825
gene_id,ENSG00000196993.4,4826
gene_id,ENSG00000188603.12,4826
gene_id,ENSG00000255366.1,4826
gene_id,ENSG00000267270.1,4826
gene_id,ENSG00000259125.1,4827
gene_id,ENSG00000214435.3,4827
gene_id,ENSG00000268516.1,4827
gene_id,ENSG00000240761.1,4827
gene_id,ENSG00000273274.1,4827
gene_id,ENSG00000272843.1,4827
gene_id,ENSG00000254470.2,4827
gene_id,ENSG00000010318.15,4827
gene_id,ENSG00000158195.6,4828
gene_id,ENSG00000163930.5,4828
gene_id,ENSG00000186666.4,4829
gene_id,ENSG00000123384.9,4830
gene_id,ENSG00000243659.1,4830
gene_id,ENSG00000126653.11,4830
gene_id,ENSG00000254348.1,4831
gene_id,ENSG00000234769.4,4832
gene_id,ENSG00000108604.11,4832
gene_id,ENSG00000133740.6,4834
gene_id,ENSG00000166888.6,4836
gene_id,ENSG00000256577.1,4836
gene_id,ENSG00000271554.1,4837
gene_id,ENSG00000228013.1,4837
gene_id,ENSG00000260493.1,4837
gene_id,ENSG00000266733.1,4837
gene_id,ENSG00000264756.1,4837
gene_id,ENSG00000230772.1,4838
gene_id,ENSG00000156218.8,4840
gene_id,ENSG00000160712.8,4841
gene_id,ENSG00000178741.7,4842
gene_id,ENSG00000239475.1,4843
gene_id,ENSG00000169758.8,4844
gene_id,ENSG00000169752.12,4844
gene_id,ENSG00000244437.1,4844
gene_id,ENSG00000169410.5,4847
gene_id,ENSG00000151164.14,4849
gene_id,ENSG00000111237.14,4850
gene_id,ENSG00000231439.3,4851
gene_id,ENSG00000188092.10,4851
gene_id,ENSG00000068793.13,4852
gene_id,ENSG00000161791.9,4852
gene_id,ENSG00000143140.6,4852
gene_id,ENSG00000253570.1,4853
gene_id,ENSG00000139644.8,4853
gene_id,ENSG00000160949.12,4854
gene_id,ENSG00000237429.1,4854
gene_id,ENSG00000198393.3,4855
gene_id,ENSG00000135472.4,4856
gene_id,ENSG00000198646.9,4856
gene_id,ENSG00000267302.1,4857
gene_id,ENSG00000189050.10,4857
gene_id,ENSG00000169371.9,4857
gene_id,ENSG00000142784.11,4859
gene_id,ENSG00000144426.14,4860
gene_id,ENSG00000138442.5,4860
gene_id,ENSG00000140694.12,4860
gene_id,ENSG00000103429.6,4860
gene_id,ENSG00000246363.2,4863
gene_id,ENSG00000255557.1,4863
gene_id,ENSG00000156671.8,4865
gene_id,ENSG00000258135.1,4865
gene_id,ENSG00000108592.12,4865
gene_id,ENSG00000254321.1,4865
gene_id,ENSG00000233232.2,4865
gene_id,ENSG00000257771.1,4865
gene_id,ENSG00000259928.1,4866
gene_id,ENSG00000118705.12,4867
gene_id,ENSG00000260903.2,4870
gene_id,ENSG00000138621.7,4870
gene_id,ENSG00000092850.7,4871
gene_id,ENSG00000182199.6,4871
gene_id,ENSG00000010319.2,4871
gene_id,ENSG00000265702.1,4871
gene_id,ENSG00000101353.10,4872
gene_id,ENSG00000223459.4,4873
gene_id,ENSG00000224333.1,4874
gene_id,ENSG00000079393.16,4874
gene_id,ENSG00000159784.13,4875
gene_id,ENSG00000173548.8,4876
gene_id,ENSG00000225828.1,4876
gene_id,ENSG00000232862.4,4876
gene_id,ENSG00000272619.1,4876
gene_id,ENSG00000131899.6,4876
gene_id,ENSG00000177971.7,4877
gene_id,ENSG00000164879.6,4878
gene_id,ENSG00000239291.1,4878
gene_id,ENSG00000087191.8,4879
gene_id,ENSG00000270850.1,4879
gene_id,ENSG00000176927.10,4879
gene_id,ENSG00000230071.2,4879
gene_id,ENSG00000226855.1,4879
gene_id,ENSG00000111181.8,4879
gene_id,ENSG00000141298.13,4880
gene_id,ENSG00000185633.6,4880
gene_id,ENSG00000145740.14,4881
gene_id,ENSG00000133742.9,4881
gene_id,ENSG00000172922.4,4882
gene_id,ENSG00000196588.10,4882
gene_id,ENSG00000161798.6,4883
gene_id,ENSG00000225159.1,4883
gene_id,ENSG00000172824.10,4884
gene_id,ENSG00000268201.1,4884
gene_id,ENSG00000116863.10,4884
gene_id,ENSG00000179083.5,4884
gene_id,ENSG00000233775.1,4885
gene_id,ENSG00000214659.4,4885
gene_id,ENSG00000160097.11,4886
gene_id,ENSG00000232533.1,4886
gene_id,ENSG00000131067.12,4886
gene_id,ENSG00000128285.4,4887
gene_id,ENSG00000159840.11,4887
gene_id,ENSG00000162526.6,4888
gene_id,ENSG00000131069.15,4888
gene_id,ENSG00000228513.1,4888
gene_id,ENSG00000127948.9,4889
gene_id,ENSG00000186310.9,4889
gene_id,ENSG00000160058.14,4889
gene_id,ENSG00000164588.4,4890
gene_id,ENSG00000178761.10,4890
gene_id,ENSG00000182379.9,4890
gene_id,ENSG00000175130.6,4891
gene_id,ENSG00000103056.7,4891
gene_id,ENSG00000229259.1,4892
gene_id,ENSG00000257588.1,4892
gene_id,ENSG00000114854.3,4892
gene_id,ENSG00000169567.7,4893
gene_id,ENSG00000111231.4,4894
gene_id,ENSG00000186687.11,4894
gene_id,ENSG00000165406.11,4894
gene_id,ENSG00000232111.1,4894
gene_id,ENSG00000031003.6,4895
gene_id,ENSG00000172977.8,4895
gene_id,ENSG00000010322.11,4895
gene_id,ENSG00000272438.1,4895
gene_id,ENSG00000266993.1,4896
gene_id,ENSG00000140463.9,4896
gene_id,ENSG00000204856.7,4897
gene_id,ENSG00000244306.5,4897
gene_id,ENSG00000086159.8,4898
gene_id,ENSG00000178802.13,4899
gene_id,ENSG00000173898.7,4899
gene_id,ENSG00000147526.15,4899
gene_id,ENSG00000149599.11,4901
gene_id,ENSG00000143457.6,4901
gene_id,ENSG00000253688.1,4901
gene_id,ENSG00000131044.12,4902
gene_id,ENSG00000158985.9,4903
gene_id,ENSG00000166734.14,4904
gene_id,ENSG00000116478.7,4904
gene_id,ENSG00000109536.7,4904
gene_id,ENSG00000232600.2,4905
gene_id,ENSG00000140497.12,4905
gene_id,ENSG00000246323.2,4905
gene_id,ENSG00000196458.6,4906
gene_id,ENSG00000088356.4,4906
gene_id,ENSG00000114648.7,4907
gene_id,ENSG00000011638.6,4907
gene_id,ENSG00000245685.2,4907
gene_id,ENSG00000270031.1,4908
gene_id,ENSG00000158486.9,4908
gene_id,ENSG00000121905.5,4908
gene_id,ENSG00000267248.1,4909
gene_id,ENSG00000198947.10,4909
gene_id,ENSG00000088727.8,4911
gene_id,ENSG00000230699.2,4914
gene_id,ENSG00000272912.1,4915
gene_id,ENSG00000140367.7,4915
gene_id,ENSG00000204970.5,4917
gene_id,ENSG00000127914.12,4917
gene_id,ENSG00000077782.15,4918
gene_id,ENSG00000261040.2,4918
gene_id,ENSG00000117751.13,4918
gene_id,ENSG00000188716.5,4918
gene_id,ENSG00000260685.1,4918
gene_id,ENSG00000068097.10,4919
gene_id,ENSG00000076067.7,4920
gene_id,ENSG00000267416.1,4920
gene_id,ENSG00000148842.13,4921
gene_id,ENSG00000100359.16,4921
gene_id,ENSG00000092853.9,4921
gene_id,ENSG00000185482.3,4922
gene_id,ENSG00000266992.1,4922
gene_id,ENSG00000260274.1,4922
gene_id,ENSG00000140400.10,4922
gene_id,ENSG00000144035.3,4923
gene_id,ENSG00000127989.9,4923
gene_id,ENSG00000163016.5,4923
gene_id,ENSG00000254726.2,4923
gene_id,ENSG00000011028.9,4924
gene_id,ENSG00000203392.2,4925
gene_id,ENSG00000010327.6,4925
gene_id,ENSG00000165644.6,4925
gene_id,ENSG00000163013.7,4925
gene_id,ENSG00000272702.1,4926
gene_id,ENSG00000228474.1,4927
gene_id,ENSG00000169180.7,4928
gene_id,ENSG00000160789.15,4928
gene_id,ENSG00000114054.9,4928
gene_id,ENSG00000162944.6,4928
gene_id,ENSG00000260898.1,4929
gene_id,ENSG00000230753.1,4929
gene_id,ENSG00000167434.5,4929
gene_id,ENSG00000135625.6,4929
gene_id,ENSG00000138030.8,4930
gene_id,ENSG00000241680.1,4930
gene_id,ENSG00000101421.3,4931
gene_id,ENSG00000224204.1,4931
gene_id,ENSG00000138439.10,4932
gene_id,ENSG00000207258.1,4932
gene_id,ENSG00000138080.9,4933
gene_id,ENSG00000159322.13,4933
gene_id,ENSG00000183978.7,4934
gene_id,ENSG00000260591.1,4934
gene_id,ENSG00000226051.2,4934
gene_id,ENSG00000272148.1,4935
gene_id,ENSG00000146904.4,4935
gene_id,ENSG00000176563.5,4936
gene_id,ENSG00000140365.11,4936
gene_id,ENSG00000196313.7,4936
gene_id,ENSG00000121900.14,4936
gene_id,ENSG00000167196.9,4937
gene_id,ENSG00000110844.9,4937
gene_id,ENSG00000187778.9,4938
gene_id,ENSG00000229122.1,4938
gene_id,ENSG00000248121.4,4938
gene_id,ENSG00000160948.9,4939
gene_id,ENSG00000140398.9,4939
gene_id,ENSG00000173039.14,4939
gene_id,ENSG00000257964.1,4940
gene_id,ENSG00000107242.13,4941
gene_id,ENSG00000272834.1,4941
gene_id,ENSG00000115561.10,4941
gene_id,ENSG00000228363.2,4942
gene_id,ENSG00000231842.1,4943
gene_id,ENSG00000168268.6,4943
gene_id,ENSG00000168273.3,4943
gene_id,ENSG00000204969.5,4944
gene_id,ENSG00000272056.1,4945
gene_id,ENSG00000126562.12,4945
gene_id,ENSG00000172828.8,4946
gene_id,ENSG00000121101.11,4946
gene_id,ENSG00000108384.10,4947
gene_id,ENSG00000259790.1,4947
gene_id,ENSG00000182866.12,4947
gene_id,ENSG00000126542.10,4948
gene_id,ENSG00000135436.4,4948
gene_id,ENSG00000211595.2,4949
gene_id,ENSG00000211594.2,4949
gene_id,ENSG00000211593.2,4949
gene_id,ENSG00000230002.2,4950
gene_id,ENSG00000171812.6,4951
gene_id,ENSG00000197136.4,4952
gene_id,ENSG00000183615.5,4952
gene_id,ENSG00000173327.3,4952
gene_id,ENSG00000223764.2,4952
gene_id,ENSG00000131475.2,4952
gene_id,ENSG00000235090.1,4953
gene_id,ENSG00000244313.2,4953
gene_id,ENSG00000257243.1,4953
gene_id,ENSG00000213445.4,4955
gene_id,ENSG00000226942.2,4958
gene_id,ENSG00000173838.7,4959
gene_id,ENSG00000173546.7,4959
gene_id,ENSG00000135617.3,4960
gene_id,ENSG00000135624.11,4960
gene_id,ENSG00000261043.2,4962
gene_id,ENSG00000243290.1,4963
gene_id,ENSG00000165637.9,4963
gene_id,ENSG00000115541.6,4964
gene_id,ENSG00000253549.1,4964
gene_id,ENSG00000257576.1,4964
gene_id,ENSG00000247626.3,4965
gene_id,ENSG00000104267.5,4967
gene_id,ENSG00000115520.4,4967
gene_id,ENSG00000090020.6,4967
gene_id,ENSG00000084693.11,4968
gene_id,ENSG00000220785.3,4968
gene_id,ENSG00000188037.6,4969
gene_id,ENSG00000181908.4,4969
gene_id,ENSG00000255408.2,4969
gene_id,ENSG00000119777.14,4970
gene_id,ENSG00000111229.11,4970
gene_id,ENSG00000238035.4,4971
gene_id,ENSG00000250982.2,4971
gene_id,ENSG00000234742.1,4972
gene_id,ENSG00000054116.7,4973
gene_id,ENSG00000187634.6,4973
gene_id,ENSG00000230781.1,4973
gene_id,ENSG00000130684.9,4973
gene_id,ENSG00000182950.2,4974
gene_id,ENSG00000198420.5,4974
gene_id,ENSG00000184788.8,4974
gene_id,ENSG00000155008.9,4975
gene_id,ENSG00000135632.7,4975
gene_id,ENSG00000131467.6,4976
gene_id,ENSG00000156650.8,4977
gene_id,ENSG00000256530.1,4978
gene_id,ENSG00000244623.1,4978
gene_id,ENSG00000204872.2,4978
gene_id,ENSG00000131477.6,4978
gene_id,ENSG00000204196.4,4978
gene_id,ENSG00000142686.7,4979
gene_id,ENSG00000180720.6,4979
gene_id,ENSG00000197291.4,4979
gene_id,ENSG00000260288.2,4980
gene_id,ENSG00000246877.1,4980
gene_id,ENSG00000101544.4,4980
gene_id,ENSG00000126581.8,4980
gene_id,ENSG00000250130.1,4980
gene_id,ENSG00000131480.4,4981
gene_id,ENSG00000211598.2,4981
gene_id,ENSG00000119004.10,4981
gene_id,ENSG00000236047.1,4982
gene_id,ENSG00000259783.1,4982
gene_id,ENSG00000239900.7,4982
gene_id,ENSG00000166529.10,4983
gene_id,ENSG00000266895.1,4983
gene_id,ENSG00000251188.1,4983
gene_id,ENSG00000116871.11,4984
gene_id,ENSG00000115540.10,4986
gene_id,ENSG00000251689.1,4986
gene_id,ENSG00000116096.5,4986
gene_id,ENSG00000138028.10,4986
gene_id,ENSG00000226622.1,4987
gene_id,ENSG00000250790.3,4987
gene_id,ENSG00000144381.12,4987
gene_id,ENSG00000173338.8,4988
gene_id,ENSG00000135631.11,4988
gene_id,ENSG00000144036.10,4989
gene_id,ENSG00000144040.8,4990
gene_id,ENSG00000238103.3,4990
gene_id,ENSG00000204967.6,4991
gene_id,ENSG00000115524.11,4992
gene_id,ENSG00000241351.1,4992
